Title,Autor,Year
Development of Computational Thinking Skills through Unplugged Activities in Primary School,"Brackmann, Christian P. and Rom\'{a}n-Gonz\'{a}lez, Marcos and Robles, Gregorio and Moreno-Le\'{o}n, Jes\'{u}s and Casali, Ana and Barone, Dante",2017
Editorial to the special issue: Current innovations in computer-based assessments,Ronny Scherer and Samuel Greiff and Paul A. Kirschner,2017
Chapter 4 - Memory and data locality,David B. Kirk and Wen-mei W. Hwu,2017
Case for Integrating Computational Thinking and Science in a Low-Resource Setting,"Gautam, Aakash and Bortz, Whitney Elaine Wall and Tatar, Deborah",2017
Computational thinking: what does it really mean for the K-16 computer science education community,"Hoskey, Arthur and Zhang, Sen",2017
Critical computational empowerment: Engaging youth as shapers of the digital future,"Tissenbaum, Mike and Sheldon, Josh and Seop, Lissa and Lee, Clifford H. and Lao, Natalie",2017
Editorial,ElizabethElizabeth KingKing,2017
A first proposal of Pedagogic Conversational Agents to develop Computational Thinking in children,"Urrutia, Elizabeth K. Morales and Oca\~{n}a, Jos\'{e} Miguel and P\'{e}rez-Mar\'{\i}n, Diana and Tamayo, Silvia",2017
Assessing primary school students' intrinsic motivation of computational thinking,"Jiang, Shan and Wong, Gary K.W.",2017
A Free-Choice Social Learning Network for Computational Thinking,"Jamil, Hasan",2018
Breakdowns in children's interactions with a robotic tutor: A longitudinal study,Sofia Serholt,2018
A systematic review on teaching and learning robotics content knowledge in K-12,Liying Xia and Baichang Zhong,2018
Early Developmental Activities and Computing Proficiency,"Cutts, Quintin and Patitsas, Elizabeth and Cole, Elizabeth and Donaldson, Peter and Alshaigy, Bedour and Gutica, Mirela and Hellas, Arto and Larraza-Mendiluze, Edurne and McCartney, Robert and Riedesel, Charles",2018
A Feasibility Study of Arducation Bot : An Educational Robotics and Mobile Application Kit for Computational Thinking Skills,"Phetsrikran, Titiphan and Massagram, Wansuree and Phoka, Thanathorn and Harfield, Antony",2018
Air Pollution Data Analysis Platform for Computer Science Education Projects: (Abstract Only),"Angelvik, Nina",2018
Exploring an approach based on digital games for teaching programming concepts to young children,Tancicleide Carina {Simões Gomes} and Taciana {Pontual Falcão} and Patrícia {Cabral de Azevedo Restelli Tedesco},2018
Doctor of Professional Studies in Computing: A Categorization of Applied Industry Research,"Ellrodt, Lisa R. and Freeman, Ion C. and Haigler, Ashley J. and Schmeelk, Suzanna E.",2018
Fractal Geometry: Enhancing Computational Thinking with MIT Scratch,"Vinayakumar, R and Soman, KP and Menon, Pradeep",2018
Decomposition: A K-8 Computational Thinking Learning Trajectory,"Rich, Kathryn M. and Binkowski, T. Andrew and Strickland, Carla and Franklin, Diana",2018
Distributed MASON: A scalable distributed multi-agent simulation environment,Gennaro Cordasco and Vittorio Scarano and Carmine Spagnuolo,2018
Embedding K12 Professional Development Through Co-Teaching Experiences-Sustaining Computational Thinking in Interdisciplinary Courses,"Hug, Sarah and Eyerman, Suzanne and Cota, Raena and Pontelli, Enrico",2018
Alg-Design: Facilitates to Learn Algorithmic Thinking for Beginners,"Vinayakumar, R and Soman, KP and Menon, Pradeep",2018
Exploring the computational thinking effects in pre-university education,Francisco José García-Peñalvo and Antònio José Mendes,2018
Building-Blocks: Generating 3D Design by Snapping Blocks,"Vinayakumar, R and Soman, KP and Menon, Pradeep",2018
A Systematic Review on the use of LEGO® Robotics in Education,"Souza, Isabelle M. L. and Andrade, Wilkerson L. and Sampaio, Lívia M. R. and Araujo, Ana Liz Souto O.",2018
Effects of Professional Development on Programming Knowledge and Self-Efficacy,"Reimer, Yolanda J. and Coe, Michael and Blank, Lisa M. and Braun, Jeffrey",2018
BlockyTalky: New programmable tools to enable students’ learning networks,Annie Kelly and Lila Finch and Monica Bolles and R. Benjamin Shapiro,2018
Cultivating Computational Thinking Among Students Of Liberal Art In Basic Computer Courses,"Chen, Li and Xia, Jiaoxiong and Tao, Jie",2018
Creative computing challenge: teacher professional learning to enhance non-computing career and technical education curricula with engaging computational practices for all students,"Sabin, Mihaela and Smith, Adrienne and DuBow, Wendy and Deloge, Rosabel",2018
Development and Evaluation of a New Security and Privacy Track in a Health Informatics Graduate Program: Multidisciplinary Collaboration in Education,Leming Zhou and Bambang Parmanto and James Joshi,2018
Evaluating the Impact of the Girls Who Code Summer Immersion Program: (Abstract Only),"Clarke, Ryan and Judd, Sarah",2018
A computational thinking course accessible to non-stem majors,"Kafura, Dennis and Bart, Austin Cory and Chowdhury, Bushra",2018
A Mapping Study of Computational Thinking and Programming in Brazilian K-12 Education,"Santos, Priscila S. C. and Araujo, Luis Gustavo J. and Bittencourt, Roberto A.",2018
Computational Thinking and Coding Subject in Primary Schools: Methodological Approach Based on Alternative Cooperative and Individual Learning Cycles,"Vlahu-Gjorgievska, Elena and Videnovik, Maja and Trajkovik, Vladimir",2018
Exploration of Outcome-Based Computational Thinking Education Programs for Teachers,"Xu, Yiyi and Liu, Pengfei and Tang, Peihe",2018
"Construction of ""Trinity"" three-dimensional Classroom",Ning Wang and Aihong Li,2018
Basic Constructions of the Computational Model of Support for Access Operations to the Semantic Network,Larisa Yu. Ismailova and Viacheslav E. Wolfengagen and Sergey V. Kosikov,2018
Development of Computational Thinking in High School Students: A Case Study in Chile,"González, Felipe and López, Claudia and Castro, Carlos",2018
A Study on the Assessment of Introductory Computational Thinking via Scratch Programming in Primary Schools,"Fagerlund, Janne",2018
Design and Development of a Low-Cost Open-Source Robotics Education Platform,"Darrah, Timothy and Hutchins, Nicole and Biswas, Gautam",2018
A robotics-based approach to foster programming skills and computational thinking: Pilot experience in the classroom of early childhood education,"Gonz\'{a}lez, Yen Air Caballero and Mu\~{n}oz-Repiso, Ana Garc\'{\i}a-Valc\'{a}rcel",2018
An Architectural Design of ScratchThAI: A conversational agent for Computational Thinking Development using Scratch,"Katchapakirin, Kantinee and Anutariya, Chutiporn",2018
"A Proposal for the Global and Collaborative PBL Learning Environment Where All Global Members on Different Campuses Are ""On the Same Page"" throughout the Process of Learning in the Project","Yamamoto, Tosh and Liao, Anthony and Wu, Wen-Chi Vivian and Shih, Meilun and Shih, Ju-Ling and Chu, Hui-Chun",2018
Facilitating Computational Thinking through Digital Fabrication,"Montero, Calkin Suero",2018
Crumble Day to introduce robotics,"Plaza, Pedro and Carro, German and Blazquez, Manuel and Sancristobal, Elio and Castro, Manuel and García-Loro, Félix",2018
DB-Learn: Studying Relational Algebra Concepts by Snapping Blocks,"Vinayakumar, R and Soman, KP and Menon, Pradeep",2018
Extending the nomological network of computational thinking with non-cognitive factors,Marcos Román-González and Juan-Carlos Pérez-González and Jesús Moreno-León and Gregorio Robles,2018
Couplets: Helping Elementary School Students Recognize Structure in Code (Abstract Only),"Touretzky, David S. and Gardner-McCune, Christina and Isaac, Joseph and Tomokiyo, Laura M.",2018
A congress for children and computational thinking for everyone,"Sabitzer, Barbara and Demarle-Meusel, Heike",2018
Approaches of Learning and Computational Thinking in Students that get into the Computer Sciences Career,"Villalba-Condori, Klinge Orlando and Cuba-Sayco, Sonia Esther Castro and Ch\'{a}vez, Evelyn Paola Guillen and Deco, Claudia and Bender, Cristina",2018
Enabling Teenagers to Create and Share Apps,"Müller, Matthias and Schindler, Christian and Luhana, Kirshan Kumar and Slany, Wolfgang",2018
Assessing Learning Behavior and Cognitive Bias from Web Logs,"Rao, Rashmi Jayathirtha and Stewart, Christopher and Perez, Arnulfo and Renganathan, Siva Meenakshi",2018
Algorithmic thinking vs. text comprehension,Katalin Harangus and Zoltán Kátai,2018
Co-de: an online learning platform for computational thinking,"Van de Staey, Zimcke and Verlinde, Tobias and Demoen, Bart and Martens, Bern",2018
Are Children More Motivated with Plugged or Unplugged Approach to Computational Thinking? (Abstract Only),"Jiang, Shan and Wong, Gary K.W.",2018
Failing to learn: The impact of failures during making activities,Adam V. Maltese and Amber Simpson and Alice Anderson,2018
Effective Models for Integrating Computational Thinking into NYC Elementary Schools: A Proposed Research Agenda (Abstract Only),"Charles, Thea and Oliver, Amber and Mulloy, Kate",2018
Computational Thinking in pre-university Blended Learning classrooms,Xabier Basogain and Miguel Ángel Olabe and Juan Carlos Olabe and Mauricio Javier Rico,2018
Exploring the Effect of a Robotics Laboratory on Computational Thinking Skills in Primary School Children Using the Bebras Tasks,"Chiazzese, Giuseppe and Arrigo, Marco and Chifari, Antonella and Lonati, Violetta and Tosto, Crispino",2018
Demonstrating the Ability of Elementary School Students to Reason About Programs,"Aggarwal, Ashish and Touretzky, David S. and Gardner-McCune, Christina",2018
A curriculum of computational thinking as a central idea of information &amp; media literacy,"Dengel, Andreas and Heuer, Ute",2018
Encouraging Women to Pursue a Computer Science Career in the Context of a Third World Country,"Lobo de Aguiar Gomes, Ludymila and Reginaldo Hughes Carvalho, José and Lauschner, Tanara and Nakamura, Fabilo G. and de Freitas, Rosiane",2018
Computational Thinking Between Philosophy and STEM—Programming Decision Making Applied to the Behavior of “Moral Machines” in Ethical Values Classroom,"Seoane Pardo, Antonio Miguel",2018
Evaluation Model for Improving Ambient Learning Systems Towards Achieving Sustainable Development Goal Four,"Mwendia, Simon Nyaga",2018
Automating the Detection of Personally Identifiable Information (PII) in Japanese-American WWII Incarceration Camp Records,"Marciano, Richard and Underwood, William and Hanaee, Mohammad and Mullane, Connor and Singh, Aakanksha and Tethong, Zayden",2018
Enhancing High-School Students' Computational Thinking with Educational Robotics Learning,"Chookaew, Sasithorn and Howimanporn, Suppachai and Pratumsuwan, Pornjit and Hutamarn, Santi and Sootkaneung, Warin and Wongwatkit, Charoenchai",2018
Designing an Interactive System as support to the development of Computational Thinking for Children with Cochlear Implants: Extended Abstract,"Henao, Cristhiam and Naranjo, Juan Sebasti\'{a}n and Cano, Sandra and Pe\~{n}e\~{n}ory, Victor M.",2018
A Four Point Student-Led Strategy for Attracting Diverse Small College Commuter Campus Students to Computer Science: (Abstract Only),"Zahuantitla, Gabrielle I. and Holder, Aryanna",2018
A visual programming environment for introducing distributed computing to secondary education,Brian Broll and Ákos Lédeczi and Hamid Zare and Dung Nguyen Do and János Sallai and Péter Völgyesi and Miklós Maróti and Lesa Brown and Chris Vanags,2018
Exploring computational thinking through collaborative problem solving and audio puzzles,"Jordan-Douglass, Anna and Kumar, Vishesh and Woods, Peter J.",2018
Developing Computational Thinking Skills in Adolescents With Autism Spectrum Disorder Through Digital Game Programming,"Munoz, Roberto and Villarroel, Rodolfo and Barcelos, Thiago S. and Riquelme, FabiáN and Quezada, ÁNgeles and Bustos-Valenzuela, Patricia",2018
Digital Storytelling Using Scratch: Engaging Children Towards Digital Storytelling,"Vinayakumar, R. and Soman, K.P. and Menon, Pradeep",2018
Active Learning Environments with Robotic Tangibles: Children's Physical and Virtual Spatial Programming Experiences,"Burleson, Winslow S. and Harlow, Danielle B. and Nilsen, Katherine J. and Perlin, Ken and Freed, Natalie and Jensen, Camilla Nørgaard and Lahey, Byron and Lu, Patrick and Muldner, Kasia",2018
Coding or Hacking? Exploring Inaccurate Views on Computing and Computer Scientists among K-6 Learners in Chile,"Gutierrez, Francisco J. and Simmonds, Jocelyn and Casanova, Cecilia and Sotomayor, Cecilia and Hitschfeld, Nancy",2018
CODEX - Learning Object to Support Loop Structure Teaching,"Gonçalves, Bruno and Moraes, Marcia Cristina and Teixeira, Breno and Lopes Leite, Leticia",2018
An Automated Evaluation System for App Inventor Apps,"Li, Yue and Pan, Yiqing and Liu, Wensheng and Zhang, Xingming",2018
Chapter 7 - Fundamentals of good practice,Theresa Schousek,2018
Computational thinking for all: an experience report on scaling up teaching computational thinking to all students in a major city in Sweden,"Heintz, Fredrik and Mannila, Linda",2018
From computational thinking to computational empowerment: a 21st century PD agenda,"Iversen, Ole Sejer and Smith, Rachel Charlotte and Dindler, Christian",2018
Computational Creativity Exercises for Improving Student Learning and Performance: (Abstract Only),"Soh, Leen-Kiat and Ingraham, Elizabeth and Shell, Duane F.",2018
Computational thinking and programming education principles,"Garc\'{\i}a-Pe\~{n}alvo, Francisco Jos\'{e}",2018
A conceptual model for cooperative thinking,"Russo, Daniel and Missiroli, Marcello and Ciancarini, Paolo",2018
COCONATS: Combining Computational Thinking Didactics and Software Engineering in K-12,"Colombi, Alessandro and Fronza, Ilenia and Pahl, Claus and Basso, Demis",2018
CT4All: Enhancing Computational Thinking Skills in Adolescents with Autism Spectrum Disorders,"Munoz, Roberto and Schumacher Barcelos, Thiago and Villarroel, Rodolfo",2018
Bernstein’s levels of movement construction: A contemporary perspective,Vitor L.S. Profeta and Michael T. Turvey,2018
Exploring Different Unplugged Game-like Activities for Teaching Computational Thinking,"Jagušt, Tomislav and Krzic, Ana Sovic and Gledec, Gordan and Grgić, Mislav and Bojic, Iva",2018
CT-Blocks Analyser: Analysing CT-Blocks Projects,"Vinayakumar, R and Soman, KP and Menon, Pradeep",2018
Enhancing Stanford Design Thinking for Kids with Digital Technologies A Participatory Action Research Approach to Challenge-Based Learning,"Motschnig, Renate and Pfeiffer, Daniel and Gawin, Anna and Gawin, Peter and Steiner, Michael and Streli, Lisa",2018
Embracing coding mistakes to teach computational thinking,"Harrison, W. Scott and Hanebutte, Nadine",2018
Experiences and perspectives of Technology-enhanced learning and teaching in higher education – Serbian case,Mirjana Ivanović and Aleksandra Klašnja Milićević and Veljko Aleksić and Brankica Bratić and Milinko Mandić,2018
A Case Study in Creating Transparency in Using Cultural Big Data: The Legacy of Slavery Project,"Cox, Ryan and Shah, Sohan and Frederick, William and Nelson, Tammie and Thomas, Will and Jansen, Greg and Dibert, Noah and Kurtz, Michael and Marciano, Richard",2018
Comparison between the use of pseudocode and visual programming in programming teaching: An evaluation from scratch tool,"Rezende, Críscilla M. C. and Bispo, Esdras L.",2018
Artistic Activity Through Computational Thinking,"Deng, Tzong Sheng",2018
ALGO-THINK Approach,"Altaher, Marah and Ferchichi, Ahmed",2018
Computational Thinking for All: An Experience Report on Scaling up Teaching Computational Thinking to All Students in a Major City in Sweden,"Heintz, Fredrik and Mannila, Linda",2018
Editorial Computational Thinking,"García-Peñalvo, Francisco José",2018
Discovering children's competences in coding through the analysis of Scratch projects,"Papavlasopoulou, Sofia and Giannakos, Michail N. and Jaccheri, Letizia",2018
Analysis of Collaborative Learning in a Computational Thinking Class,"Chowdhury, Bushra and Bart, Austin Cory and Kafura, Dennis",2018
A Tool for the Introduction of Programming and Computational Thinking with Motivation using Virtual Reality,"Barbosa Raposo, Alberto and Curasma, Herminio Paucar",2018
CT-Blocks: Learning Computational Thinking by Snapping Blocks,"Vinayakumar, R and Soman, KP and Menon, Pradeep",2018
EcoMOD: Integrating Computational Thinking into Ecosystems Science Education via Modeling in Immersive Virtual Worlds (Abstract Only),"Dickes, Amanda and Metcalf, Shari and Kamarainen, Amy and Reilly, Joe and Brennan, Karen and Grotzer, Tina and Dede, Chris",2018
AlgoThink: An Algorithmic Computational Thinking Approach,"Altaher, Marah and Ferchichi, Ahmed",2018
9 - Transportation Cyber-Physical System as a Specialised Education Stream,Michael Henshaw and Lipika Deka,2018
Computational Thinking Education for Children: Algorithmic Thinking and Debugging,"Wong, Gary K.W. and Jiang, Shan",2018
Design of AI + Curriculum for Primary and Secondary Schools in Qingdao,"Han, Xiao and Hu, Fang and Xiong, Gang and Liu, Xiwei and Gong, Xiaoyan and Niu, Xiaojie and Shi, Wanruo and Wang, Xinzhu",2018
American Indian Storytelling with Alice: (Abstract Only),"Micka, Samuel Adam and Fasy, Brittany Terese and Hancock, Stacey A. and Madubuko, Jachiike C. and Theobold, Allison Shay",2018
Culture and computation: Steps to a Probably Approximately Correct theory of culture,Jacob G. Foster,2018
"Blended Learning of ""Data Structure"" Course Based on Computational Thinking","Tang, Yanqin and Chen, Weiwei and Li, Zhigang and Shi, Lei and Wu, Yongfen",2018
Designing a curriculum for the Internet-of-Things-Laboratory to foster creativity and a maker mindset within varying target groups,Karsten Lensing and Joachim Friedhoff,2018
Analysis of publication activity of computational science society in 2001–2017 using topic modelling and graph theory,Tesfamariam M. Abuhay and Sergey V. Kovalchuk and Klavdiya Bochenina and Gali-Ketema Mbogo and Alexander A. Visheratin and George Kampis and Valeria V. Krzhizhanovskaya and Michael H. Lees,2018
A teaching scheme using forerun computing-culture cases for computational-thinking oriented course,"Xu, Yiyi and Liu, Pengfei and Zhao, Jun",2018
Comparison between Pseudocode Usage and Visual Programming with Scratch in Programming Teaching,"Rezende, Criscilla M. C. and Bispo, Esdras L.",2018
Developing A Unified Model of Teaching Computational Thinking,"Rozali, Nurul Faizah and Zaid, Norasykin Mohd and Noor, Norah Md and Ibrahim, Nor Hasniza",2018
Development and assessment of computational thinking: A methodological proposal and a support tool,"Pérez, Alexis Daniel Fuentes and Valladares, Gara Miranda",2018
Constructionist visions: Hard fun with serious games,Yasmin B. Kafai,2018
Computing for the Critters: Exploring Computational Thinking of Children in an Informal Learning Setting,"Ehsan, Hoda and Ohland, Carson and Dandridge, Tikyna and Cardella, Monica",2018
Considerations and Technical Pitfalls for Teaching Computational Thinking with BBC micro:bit,"Tyr\'{e}n, Markus and Carlborg, Niklas and Heath, Carl and Eriksson, Eva",2018
Exploring the Role of Visual Programming Activities in Computational Thinking,"Lin, Chia-Ching and Chao, Po-Yao and Lin, En-Ting and Tzeng, Huei-Lin",2018
Analysis of the relation between computational thinking skills and various variables with the structural equation model,Hatice Yildiz Durak and Mustafa Saritepeci,2018
Computational thinking through modeling in language lessons,"Sabitzer, Barbara and Demarle-Meusel, Heike and Jarnig, Maria",2018
Fostering Computational Thinking through Problem-Solving at School,"Labusch, Amelie",2018
Can computational talent be detected? Predictive validity of the Computational Thinking Test,Marcos Román-González and Juan-Carlos Pérez-González and Jesús Moreno-León and Gregorio Robles,2018
Effectiveness of Physical Robot Versus Robot Simulator in Teaching Introductory Programming,"Kurniawan, Oka and Lee, Norman Tiong Seng and Datta, Subhajit and Sockalingam, Nachamma and Leong, Pey Kin",2018
Digital Chinese Medicine Research: an Overview,Hui-Yong Huang and Jun-Feng Yan and Zhi-Xi Hu,2018
A Methodology Proposal Based on Metaphors to Teach Programming to Children,"Pérez-Marín, Diana and Hijón-Neira, Raquel and Martín-Lope, Mercedes",2018
Computational Thinking: Learning by Doing with the Cinco Adventure Game Tool,"Gossen, Frederik and Kühn, Dennis and Margaria, Tiziana and Lamprecht, Anna-Lena",2018
A new perspective on computational thinking,"Ya\c{s}ar, Osman",2018
From players to makers: An empirical examination of factors that affect creative game development,Michail N. Giannakos and Letizia Jaccheri,2018
Evolving Technology to Better Support Teaching Introductory Programming Inside Moodle,"de Oliveira Brandão, Leônidas and Félix, Igor Moreira and Pereira, Patricia Alves and Brandão, Anarosa Alves Franco",2018
An exploratory study of augmented embodiment for computational thinking,"Chung, Cheng-Yu and Hsiao, I-Han",2019
Digital Legacies on Paper: Reading Punchcards with Computer Vision,"Jansen, Gregory",2019
Categorizing Resources and Learners for a Finer-Grained Analysis of MOOC Viewing & Doing,"Hemberg, Erik and Biswas, Sagar and Bajwa, Ayesha and Law, Nancy and O’Reilly, Una-May",2019
Connections and Influences Among Topics of Learning How to Program,"Bosse, Yorah and Redmiles, David F and Gerosa, Marco",2019
Chapter 8 - 3D Graphics to Virtual Reality in Medicine: Opportunities and Prospective,Erik N. Gaasedelen and Paul A. Iaizzo,2019
Evaluation Rubric for Computational Thinking Concepts,"Otero Avila, Christiano and Foss, Luciana and Bordini, Adriana and Simone Debacco, Maria and da Costa Cavalheiro, Simone André",2019
Computational Thinking At Primary School: Didactical and Psychological Aspects,"Moschella, Marialaura",2019
Assessment of Computational Thinking in regular basic education: case I.E.T.P. “José Obrero”,"Curasma, Ronald Paucar and Jara, Nolan Jara and Curasma, Herminio Paucar and Ornetta, Victor Cruz",2019
A K-8 Debugging Learning Trajectory Derived from Research Literature,"Rich, Kathryn M. and Strickland, Carla and Binkowski, T. Andrew and Franklin, Diana",2019
A New Teaching Pattern Based on PBL and Visual Programming in Computational Thinking Course,"Gao, Peipei and Lu, Mingxiao and Zhao, Hong and Li, Min",2019
3 COMPUTING MACHINES,"Denning, Peter J. and Tedre, Matti",2019
Chapter 2 - Course Design: Making Choices About Constructing Your Course,Cynthia J. Brame,2019
COMPUTATIONAL THINKING,"Denning, Peter J. and Tedre, Matti",2019
A review of computational toys and kits for young children,Junnan Yu and Ricarose Roque,2019
A New Evaluation Metrics for Block-based Python Code,"Liu, Zheng and Luo, Hong and Chai, Xiaolin",2019
Analysis of the Curriculum Reform Method Based on the Combination of Computational Thinking and Engineering Thinking,"Wang, Feng and Wang, Hong",2019
Chapter 11 - Incorporating Research Into Courses,Faith Rovenolt,2019
BrainQuest: The use of motivational design theories to create a cognitive training game supporting hot executive function,Stuart Iain Gray and Judy Robertson and Andrew Manches and Gnanathusharan Rajendran,2019
Extending the Scope of Computational Archival Science: A Case Study on Leveraging Archival and Engineering Approaches to Develop a Framework to Detect and Prevent “Fake Video”,"Hamouda, Hoda and Bushey, Jessica and Lemieux, Victoria and Stewart, James and Rogers, Corinne and Cameron, James and Thibodeau, Ken and Feng, Chen",2019
Analysis of the relationship between computational thinking and mathematical abstraction in primary education,"Chaabi, Hasnaa and Azmani, Amina and Dodero, Juan Manuel",2019
ARQuest: A Tangible Augmented Reality Approach to Developing Computational Thinking Skills,"Gardeli, Anna and Vosinakis, Spyros",2019
Designing a Middle School Science Curriculum that Integrates Computational Thinking and Sensor Technology,"Gendreau Chakarov, Alexandra and Recker, Mimi and Jacobs, Jennifer and Van Horne, Katie and Sumner, Tamara",2019
A Participatory Programming Model for Democratizing Cobot Technology in Public and Industrial Fablabs,Tudor B. Ionescu and Sebastian Schlund,2019
A flexible and systematic teaching framework to develop cognitive skills through programming courses,"Gacitúa, Ricardo and Diéguez, Mauricio and Díaz, Jaime and Sepúlveda, Samuel",2019
Computational thinking with the web crowd using CodeMapper,"Vanvorce, Patrick and Jamil, Hasan M.",2019
Developing Implementation Measures for K-12 Computer Science Curriculum Materials,"Rutstein, Daisy W. and Xu, Yuning and McElhaney, Kevin and Bienkowski, Marie",2019
Empowering educators by developing professional practice in digital fabrication and design thinking,Hanne Voldborg Andersen and Kati Pitkänen,2019
CodyColor: Design of a Massively Multiplayer Online Game to Develop Computational Thinking Skills,"Klopfenstein, Lorenz Cuno and Delpriori, Saverio and Maldini, Riccardo and Bogliolo, Alessandro",2019
A systematic review of learning computational thinking through Scratch in K-9,LeChen Zhang and Jalal Nouri,2019
Computational Thinking in Archival Science Research and Education,"Underwood, William and Marciano, Richard",2019
Evaluation of the ROOT Robot System and Curriculum to Improve Computational Thinking in Chinese Children,"Liu, Yanting and Rojas, Juan",2019
Development of iOS Software n-Queens Problem for Education and Its Application for Promotion of Computational Thinking,"Sasaki, Yuji and Fukui, Masanori and Hirashima, Tsukasa",2019
Automatic Generation of Program Comments Based on Problem Statements for Computational Thinking,"Takahashi, Akiyoshi and Shiina, Hiromitsu and Kobayashi, Nobuyuki",2019
Exploring children's learning experience in constructionism-based coding activities through design-based research,Sofia Papavlasopoulou and Michail N. Giannakos and Letizia Jaccheri,2019
Cooperative Thinking: Analyzing a new framework for software engineering education,Paolo Ciancarini and Marcello Missiroli and Daniel Russo,2019
Application of Contextual Teaching and Learning model through Interdisciplinary Student Projects – An approach to enhancing Accounting and IT skills,"Banerjee, Rachna and Tarazi, Jumana and Ahli, Moaza Juma Abdulla",2019
Do we really need computational thinking?,"Nardelli, Enrico",2019
CEO: A Triangulated Evaluation of a Modeling-Based CT-Infused CS Activity for Non-CS Middle Grade Students,"Lytle, Nicholas and Catet\'{e}, Veronica and Dong, Yihuan and Boulden, Danielle and Akram, Bita and Houchins, Jennifer and Barnes, Tiffany and Wiebe, Eric",2019
Benefits of Computational Thinking in Entrepreneurship,"Nuar, Ahmad Najmi Amerhaider and Rozan, Mohd Zaidi Abd",2019
Computational Thinking Curriculum for Unmanned Aerial Systems,"Zhang, Shiqi and Stewart, Christopher",2019
Computational Thinking in the Making: Lessons for Second Graders in a STEM Computer Science Immersion School,"Scheppegrell, Lindsey and Hiatt, Elyse and Okerlund, Johanna and Wilson, David",2019
A Strategy for the Development of Computational Thinking from Game Design Specifications,"Tavares Fernandes, Kleber and Lucena, Marcia and Aranha, Eduardo",2019
Exploring the Definition of Computational Thinking in Research and the Classroom,"Lowe, Tony and Brophy, Sean and Cardella, Monica",2019
Exploring Computational Thinking Skills in 3D Printing: A Data Analysis of an Online Makerspace,"Chytas, Christos and Tsilingiris, Alexandros and Diethelm, Ira",2019
Combining Block-Based Programming and Hardware Prototyping to Foster Computational Thinking,"Fronza, Ilenia and Corral, Luis and Pahl, Claus",2019
Digital and Physical Fabrication as Multimodal Learning: Understanding Youth Computational Thinking When Making Integrated Systems Through Bidirectionally Responsive Design,"Richard, Gabriela T. and Giri, Sagun",2019
Development of a Lean Computational Thinking Abilities Assessment for Middle Grades Students,"Wiebe, Eric and London, Jennifer and Aksit, Osman and Mott, Bradford W. and Boyer, Kristy Elizabeth and Lester, James C.",2019
Defining and Designing Computer Science Education in a K12 Public School District,"Proctor, Chris and Bigman, Maxwell and Blikstein, Paulo",2019
A Framework for Decomposition in Computational Thinking,"Rich, Peter J. and Egan, Garrett and Ellsworth, Jordan",2019
Essential Skills for Civil Engineering Graduates Towards Industry Revolution 4.0,"Rashidah, M.N. Siti and Humphrey, J.V. and Anizahyati, A.",2019
Expanding outcomes: Exploring varied conceptions of teacher learning in an online professional development experience,Maxwell M. Yurkofsky and Sarah Blum-Smith and Karen Brennan,2019
Computational Thinking Bins: Outreach and More,"Morrison, Briana B. and Dorn, Brian and Friend, Michelle",2019
A Teacher Workshop for Introducing Computational Thinking in Rural and Vulnerable Environments,"Simmonds, Jocelyn and Gutierrez, Francisco J. and Casanova, Cecilia and Sotomayor, Cecilia and Hitschfeld, Nancy",2019
Assessing In-service Teachers' Development of Computational Thinking Practices in Teacher Development Courses,"Kong, Siu-Cheung and Lao, Andrew Chan-Chio",2019
Establishing Computational Thinking as Just Another Tool in the Problem Solving Tool Box,"Fleenor, Hillary",2019
A Qualitative Content Analysis of K-8 Coding Curriculum,"Floyd, Steven",2019
An Examination of Abstraction in K-12 Computer Science Education,"Liebe, Christine and Camp, Tracy",2019
Developing Student's Computational Thinking through Agent-Based Modeling in Secondary Education,"Musaeus, Line Have",2019
2 COMPUTATIONAL METHODS,"Denning, Peter J. and Tedre, Matti",2019
Comparison of the learning curve and adaptive behavior from kids to adults using computational thinking with Block-Programming to Technology Enhanced Learning,"Moreno-Vera, Felipe and León-Vera, Leonardo and Moreno-Motta, Juan and Guizado-Vasquez, Juan and Vera-Panez, Michael",2019
Developing IoT Competencies in Non-Computer Science Students in Higher Education,"Attallah, Belsam and Change, Yun-Ke and Il-Agure, Zakea",2019
Coding games and robots to enhance computational thinking: How collaboration and engagement moderate children’s attitudes?,Kshitij Sharma and Sofia Papavlasopoulou and Michail Giannakos,2019
An Expansively-framed Unplugged Weaving Sequence Intended to Bear Computational Fruit of the Loom,"Lee, Victor R. and Vincent, Heidee",2019
EPILOGUE: LESSONS LEARNED,"Denning, Peter J. and Tedre, Matti",2019
Developing a Teacher Training Curriculum Including Computational Thinking Skills: Early Advances on a Study Focused on Colombia,"Muñoz del Castillo, Armando and Muñoz, Mario A. and Acosta Huertas, Lydia Cruz and Herrera, Edgar and Jimenez Toledo, Javier and Ramos, Deixy Ximena",2019
Developing a Computational Thinking Curriculum for Multilingual Students: An Experience Report,"Jacob, Sharin and Nguyen, Ha and Richardson, Debra and Warschauer, Mark",2019
Developing Computational Thinking at School with Machine Learning: An exploration,"García, Juan David Rodríguez and León, Jesús Moreno and González, Marcos Román and Robles, Gregorio",2019
9 FUTURE COMPUTATION,"Denning, Peter J. and Tedre, Matti",2019
A Scheme of STEAM Interactive Learning Toy for Musical and Computational Thinking,"Su, Jun-Ming and Liao, Chu-Ti and Chen, Chih-Ting and Wang, Li-Hung",2019
