Title,Autor,Year
Initiating a Programmatic Assessment Report,"Berkaliev, Zaur and Devi, Shavila and Fasshauer, Gregory E. and Hickernell, Fred J. and Kartal, Ozgul and Li, Xiaofan and McCray, Patrick and Whitney, Stephanie and Zawojewski, Judith S.",2014
Use and development of entertainment technologies in after school STEM program,"Cateté, Veronica and Wassell, Kathleen and Barnes, Tiffany",2014
A Critical Pedagogy Approach for Engaging Urban Youth in Mobile App Development in an After-School Program,"Vakil, Sepehr",2014
Informatics Concepts For Primary Education: Preparing Children For Computational Thinking,"Sabitzer, Barbara and Antonitsch, Peter K. and Pasterk, Stefan",2014
Analyzing the learning process in online educational game design: A case study,"Ahmadi, Navid and Jazayeri, Mehdi",2014
Computational thinking for the modern problem solver,"Hunt, Kenny A. and Riley, David D.",2014
Role of automation in the examination of handwritten items,"Srihari, Sargur N. and Singer, Kirsten",2014
A practical guide to teaching computing and ICT in the secondary school,"Connell, Andrew and Edwards, Anthony",2014
"2014 International Conference on Mechatronics Engineering and Computing Technology, ICMECT 2014",Sin Valor,2014
Introducing teachers to computational thinking using unplugged storytelling,"Curzon, Paul and McOwan, Peter W. and Plant, Nicola and Meagher, Laura R.",2014
A novel strategy to improve STEM education: The E-science approach,"Swaid, Samar I.",2014
The computational thinking- oriented inquiry teaching mode for advanced programming language course,"Gao, Qian",2014
The calculation thinking training system research for C program based on B/S mode,"Qu, Jingye",2014
Research on multimedia teaching and cultivation of capacity for computational thinking,"Zhang, Yongsheng and Gao, Yan and Zou, Jiashun and Bao, Aiqin",2014
Network autonomous learning based on computational thinking,"Li, Min and Hou, Deheng",2014
Computational thinking and tinkering: Exploration of an early childhood robotics curriculum,Marina Umaschi Bers and Louise Flannery and Elizabeth R. Kazakoff and Amanda Sullivan,2014
Research on the curriculum innovation of the computer basic education in college,"Jiang, Xuefeng and Jiang, Shan and Liu, Junrui",2014
Computational thinking,"Barr, Valerie",2014
"Fostering computational thinking in engineering education: Challenges, examples, and best practices",S. Gross; M. Kim; J. Schlosser; C. Mohtadi; D. Lluch; D. Schneider,2014
"6th International ICST Conference on Intelligent Technologies for Interactive Entertainment, INTETAIN 2014",Sin Valor,2014
Digital Competence in Tourism Education: Cooperative-experiential Learning,Massimo Morellato,2014
Cognitive outcomes from the Game-Design and Learning (GDL) after-school program,Mete Akcaoglu and Matthew J. Koehler,2014
"Drafting an Army: The Playful Pastime of Warhammer 40,000",Marcus Carter and Martin Gibbs and Mitchell Harrop,2014
"Learn computational thinking, learn to program; [Imparare il pensiero computazionale, imparare a programmare]","Lodi, Michael",2014
Review on teaching and learning of computational thinking through programming: What is next for K-12?,"Lye, Sze Yee and Koh, Joyce Hwee Ling",2014
Improving Climate Change Communication Starting with Environmental Educators,Julie Lee Lambert and Robert E. Bleicher,2014
Teaching mode reform and exploration on the University Computer Basic based on Computational thinking training in Network Environment,"Liu, Boqin and He, Junmei",2014
Students' experiences from the use of MIT app inventor in classroom,"Perdikuri, Katerina",2014
Introducing computing: A guide for teachers,"Williams, Lawrence",2014
WiPSCE 2014 - Proceedings of the 9th Workshop in Primary and Secondary Computing Education,Sin Valor,2014
"Teachers' perceptions of inquiry-based learning in urban, suburban, township and rural high schools: The context-specificity of science curriculum implementation in South Africa",Umesh Dewnarain Ramnarain,2014
Heuristic virtual experimental teaching for computational thinking,"Chen, Y.F. and Chang, H.J. and Li, F.X.",2014
Frog Pond: A code-first learning environment on evolution and natural selection,"Horn, Michael S. and Brady, Corey and Hjorth, Arthur and Wagh, Aditi and Wilensky, Uri",2014
Integrating computational thinking across the K-8 curriculum,"Lee, Irene and Martin, Fred and Apone, Katie",2014
Teaching Scientific Core Ideas through Immersing Students in Argument: Using Density as an Example,"Ying-Chih Chen, Jia-Ling Lin and Yen-Ting Chen",2014
Perspectival computational thinking for learning physics: A case study of collaborative agent-based modeling,"Farris, Amy Voss and Sengupta, Pratim",2014
Blocks-based programming languages: Simplifying programming for different audiences with different goals,"Medlock-Walton, Paul and Harms, Kyle J. and Kraemer, Eileen T. and Brennan, Karen and Wendel, Daniel",2014
Forensic Palynology as Classroom Inquiry,Steven L. Babcock and Sophie Warny,2014
Programming Pluralism: Using Learning Analytics to Detect Patterns in the Learning of Computer Programming,"Paulo Blikstein, Marcelo Worsley, Chris Piech, Mehran Sahami, Steven Cooper and Daphne Koller",2014
"Fostering computational thinking in engineering education: Challenges, examples, and best practices","Gross, Sebastian and Kim, Mischa and Schlosser, Joachim and Mohtadi, Coorous and Lluch, Dan and Schneider, Dorian",2014
Teaching method based on computational thinking a case research,Shuiyan He; Yongmin Hang; Yi Ding,2014
"Digital minds, materials, and ethics: Linking computational thinking and digital craft","Senske, Nicholas",2014
The synergism of mathematical thinking and computational thinking,"Rambally, Gerard",2014
Criteria for computational thinking in information and computational technologies,"Ismailova, Larisa Yusifovna",2014
Computational thinking and tinkering: Exploration of an early childhood robotics curriculum,"Bers, Marina Umaschi and Flannery, Louise and Kazakoff, Elizabeth R. and Sullivan, Amanda",2014
"""If I had to vote on this laboratory, I would give nine"": Introduction on Computational Thinking in the lower secondary school: Results of the experience; [Se dovessi dare un voto a questo laboratorio, darei nove Introduzione del Computational Thinking nella scuola secondaria di primo grado: Risultati dell'esperienza]","Fronza, Ilenia and El Ioini, Nabil and Janes, Andrea and Sillitti, Alberto and Succi, Giancarlo and Velazquez, Luis Ricardo Corral",2014
Modern digital literacy: The computer science curriculum goes mainstream,"Gasson, Joy and Haden, Patricia",2014
Computational thinking curriculum development for upper elementary school classes,"Hill, Charlotte",2014
Research of basic computer course based on computational thinking,"Wang, Lin",2014
Assessing student performance in a computational-thinking based science learning environment,"Basu, Satabdi and Kinnebrew, John S. and Biswas, Gautam",2014
Serious toys: Three years of teaching computer science concepts in K-12 classrooms,"Feaster, Yvon and Ali, Farha and Zhai, Jiannan and Hallstrom, Jason O.",2014
College program designing course based on computational thinking,"Liu, Yi Zhen and Wang, Yan Ming and Liu, Zhan Wen",2014
RaBit EscApe: A board game for computational thinking,"Apostolellis, Panagiotis and Stewart, Michael and Frisina, Chris and Kafura, Dennis",2014
A case study of distance education for informatics gifted students,"Choi, Jeong Won and An, Sang Jin and Lee, Young Jun",2014
A tangible programming tool for children to cultivate computational thinking,"Wang, Danli and Wang, Tingting and Liu, Zhen",2014
Design and Assessment of a Skills-Based Geoscience Curriculum,Carl E. Renshaw,2014
Computational thinking with analogue and digital means,"Zavoleas, Yannis",2014
A study on creative problem solving founded on computational thinking,"Kwon, Jungin and Ahn, Seongjin",2014
Improving learning of computational thinking using computational creativity exercises in a college CSI computer science course for engineers,D. F. Shell; M. P. Hazley; L. -K. Soh; L. Dee Miller; V. Chiriacescu; E. Ingraham,2014
Research of from Theory to Practice about Computational thinking,"Zhan, Tao and Liao, Zhi Gang and Gao, Li",2014
Integrating computational and creative thinking to improve learning and performance in CS1,"Miller, L.D. and Soh, Leen-Kiat and Chiriacescu, Vlad and Ingraham, Elizabeth and Shell, Duane F. and Hazley, Melissa Patterson",2014
Teaching Scientific Practices: Meeting the Challenge of Change,Jonathan Osborne,2014
Reform of basic computer teaching practice by enhancing computational science thinking ability,Y. Wei; C. Du,2014
Algorithmic thinking observation: How students of applied informatics break the mystery of black box applications,"Cápay, Martin",2014
Learning relational algebra by snapping blocks,"Gorman, Jason and Gsell, Sebastian and Mayfield, Chris",2014
Computational Science for Undergraduate Biologists via QUT.Bio.Excel,Lawrence Buckingham and James M. Hogan,2014
Journalism innovation leads to innovation journalism: The impact of computational exploration on changing mindsets,Astrid Gynnild,2014
Introducing computational thinking through stealth teaching,M. Towhidnejad; C. Kestler; S. Jafer; V. Nicholas,2014
Modeling of personal thinking and its application to studies of group thinking over the Internet,S. Ozawa; A. Minato; M. Itaba; S. Murayama; S. B. Quarmal,2014
Analyzing the Learning Process in Online Educational Game Design: A Case Study,N. Ahmadi; M. Jazayeri,2014
Research into the computational thinking for the teaching of computer science,Y. Li,2014
Problems and solutions for cultivating innovation talents who have computational thinking quality,"Jiemin, Zhang and Fangda, Lu",2014
The Australian digital technologies curriculum: Challenge and opportunity,"Falkner, Katrina and Vivian, Rebecca and Falkner, Nickolas",2014
Mapping students’ ideas to understand learning in a collaborative programming environment,Danielle Boyd Harlow and Anne Emerson Leak,2014
"Proceedings - 2014 IEEE Symposium on Visual Languages and Human-Centric Computing, VL/HCC 2014",Sin Valor,2014
Enforcing historical research and teaching with computational thinking and metaphoric abstraction,"Moscato, Francesco and Cirillo, Giuseppe",2014
Service Science: The Foundations of Service Engineering and Management,"Qiu, Robin G.",2014
Contests,Sin Valor,2014
Identifying elementary students' pre-instructional ability to develop algorithms and step-by-step instructions,"Dwyerz, Hilary and Hilly, Charlotte and Carpenterz, Stacey and Harlowz, Danielle and Frankliny, Diana",2014
Computational thinking in K-9 education,"Mannila, Linda and Dagiene, Valentina and Demo, Barbara and Grgurina, Natasa and Mirolo, Claudio and Rolandsson, Lennart and Settle, Amber",2014
Mapping students’ ideas to understand learning in a collaborative programming environment,"Harlow, Danielle Boyd and Leak, Anne Emerson",2014
DISSECT: An experiment in infusing computational thinking in K-12 science curricula,K. Arraki; K. Blair; T. Bürgert; J. Greenling; J. Haebe; G. Lee; A. Peel; V. Szczepanski; E. Pontelli; S. Hug,2014
Dancing Alice: Exploring embodied pedagogical strategies for learning computational thinking,"Daily, Shaundra Bryant and Leonard, Alison E. and Jörg, Sophie and Babu, Sabarish and Gundersen, Kara",2014
Digital ink for cognitive assessment of computational thinking,A. P. Ambrósio; C. Xavier; F. Georges,2014
Clash of the timelines: Lessons learned from the front lines of CS education,"Baxter, Diane and Simon, Beth",2014
Using MIT app inventor in an emergency management course to promote computational thinking,"Shih, Hui Ru and Jackson, Jacqueline M. and Hawkins Wilson, Cassandra L. and Yuan, Pao-Chiang",2014
Cultivating creativity (and majors) with computational craft,S. Reiser; R. Bruce,2014
Research and practice of how to cultivate computational thinking in the college computer foundation course,"Zhan, Tao and Deng, Lei and Liao, Z.L.",2014
Diversified and parallel teaching model based on the ability training of computational thinking,"Zhang, Q.J. and Jiang, X.F. and Liu, J.R. and Jiang, S.",2014
"Examining the Effects of Learning Styles, Epistemic Beliefs and the Computational Experiment Methodology on Learners’ Performance Using the Easy Java Simulator Tool in Stem Disciplines",Sarantos Psycharis and Evanthia Botsari and George Chatzarakis,2014
Research and application of interactive teaching software on iOS platform based on computational thinking,"Wang, Zhao Hua",2014
Identifying and assessing computational thinking practices,"Martin, Wendy and Brennan, Karen and Tally, William and Cervantes, Francisco",2014
A Critical Pedagogy Approach for Engaging Urban Youth in Mobile App Development in an After-School Program,Sepehr Vakil,2014
Minimal role playing logic in role-based collaboration,"Liu, Dongning and Zhu, Haibin and Teng, Shaohua and Tang, Yong",2014
EPILOGUE: What Are Innovations in the Finnish Educational Ecosystem?,"Niemi, Hannele and Multisilta, Jari and Lipponen, Lasse and Vivitsou, Marianna",2014
"Diverse learners, diverse courses, diverse projects: Learning from challenges in new directions","Astrachan, Owen and Osborne, R. Brook and Lee, Irene and Beth, Bradley and Gray, Jeff",2014
Investigating student generated computational models of science,"Basu, Satabdi and Dukeman, Anton and Kinnebrew, John S. and Biswas, Gautam and Sengupta, Pratim",2014
Model-based thinking and practice: A top-down approach to computational thinking,"Nowack, Palle and Caspersen, Michael E.",2014
"ACM SIGGRAPH 2014 Posters, SIGGRAPH 2014",Sin Valor,2014
What Should We Grow in Our School Garden to Sell at the Farmers’ Market? Initiating Statistical Literacy through Science and Mathematics Integration,"Sarah J. Selmer, James A. Rye, Elizabeth Malone, Danielle Fernandez and Kathryn Trebino",2014
Analysis on the reform of computer teaching for computational thinking ability in fine arts academies,"Cheng, Wang and Feng, Zhao and Lin, Li",2014
Motivating students in the introductory programming course,"Wang, Tiantian and Su, Xiaohong and Zhao, Lingling",2014
Integrated STEM in elementary grades using distributed agent-based computation,"Sengupta, Pratim and Krishnan, Gokul and Wright, Mason",2014
Digital technology teachers' perceptions of computer science: It is not all about programming,E. Prieto-Rodriguez; R. Berretta,2014
Effects of Transferring to STEM-Focused Charter and Magnet Schools on Student Achievement,Eugene Judson,2014
A qualitative study of students' computational thinking skills in a data-driven computing class,"Yuen, Timothy T. and Robbins, Kay A.",2014
Computational thinking in elementary and secondary teacher education,"Yadav, Aman and Mayfield, Chris and Zhou, Ninger and Hambrusch, Susanne and Korb, John T.",2014
Research on Interactive Simulation Software Is Applied to Foreign Language Teaching Based on Delphi,W. Wei,2014
Teaching Engineering Practices,Christine M. Cunningham and William S. Carlsen,2014
Playing with computing at a children's university,"Sysło, MacIej M. and Kwiatkowska, Anna Beata",2014
Writing in virtual worlds: Scratch programming as multimodal composing practice in the language arts classroom,"Warner, Julie",2014
Real Time Assessment of Computational Thinking,K. H. Koh; A. Basawapatna; H. Nickerson; A. Repenning,2014
Human-centric computational knowledge environment for complex or ill-structured problem solving,H. Wang; C. Zhang; W. Wang; X. Hu; F. Xu,2014
Learning experience through robocupjunior: Promoting engineering and computational thinking skills thourgh robotics competition,"Eguchi, Amy",2014
ITICSE 2014 - Proceedings of the 2014 Innovation and Technology in Computer Science Education Conference,Sin Valor,2014
Metonymy and reference-point errors in novice programming,"Miller, Craig S.",2014
Character animation and embodiment in teaching computational thinking,"J̈org, Sophie and Leonard, Alison E. and Babu, Sabarish and Gundersen, Kara and Parmar, Dhaval and Boggs, Kevin and Daily, Shaundra Bryant",2014
A survey of modular programming in tablet environment,"Zhang, Ruirui and Wang, Feng and Deng, Hui",2014
"To code or not to code, that is the question","Booch, Grady",2014
Computational Thinking Skills in Dutch Secondary Education: Exploring Teacher's Perspective,"Grgurina, Nataša and Barendsen, Erik and Zwaneveld, Bert and Van Veen, Klaas and Stoker, Idzard",2014
Creative design computing for happy healthy living,"Do, Ellen Yi-Luen",2014
"Computational thinking, code complexity, and prior experience in a videogame-building assignment","Boechler, Patricia and Artym, Corbett and Dejong, Erik and Carbonaro, Mike and Stroulia, Eleni",2014
Computational thinking skills in Dutch secondary education: Exploring pedagogical content knowledge,"Grgurina, Nataša and Barendsen, Erik and Zwaneveld, Bert and Van Veen, Klaas and Stoker, Idzard",2014
Assessing computational learning in K-12,"Grover, Shuchi and Cooper, Stephen and Pea, Roy",2014
CTArcade: Computational thinking with games in school age children,"Lee, Tak Yeon and Mauriello, Matthew Louis and Ahn, June and Bederson, Benjamin B.",2014
Assessing the computational literacy of elementary students on a national level in Korea,"Jun, Soo Jin and Han, Sun Gwan and Kim, Hyeon Cheol and Lee, Won Gyu",2014
Cognitive diagnostic like approaches using neural-network analysis of serious educational videogames,Richard L. Lamb and Leonard Annetta and David B. Vallett and Troy D. Sadler,2014
FabCode: Visual programming environment for digital fabrication,"Agrawal, Harshit and Jain, Rishika and Humar, Prabhat and Yammiyavar, Pradeep",2014
Review on teaching and learning of computational thinking through programming: What is next for K-12?,Sze Yee Lye and Joyce Hwee Ling Koh,2014
Competency mining in large data sets: Preparing large scale investigations in computer science education,"Hubwieser, Peter and Mühling, Andreas",2014
Computational Thinking for all: The power and the peril,"Panoff, Robert M.",2014
Learning strategies and multimedia techniques for scaffolding size and scale cognition,Alejandra J. Magana,2014
Sweet Science for ALL! Supporting Inquiry-Based Learning Through M\&Ms Investigation for English Language Learners,"Youngjin Song, Teresa Higgins and Jenni Harding-DeKam",2014
Developing a Reform-Minded Science Teaching Identity: The Role of Informal Science Environments,Lucy Avraamidou,2014
Effects of Using Alice and Scratch in an Introductory Programming Course for Corrective Instruction,Chih-Kai Chang,2014
Towards Machines for Measuring Creativity: The Use of Computational Tools in Storytelling Activities,P. Karampiperis; A. Koukourikos; E. Koliopoulou,2014
SIGCSE 2014 - Proceedings of the 45th ACM Technical Symposium on Computer Science Education,Sin Valor,2014
Computational science for undergraduate biologists via QUT.Bio.excel,"Buckingham, Lawrence and Hogan, James M.",2014
Beyond Minecraft: Facilitating Computational Thinking through Modeling and Programming in 3D,A. Repenning; D. C. Webb; C. Brand; F. Gluck; R. Grover; S. Miller; H. Nickerson; M. Song,2014
From computational thinking to systems thinking: A conceptual toolkit for sustainability computing,"Easterbrook, Steve",2014
Computational Thinking in Life Science Education,"Rubinstein, Amir and Chor, Benny",2014
Code generation,Niall Firth,2014
An adaptive particle swarm optimization within the conceptual framework of computational thinking,"Li, Bin and Liang, Xiao-Lei and Yang, Lin",2014
Scratching the surface of digital literacy… but we need to go deeper,J. Bustillo; P. Garaizar,2014
The design of Sweden's first 5-year Computer Science and Software Engineering program,"Heintz, Fredrik and Klein, Inger Erlander",2014
CTArcade: Computational thinking with games in school age children,Tak Yeon Lee and Matthew Louis Mauriello and June Ahn and Benjamin B. Bederson,2014
Computational thinking and mathematics: Possible relationships revealed by an analysis of national curriculum guidelines,"Barcelos, Thiago Schumacher and Silveira, Ismar Frango",2014
Principles of a debugging-first puzzle game for computing education,"Lee, Michael J. and Bahmani, Faezeh and Kwan, Irwin and Laferte, Jilian and Charters, Polina and Horvath, Amber and Luor, Fanny and Cao, Jill and Law, Catherine and Beswetherick, Michael and Long, Sheridan and Burnett, Margaret and Ko, Andrew J.",2014
Multi-sensory informatics education,"Katai, Zoltan and Toth, Laszlo and Adorjani, Alpar Karoly",2014
‘Am I Like a Scientist?’: Primary children's images of doing science in school,"Junqing Zhai, Jennifer Ann Jocz and Aik-Ling Tan",2014
"Computational Design Research in Architecture: The Legacy of the Hochschule für Gestaltung, Ulm",Isabel Clara Neves and João Rocha and José Pinto Duarte,2014
The Politics of the ICT4ED (Fatih) Project in Turkey,Hüseyin Tolu,2014
Relations between modeling behavior and learning in a Computational Thinking based science learning environment,"Basu, Satabdi and Biswas, Gautam and Kinnebrew, John and Rafi, Tazrian",2015
AliCe-ViLlagE Alice as a Collaborative Virtual Learning Environment,"Al-Jarrah, Ahmad and Pontelli, Enrico",2015
Educational exploration based on computational thinking capacity cultivating,"Zeng, Xia Ling",2015
Getting started in teaching and researching computer science in the elementary classroom,"Franklin, Diana and Hill, Charlotte and Dwyer, Hilary and Iveland, Ashley and Killian, Alexandria and Harlow, Danielle",2015
Developing computational thinking through pattern recognition in early years education,"Calderon, Ana C. and Crick, Tom and Tryfona, Catherine",2015
Students want to create apps: Leveraging computational thinking to teach mobile software development,"Fronza, Ilenia and El Ioini, Nabil and Corral, Luis",2015
DISSECT: Exploring the relationship between computational thinking and English literature in K-12 curricula,"Nesiba, Natasha and Pontelli, Enrico and Staley, Timothy",2015
Opinions on computing education in Korean K-12 system: higher education perspective,"Dae-Kyoo Kim, Dongwon Jeong, Lunjin Lu, Debatosh Debnath and Hua Ming",2015
Effects of gender and abstract thinking factors on adolescents' computer program learning,"Park, Chan Jung and Hyun, Jung Suk and Heuilan, Jin",2015
Scratching the surface of digital literacy... but we need to go deeper,"Bustillo, Jon and Garaizar, Pablo",2015
Teaching algorithms: Visual language vs flowchart vs textual language,"Giordano, Daniela and Maiorana, Francesco",2015
Educational robotics as a learning tool for promoting rich environments for active learning (REALs),"Eguchi, Amy",2015
Design and preliminary results from a computational thinking course,"Kafura, Dennis and Bart, Austin Cory and Chowdhury, Bushra",2015
Cloud-hosted simulation-as-a-service for high school STEM education,Faruk Caglar and Shashank Shekhar and Aniruddha Gokhale and Satabdi Basu and Tazrian Rafi and John Kinnebrew and Gautam Biswas,2015
Computational thinking in compulsory education: Towards an agenda for research and practice,"Voogt, Joke and Fisser, Petra and Good, Jon and Mishra, Punya and Yadav, Aman",2015
Computer science teacher professional development in the United States: a review of studies published between 2004 and 2014,Muhsin Menekse,2015
Video game making and modding,"Gee, Elisabeth R. and Tran, Kelly M.",2015
GK-12 DISSECT: Incorporating computational thinking with K-12 science without computer access,R. Folk; G. Lee; A. Michalenko; A. Peel; E. Pontelli,2015
Exploring changes in computer science students' implicit theories of intelligence across the semester,"Flanigan, Abraham E. and Peteranetz, Markeya S. and Shell, Duane F. and Soh, Leen-Kiat",2015
Teaching research and practice of blended leaning model based on computational thinking,Y. Li; Y. Liu; P. Shu,2015
The Shift of Information Literacy Towards Research 2.0,Tibor Koltay and Sonja Špiranec and László Z. Karvalics,2015
Collaborative problem solving using a cloud-based infrastructure to support high school STEM education,"Basu, Satabdi and Kinnebrew, John S. and Shekhar, Shashank and Caglar, Faruk and Rafi, Tazrian Haider and Gokhale, Aniruddha",2015
The Europe Code Week (CodeEU) initiative shaping the skills of future engineers,"Moreno-León, J. and Robles, Gregorio",2015
Improving learning of computational thinking using computational creativity exercises in a college CSI computer science course for engineers,"Shell, Duane F. and Hazley, Melissa Patterson and Soh, Leen-Kiat and Dee Miller, L. and Chiriacescu, Vlad and Ingraham, Elizabeth",2015
"Report of the IOI workshop ""creating an international informatics curriculum for primary and high school education""","Ackovska, Nevena and Erdosné Németh, Ágnes and Stankov, Emil and Jovanov, Mile",2015
What does it take to do computer programming? Surveying the K-12 students' conceptions,"Lakanen, Antti-Jussi and Isomöttönen, Ville",2015
Data Science in Statistics Curricula: Preparing Students to “Think with Data”,"J. Hardin, R. Hoerl, Nicholas J. Horton, D. Nolan, B. Baumer, O. Hall-Holt, P. Murrell, R. Peng, P. Roback, D. Temple Lang and M. D. Ward",2015
Teaching Structured Authoring and DITA Through Rhetorical and Computational Thinking,"Evia, Carlos and Sharp, Matthew R. and Perez-Quinones, Manuel A.",2015
Learning to communicate computationally with Flip: A bi-modal programming language for game creation,Kate Howland and Judith Good,2015
Digital ink for cognitive assessment of computational thinking,"Ambrósio, Ana Paula and Xavier, Cleon and Georges, Fouad",2015
DNA and 普通話 (Mandarin): Bringing introductory programming to the Life Sciences and Digital Humanities,Mark D. LeBlanc and Michael D.C. Drout,2015
Techno Neuro Pedagogy System: An Instructional Design Methodology for Customized Online Courses (Virtual Customized Environment Learning),R. B. Silva-López; J. Fallad; J. A. Reyes-Ortiz; M. Bravo; J. Rodriguez,2015
Measuring the Level of Algorithmic Skills at the End of Secondary Education in Hungary,Piroska Biró and Mária Csernoch and János Máth and Kálmán Abari,2015
"Governing methods: policy innovation labs, design and data science in the digital governance of education",Ben Williamson,2015
From Mr. and Mrs. Outlier To Central Tendencies,Mary Lynn Young and Alfred Hermida,2015
Closing the cyberlearning loop: Enabling teachers to formatively assess student programming projects,"Basawapatna, Ashok and Repenning, Alexander and Koh, Kyu Han",2015
Digital inclusion and computational thinking: New challenges and opportunities for media professionals,"Lima, Walter Teixeira and Vergili, Rafael",2015
Construction and application of multitask-driven teaching model aiming at developing computational thinking—taking visual Basic.NET programming course as an example,"Liu, Qing and Zheng, Ji Ming",2015
Introduction of computational thinking in a hotel management school; [Introduzione del Computational Thinking in un istituto alberghiero],"Fronza, Ilenia and Zanon, Patrick",2015
Development of a video game that teaches the fundamentals of computer programming,"Ventura, Matthew and Ventura, John and Baker, Chad and Viklund, Grant and Roth, Randall and Broughman, Jonas",2015
Promoting computational thinking skills in an emergency management class with MIT app inventor,"Shih, HuiRu and Jackson, Jacqueline M. and Hawkins-Wilson, Cassandra L. and Yuan, Pao-Chiang",2015
Dyadic instruction for middle school students: Liking promotes learning,Amy C. Hartl and Dawn DeLay and Brett Laursen and Jill Denner and Linda Werner and Shannon Campe and Eloy Ortiz,2015
"Governing methods: Policy innovation labs, design and data science in the digital governance of education","Williamson, Ben",2015
Empowering K–12 Students With Disabilities to Learn Computational Thinking and Computer Programming,"Israel, Maya and Wherfel, Quentin M. and Pearson, Jamie and Shehab, Saadeddine and Tapia, Tanya",2015
Capitalizing on app development tools and technologies,"Luterbach, Kenneth J. and Hubbell, Kenneth R.",2015
Joint Traditional and Company-Based Organization of Information Systems and Product Development Courses,G. Paravati; F. Lamberti; V. Gatteschi,2015
Computational thinking and simulation in teaching science and mathematics,"Shodiev, Hasan",2015
Can computational thinking predict academic performance?,"Haddad, Rami J. and Kalaani, Youakim",2015
A container terminal logistics computational architecture with MPSoC distributed cooperative computing perspective,"Li, Bin",2015
An exploration of problem posing-based activities as an assessment tool and as an instructional strategy,"Mishra, Shitanshu and Iyer, Sridhar",2015
Influence of gender on computational thinking,"Espino, Elisenda Eva Espino and González, Carina Soledad González",2015
Computational thinking and child performance in a preschool,"Caetano, Gustavo Abreu and De Oliveira, Osvaldo Luiz",2015
Computer programming as an educational tool in the English classroom a preliminary study,"Moreno-León, J. and Robles, Gregorio",2015
Multiple influences on curriculum decisions in a supercomplex world,"Kay Livingston, Louise Hayward, Steve Higgins and Dominic Wyse",2015
Theater robotics for human technology education,"Laamanen, Mikko and Jormanainen, Ilkka and Sutinen, Erkki",2015
Development of a learning environment between computational thinking and coding; [Sviluppo di un ambiente di apprendimento tra pensiero computazionale e codifica],"Paolo, Santi",2015
GK-12 DISSECT: Incorporating computational thinking with K-12 science without computer access,"Folk, R. and Lee, G. and Michalenko, A. and Peel, A. and Pontelli, E.",2015
Teaching computational thinking in K-6: The CSER digital technologies MOOC,"Falkner, Katrina and Vivian, Rebecca and Falkner, Nickolas",2015
"Computational thinking, the notional machine, pre-service teachers, and research opportunities","Bower, Matt and Falkner, Katrina",2015
"Schooling Mobile Phones: Assumptions About Proximal Benefits, the Challenges of Shifting Meanings, and the Politics of Teaching",Thomas M. Philip and Antero Garcia,2015
Educating the smart city: Schooling smart citizens through computational urbanism,Ben Williamson,2015
Bringing Computational Thinking to STEM Education,"Swaid, Samar I.",2015
Spreadsheet implementation of random kitchen sink for classification,"Nair, Yedu C. and Binsha, P. and Vishnu Pradeep, V. and Sowmya, V. and Soman, K.P.",2015
"Proceedings of the 17th Australasian Computing Education Conference, ACE 2015",Sin Valor,2015
Exploring students' Computational thinking skills in modeling and simulation projects: A pilot study,"Grgurina, Nataša and Van Veen, Klaas and Suhre, Cor and Barendsen, Erik and Zwaneveld, Bert",2015
Dr. Scratch: A web tool to automatically evaluate scratch projects,"Moreno-León, Jesús and Robles, Gregorio",2015
Demystifying computer science for molecular ecologists,"Belcaid, Mahdi and Toonen, Robert J.",2015
ACM International Conference Proceeding Series,Sin Valor,2015
Rethinking ICT literacy: From computer skills to social network settings,Mark Wilson and Kathleen Scalise and Perman Gochyyev,2015
11 - For the mutual benefit: Health information provision in the science classroom,Albert Zeyer and Daniel M. Levin and Alla Keselman,2015
Solving problems by drawing solution paths,"Tanimoto, Steven L.",2015
Exploratory Network Analysis of Learning Motivation Factors in e-Learning Facilitated Computer Programming Courses,"Ngan, Shing-Chung and Law, Kris M. Y.",2015
Idea garden: Situated support for problem solving by end-user programmers,"Cao, Jill and Fleming, Scott D. and Burnett, Margaret and Scaffidi, Christopher",2015
Digital technology teachers' perceptions of computer science: It is not all about programming,"Prieto-Rodriguez, Elena and Berretta, Regina",2015
A MOOC and a professional SPOC,"Cui, Xu and Zhang, Zhenglei and Sun, Lei",2015
Research into the computational thinking for the teaching of computer science,"Li, Ying",2015
SIGITE 2015 - Proceedings of the 16th Annual ACM Conference on Information Technology Education,Sin Valor,2015
Computer programming as an educational tool in the English classroom a preliminary study,J. Moreno-León; G. Robles,2015
Programming: A key component of computational thinking in CS courses for non-majors,"Cooper, Stephen and Dann, Wanda",2015
Introducing computer programming to children through robotic and wearable devices,"Merkouris, Alexandros and Chorianopoulos, Konstantinos",2015
Cognitive load changes in pre-service teachers with Computational Thinking education,"Park, Se-Young and Song, Ki-Sang and Kim, Soon-Hwa",2015
Automatic detection of bad programming habits in scratch: A preliminary study,"Moreno, Jesús and Robles, Gregorio",2015
"My program, my world: Insights from 1st-person reflective programming in EUD education","Monteiro, Ingrid T. and De Souza, Clarisse S. and Tolmasquim, Eduardo T.",2015
Big data in literary studies,"Lim, Sora",2015
Investigating the psychometric structure of Bebras contest: Towards mesuring computational thinking skills,"Hubwieser, Peter and Mühling, Andreas",2015
Strategies to Integrate Writing in Problem-Solving Courses: Promoting Learning Transfer in an Interdisciplinary Context,"Lansiquot, Reneta Davina and Cabo, Candido",2015
