Title,Autor,Year
Computational Thinking: Learning by Doing with the Cinco Adventure Game Tool,"Gossen, Frederik and Kühn, Dennis and Margaria, Tiziana and Lamprecht, Anna-Lena",2018
A curriculum of computational thinking as a central idea of information &amp; media literacy,"Dengel, Andreas and Heuer, Ute",2018
Are Children More Motivated with Plugged or Unplugged Approach to Computational Thinking? (Abstract Only),"Jiang, Shan and Wong, Gary K.W.",2018
Comparison between Pseudocode Usage and Visual Programming with Scratch in Programming Teaching,"Rezende, Criscilla M. C. and Bispo, Esdras L.",2018
A Four Point Student-Led Strategy for Attracting Diverse Small College Commuter Campus Students to Computer Science: (Abstract Only),"Zahuantitla, Gabrielle I. and Holder, Aryanna",2018
Basic Constructions of the Computational Model of Support for Access Operations to the Semantic Network,Larisa Yu. Ismailova and Viacheslav E. Wolfengagen and Sergey V. Kosikov,2018
CODEX - Learning Object to Support Loop Structure Teaching,"Gonçalves, Bruno and Moraes, Marcia Cristina and Teixeira, Breno and Lopes Leite, Leticia",2018
Air Pollution Data Analysis Platform for Computer Science Education Projects: (Abstract Only),"Angelvik, Nina",2018
Coding or Hacking? Exploring Inaccurate Views on Computing and Computer Scientists among K-6 Learners in Chile,"Gutierrez, Francisco J. and Simmonds, Jocelyn and Casanova, Cecilia and Sotomayor, Cecilia and Hitschfeld, Nancy",2018
A robotics-based approach to foster programming skills and computational thinking: Pilot experience in the classroom of early childhood education,"Gonz\'{a}lez, Yen Air Caballero and Mu\~{n}oz-Repiso, Ana Garc\'{\i}a-Valc\'{a}rcel",2018
Approaches of Learning and Computational Thinking in Students that get into the Computer Sciences Career,"Villalba-Condori, Klinge Orlando and Cuba-Sayco, Sonia Esther Castro and Ch\'{a}vez, Evelyn Paola Guillen and Deco, Claudia and Bender, Cristina",2018
A congress for children and computational thinking for everyone,"Sabitzer, Barbara and Demarle-Meusel, Heike",2018
Computational thinking and programming education principles,"Garc\'{\i}a-Pe\~{n}alvo, Francisco Jos\'{e}",2018
Computational Thinking Education for Children: Algorithmic Thinking and Debugging,"Wong, Gary K.W. and Jiang, Shan",2018
A Feasibility Study of Arducation Bot : An Educational Robotics and Mobile Application Kit for Computational Thinking Skills,"Phetsrikran, Titiphan and Massagram, Wansuree and Phoka, Thanathorn and Harfield, Antony",2018
An Architectural Design of ScratchThAI: A conversational agent for Computational Thinking Development using Scratch,"Katchapakirin, Kantinee and Anutariya, Chutiporn",2018
Chapter 7 - Fundamentals of good practice,Theresa Schousek,2018
Bernstein’s levels of movement construction: A contemporary perspective,Vitor L.S. Profeta and Michael T. Turvey,2018
American Indian Storytelling with Alice: (Abstract Only),"Micka, Samuel Adam and Fasy, Brittany Terese and Hancock, Stacey A. and Madubuko, Jachiike C. and Theobold, Allison Shay",2018
A Case Study in Creating Transparency in Using Cultural Big Data: The Legacy of Slavery Project,"Cox, Ryan and Shah, Sohan and Frederick, William and Nelson, Tammie and Thomas, Will and Jansen, Greg and Dibert, Noah and Kurtz, Michael and Marciano, Richard",2018
AlgoThink: An Algorithmic Computational Thinking Approach,"Altaher, Marah and Ferchichi, Ahmed",2018
Algorithmic thinking vs. text comprehension,Katalin Harangus and Zoltán Kátai,2018
Computational Thinking and Coding Subject in Primary Schools: Methodological Approach Based on Alternative Cooperative and Individual Learning Cycles,"Vlahu-Gjorgievska, Elena and Videnovik, Maja and Trajkovik, Vladimir",2018
Categorizing Resources and Learners for a Finer-Grained Analysis of MOOC Viewing & Doing,"Hemberg, Erik and Biswas, Sagar and Bajwa, Ayesha and Law, Nancy and O’Reilly, Una-May",2019
Can playing a video game foster computational thinking skills?,Weinan Zhao and Valerie J. Shute,2019
Chapter 2 - Course Design: Making Choices About Constructing Your Course,Cynthia J. Brame,2019
Analysis of the Curriculum Reform Method Based on the Combination of Computational Thinking and Engineering Thinking,"Wang, Feng and Wang, Hong",2019
Building Computational Creativity in an Online Course for Non-Majors,"Peteranetz, Markeya S. and Soh, Leen-Kiat and Ingraham, Elizabeth",2019
Computational Thinking Education: Who Let the Dog Out?,"Swaid, Samar and Suid, Taima",2019
Bringing Computational Thinking to Hospital Classrooms,"Gonz\'{a}lez-Gonz\'{a}lez, Carina S. and C\'{a}ceres-Garc\'{\i}a, Lorena and Violant-Holz, Ver\'{o}nica",2019
3 COMPUTING MACHINES,"Denning, Peter J. and Tedre, Matti",2019
BrainQuest: The use of motivational design theories to create a cognitive training game supporting hot executive function,Stuart Iain Gray and Judy Robertson and Andrew Manches and Gnanathusharan Rajendran,2019
A National INCLUDES Alliance Effort to Integrate Problem-Solving Skills into Computer Science Curriculum,"Gates, Ann Q. and Villa, Elsa Q. and Hug, Sarah and Convertino, Christina and Strobel, Johannes",2019
ACKNOWLEDGMENTS,"Denning, Peter J. and Tedre, Matti",2019
7 COMPUTATIONAL SCIENCE,"Denning, Peter J. and Tedre, Matti",2019
Combining Block-Based Programming and Hardware Prototyping to Foster Computational Thinking,"Fronza, Ilenia and Corral, Luis and Pahl, Claus",2019
Big Data Calls for Machine Learning,Andreas Holzinger,2019
A Qualitative Content Analysis of K-8 Coding Curriculum,"Floyd, Steven",2019
A Computer Scientist Teaches Gen Ed Math,"Winter, Victor and Love, Betty and Friend, Michelle and Matthews, Michael",2019
Benefits of Computational Thinking in Entrepreneurship,"Nuar, Ahmad Najmi Amerhaider and Rozan, Mohd Zaidi Abd",2019
2 COMPUTATIONAL METHODS,"Denning, Peter J. and Tedre, Matti",2019
A New Evaluation Metrics for Block-based Python Code,"Liu, Zheng and Luo, Hong and Chai, Xiaolin",2019
4 COMPUTER SCIENCE,"Denning, Peter J. and Tedre, Matti",2019
Computational Thinking Curriculum for Unmanned Aerial Systems,"Zhang, Shiqi and Stewart, Christopher",2019
Automatic Generation of Program Comments Based on Problem Statements for Computational Thinking,"Takahashi, Akiyoshi and Shiina, Hiromitsu and Kobayashi, Nobuyuki",2019
Automatic Classification of Computational Thinking Skills in Elementary School Math Questions,"Costa, Erick J. F. and Campelo, Cláudio E. C. and Campos, Lívia M. R. Sampaio",2019
9 FUTURE COMPUTATION,"Denning, Peter J. and Tedre, Matti",2019
A Web Prototype to Teach Music and Computational Thinking Through Building Blocks,"Barat\`{e}, Adriano and Ludovico, Luca A. and Mauro, Davide A.",2019
A Collaborative Game-Based Learning Framework to Improve Computational Thinking Skills,"Jesus, Ângelo Magno de and Silveira, Ismar Frango",2019
A New Teaching Pattern Based on PBL and Visual Programming in Computational Thinking Course,"Gao, Peipei and Lu, Mingxiao and Zhao, Hong and Li, Min",2019
Assessment of Computational Thinking in regular basic education: case I.E.T.P. “José Obrero”,"Curasma, Ronald Paucar and Jara, Nolan Jara and Curasma, Herminio Paucar and Ornetta, Victor Cruz",2019
8 TEACHING COMPUTATIONAL THINKING FOR ALL,"Denning, Peter J. and Tedre, Matti",2019
A Machine Learning Platform for Multirotor Activity Training and Recognition,"De La Rosa, Matthew and Chen, Yinong",2019
A Teacher Workshop for Introducing Computational Thinking in Rural and Vulnerable Environments,"Simmonds, Jocelyn and Gutierrez, Francisco J. and Casanova, Cecilia and Sotomayor, Cecilia and Hitschfeld, Nancy",2019
Assessing Middle School Students' Computational Thinking Through Programming Trajectory Analysis,"Akram, Bita and Min, Wookhee and Wiebe, Eric and Mott, Bradford and Boyer, Kristy Elizabeth and Lester, James",2019
A Systematic Review of Computational Thinking Approach for Programming Education in Higher Education Institutions,"Agbo, Friday Joseph and Oyelere, Solomon Sunday and Suhonen, Jarkko and Adewumi, Sunday",2019
Assessing In-service Teachers' Development of Computational Thinking Practices in Teacher Development Courses,"Kong, Siu-Cheung and Lao, Andrew Chan-Chio",2019
Assessing computational thinking process using a multiple evaluation approach,Yasemin Allsop,2019
Computational Thinking Bins: Outreach and More,"Morrison, Briana B. and Dorn, Brian and Friend, Michelle",2019
A systematic review of learning computational thinking through Scratch in K-9,LeChen Zhang and Jalal Nouri,2019
Computational Thinking At Primary School: Didactical and Psychological Aspects,"Moschella, Marialaura",2019
1 WHAT IS COMPUTATIONAL THINKING?,"Denning, Peter J. and Tedre, Matti",2019
A review of computational toys and kits for young children,Junnan Yu and Ricarose Roque,2019
Application of Concept Map in the Study of Computational Thinking Training,"Xu, Ling and Tong, Ming-Wen and Li, Bin and Meng, Jiang and Fan, Chen-Yao",2019
Analyzing the Impact of Computer Science Workshops on Middle School Teachers,"Morais, Isabel and Bachrach, Mayra S.",2019
Analyzing the Effect of Computational Thinking on Mathematics through Educational Robotics,"Isabelle M. L., Souza and Andrade, Wilkerson L. and Lívia M. R., Sampaio",2019
COMPUTATIONAL THINKING,"Denning, Peter J. and Tedre, Matti",2019
Analysis of the relationship between computational thinking and mathematical abstraction in primary education,"Chaabi, Hasnaa and Azmani, Amina and Dodero, Juan Manuel",2019
A Participatory Programming Model for Democratizing Cobot Technology in Public and Industrial Fablabs,Tudor B. Ionescu and Sebastian Schlund,2019
Computational Thinking & Practical Thinking Inspired Java Web Curriculum Reform Method,"Yu, Fengping and Wang, Hong",2019
A Strategy for the Development of Computational Thinking from Game Design Specifications,"Tavares Fernandes, Kleber and Lucena, Marcia and Aranha, Eduardo",2019
Comparison of the learning curve and adaptive behavior from kids to adults using computational thinking with Block-Programming to Technology Enhanced Learning,"Moreno-Vera, Felipe and León-Vera, Leonardo and Moreno-Motta, Juan and Guizado-Vasquez, Juan and Vera-Panez, Michael",2019
A Framework for Decomposition in Computational Thinking,"Rich, Peter J. and Egan, Garrett and Ellsworth, Jordan",2019
Application of Contextual Teaching and Learning model through Interdisciplinary Student Projects – An approach to enhancing Accounting and IT skills,"Banerjee, Rachna and Tarazi, Jumana and Ahli, Moaza Juma Abdulla",2019
An Ontology based approach to teach Computational Thinking,"Araújo, Cristiana and Lima, Lázaro V O and Henriques, Pedro Rangel",2019
6 DESIGNING FOR HUMANS,"Denning, Peter J. and Tedre, Matti",2019
A K-8 Debugging Learning Trajectory Derived from Research Literature,"Rich, Kathryn M. and Strickland, Carla and Binkowski, T. Andrew and Franklin, Diana",2019
An Investigation of Undergraduates’ Computational Thinking in a Sophomore-Level Biomedical Engineering Course,"Shoaib, Huma and Cardella, Monica and Madamanchi, Aasakiran and Umulis, David",2019
Cognitive Correlates of Computational Thinking: Evaluation of a Blended Unplugged/Plugged-In Course,"Tsarava, Katerina and Leifheit, Luzia and Ninaus, Manuel and Rom\'{a}n-Gonz\'{a}lez, Marcos and Butz, Martin V. and Golle, Jessika and Trautwein, Ulrich and Moeller, Korbinian",2019
An Examination of Abstraction in K-12 Computer Science Education,"Liebe, Christine and Camp, Tracy",2019
CodyColor: Design of a Massively Multiplayer Online Game to Develop Computational Thinking Skills,"Klopfenstein, Lorenz Cuno and Delpriori, Saverio and Maldini, Riccardo and Bogliolo, Alessandro",2019
Coding as a playground: Promoting positive learning experiences in childhood classrooms,Marina U. Bers and Carina González-González and Mª Belén Armas–Torres,2019
An exploratory study of augmented embodiment for computational thinking,"Chung, Cheng-Yu and Hsiao, I-Han",2019
5 SOFTWARE ENGINEERING,"Denning, Peter J. and Tedre, Matti",2019
A Scheme of STEAM Interactive Learning Toy for Musical and Computational Thinking,"Su, Jun-Ming and Liao, Chu-Ti and Chen, Chih-Ting and Wang, Li-Hung",2019
An Expansively-framed Unplugged Weaving Sequence Intended to Bear Computational Fruit of the Loom,"Lee, Victor R. and Vincent, Heidee",2019
CodeNC: Integrating Computational Thinking into K-12 Instructional Activities using Animated Videos,"Nguyen, N. Rich and Poliakova, Iuliia and Meduri, Sahithi and Hutcheson, Joshua and Ke, Ryan",2019
Coding games and robots to enhance computational thinking: How collaboration and engagement moderate children’s attitudes?,Kshitij Sharma and Sofia Papavlasopoulou and Michail Giannakos,2019
A Formative Assessment Tool to Support Computational Thinking in the Classroom,"Orozco-Garcia, Laura and Gonzalez, Carolina and Montano, Juan and Mondragon, Cristian and Tobar-Munoz, Hendrys",2019
A flexible and systematic teaching framework to develop cognitive skills through programming courses,"Gacitúa, Ricardo and Diéguez, Mauricio and Díaz, Jaime and Sepúlveda, Samuel",2019
Algorithmic Expressions for Assessing Algorithmic Thinking Ability of Elementary School Children,"Oomori, Yasumasa and Tsukamoto, Hidekuni and Nagumo, Hideo and Takemura, Yasuhiro and Iida, Kouki and Monden, Akito and Matsumoto, Ken-ichi",2019
Computational thinking and robotics in education,"Garc\'{\i}a-Pe\~{n}alvo, Francisco Jos\'{e} and Conde, Miguel \'{A}. and Gon\c{c}alves, Jos\'{e} and Lima, Jos\'{e}",2019
Chapter 8 - 3D Graphics to Virtual Reality in Medicine: Opportunities and Prospective,Erik N. Gaasedelen and Paul A. Iaizzo,2019
Computational Thinking as Play: Experiences of Children who are Blind or Low Vision in India,"India, Gesu and Ramakrishna, Geetha and Bisht, Jyoti and Swaminathan, Manohar",2019
Collaborative Design Thinking (CoDeT): A co-design approach for high child-to-adult ratios,Maarten {Van Mechelen} and Ann Laenen and Bieke Zaman and Bert Willems and Vero Vanden Abeele,2019
ARQuest: A Tangible Augmented Reality Approach to Developing Computational Thinking Skills,"Gardeli, Anna and Vosinakis, Spyros",2019
Chapter 11 - Incorporating Research Into Courses,Faith Rovenolt,2019
CEO: A Triangulated Evaluation of a Modeling-Based CT-Infused CS Activity for Non-CS Middle Grade Students,"Lytle, Nicholas and Catet\'{e}, Veronica and Dong, Yihuan and Boulden, Danielle and Akram, Bita and Houchins, Jennifer and Barnes, Tiffany and Wiebe, Eric",2019
Can computational thinking be improved by using a methodology based on metaphors and scratch to teach computer programming to children?,Diana Pérez-Marín and Raquel Hijón-Neira and Adrián Bacelo and Celeste Pizarro,2020
Calculation of the Hubble Universe Expansion Constant by Analyzing Observational Data: An Exploratory Teaching Proposal based on STEM Epistemology,"Xenakis, Apostolos and Xenakis, Christos and Psycharis, Sarantos and Kalovrektis, Konstantinos",2020
A blocks-based serious game to support introductory computer programming in undergraduate education,Adilson Vahldick and Paulo Roberto Farah and Maria José Marcelino and António José Mendes,2020
An ISMP Approach for Promoting Design Innovation Capability and Its Interaction With Personal Characters,"Chen, Ganxin and He, Yuexia and Yang, Tongguang",2020
Advancements on Child–Computer Interaction research: Contributions from IDC 2018,Michail Giannakos and Michael Stephen Horn and Elisa Rubegni,2020
A Natural User Interface implementation for an Interactive Learning Environment,"Barron-Estrada, Maria Lucia and Zatarain-Cabada, Ramon and Cardenas-Sainz, Brandon Antonio",2020
10 Binary Games for Computer Science Education,"Wright, Hannah and Aycock, John",2020
Adapting to User Interest Drifts for Recommendations in Scratch,"Jiang, Youhua and Yan, Siyi and Qi, Peng and Sun, Yan",2020
Bridge to Computing: An outreach program for at-risk young men,"Cateté, Veronica and Bell, Dave and Isvik, Amy and Lytle, Nicholas and Dong, Yihuan and Barnes, Tiffany",2020
Boardgames and Computational Thinking: how to identify games with potential to support CT in the classroom,"Scirea, Marco and Valente, Andrea",2020
Black Political Participation in the Volunteer State,"Leach, Antwain and Hussain, Sajid",2020
Beyond Boundaries: Towards Symbiotic Relationship Between Ecological Arts and Computational Thinking for Sustainability,"Gaikwad, Snehalkumar 'Neil' S.",2020
Abstraction Through Multiple Representations in an Integrated Computational Thinking Environment,"Gautam, Aakash and Bortz, Whitney and Tatar, Deborah",2020
Automatic Formative Assessment in Computer Science: Guidance to Model-Driven Design,"Marchisio, Marina and Margaria, Tiziana and Sacchet, Matteo",2020
A visual editing tool supporting the production of 3D interactive graphics assets for public exhibitions,Alberto Cannavò and Francesco De Pace and Federico Salaroglio and Fabrizio Lamberti,2020
A meta-analysis of teaching and learning computer programming: Effective instructional approaches and conditions,Ronny Scherer and Fazilat Siddiq and Bárbara {Sánchez Viveros},2020
Assessing the Current Level of the Computational Thinking Within the Primary and Lower Secondary School Students using Educational Robotics Tasks,"Bryndov\'{a}, Lucie and Mali\v{s}\r{u}, Petri",2020
Assessing learning in technology-rich maker activities: A systematic review of empirical research,Qiao Lin and Yue Yin and Xiaodan Tang and Roxana Hadad and Xiaoming Zhai,2020
Assessing Computational Thinking Skills at First Stages of Schooling,"Kalliopi, Kanaki and Michail, Kalogiannakis",2020
Assessing computational thinking: A systematic review of empirical studies,Xiaodan Tang and Yue Yin and Qiao Lin and Roxana Hadad and Xiaoming Zhai,2020
Computational Sophistication of Games Programmed by Children: A Model for Its Measurement,"Werner, Linda and Denner, Jill and Campe, Shannon and Torres, David M.",2020
Computational Thinking Growth During a First-Year Engineering Course,"Mendoza Diaz, Noemi V. and Meier, Russ and Trytten, Deborah A. and Yoon Yoon, So",2020
Computational Thinking for STEM Teacher Leadership Training at Louisiana State University,"Alegre, Fernando and Moreno, Juana and Dawson, Trent and Tanjong, Egbeyong E. and Kirshner, David H.",2020
Coding Strip: A Pedagogical Tool for Teaching and Learning Programming Concepts through Comics,"Suh, Sangho and Lee, Martinet and Xia, Gracie and law, Edith",2020
Arduino Advances in Web of Science. A Scientific Mapping of Literary Production,"López-Belmonte, Jesús and Marín-Marín, José-Antonio and Soler-Costa, Rebeca and Moreno-Guerrero, Antonio-José",2020
A Hands-On Cybersecurity Curriculum Using a Robotics Platform,"Yett, Bernard and Hutchins, Nicole and Stein, Gordon and Zare, Hamid and Snyder, Caitlin and Biswas, Gautam and Metelko, Mary and L\'{e}deczi, \'{A}kos",2020
A comprheensive review of Visual Programming Tools for Arduino,"Melo, Julio and Fidelis, Melquiades and Alves, Sidney and Freitas, Ulisses and Dantas, Rummenigge",2020
Computational thinking and academic achievement: A meta-analysis among students,Hao Lei and Ming Ming Chiu and Feng Li and Xi Wang and Ya-jing Geng,2020
Application and theory gaps during the rise of Artificial Intelligence in Education,Xieling Chen and Haoran Xie and Di Zou and Gwo-Jen Hwang,2020
A Generator of Game Programming Challenges for Computational Thinking Development,"de Jesus, Ângelo Magno and Frango Silveira, Ismar",2020
Analytics education,U. Dinesh Kumar,2020
Analysis on the incorporation of technologies with a pedagogical perspective,"Díaz, Francisco Javier and Soledad Gómez, Noelia and Catino, Magali",2020
Comprehension analysis considering programming thinking ability using code puzzle,"Ito, Hiroki and Shimakawa, Hiromitsu and Harada, Fumiko",2020
Analysis of Repeat Learners in Computer Science MOOCs,"Haar, Christine Vonder and Bell, Ana",2020
Comparing the effects of robots and IoT objects on STEM learning outcomes and computational thinking skills between programming-experienced learners and programming-novice learners,"Hu, Chih-Chien and Tseng, Hsiao-Ting and Chen, Ming-Hsien and Goh Phaik Imm, Alexis and Chen, Nian-Shing",2020
Computational thinking for computer science majors: an introduction to CS education career pathways,"Jamieson, Alan C. and Jamieson, Lindsay H.",2020
Comparing computational thinking skills of engineering students in urban and rural areas of Peru,"Nunez, Nicolas A. and Cornejo-Meza, Giuliana and Sánchez, Sandro A.",2020
"""We'll be Scratching all the Time""","Killen, Heather and Coenraad, Merijke and Cabrera, Lautaro and Mills, Kelly and Ketelhut, Diane Jass and Plane, Jan",2020
Coding activities for children: Coupling eye-tracking with qualitative data to investigate gender differences,Sofia Papavlasopoulou and Kshitij Sharma and Michail N. Giannakos,2020
CodeAttach: Engaging Children in Computational Thinking Through Physical Play Activities,"Yu, Junnan and Zheng, Clement and Tamashiro, Mariana Aki and Gonzalez-millan, Christopher and Roque, Ricarose",2020
CodaRoutine: A Serious Game for Introducing Sequential Programming Concepts to Children with Autism,"Elshahawy, Menna and Aboelnaga, Khaled and Sharaf, Nada",2020
Co-Designing Machine Learning Apps in K–12 With Primary School Children,"Toivonen, Tapani and Jormanainen, Ilkka and Kahila, Juho and Tedre, Matti and Valtonen, Teemu and Vartiainen, Henriikka",2020
Coding Training Proposal for Kindergarten,"Benetti, Elisa and Mazzini, Gianluca",2020
A Computation Model for Learning Programming and Emotional Intelligence,"Rafique, Memoona and Hassan, Muhammad Awais and Jaleel, Abdul and Khalid, Hina and Bano, Gulshan",2020
An Effective Microlearning Approach Using Living Book to Promote Vocational Students' Computational Thinking,"Leela, Soralak and Chookeaw, Sasithorn and Nilsook, Prachyanun",2020
An Effective Approach to Teach an Introductory Computer Science Course with Computational Thinking and Flow-Chart Based Visual Programming,"Rahman, Md Mahmudur and Sharker, Monir H. and Paudel, Roshan",2020
A graph-theoretic approach for the detection of phishing webpages,Choon Lin Tan and Kang Leng Chiew and Kelvin S.C. Yong and San Nah Sze and Johari Abdullah and Yakub Sebastian,2020
An Automatic Analysis Tool Based on Computational Thinking for BlockPy Programs,"Xu, Can and Feng, Zhiyong and Qi, Peng and Sun, Yan",2020
Chapter eight - Data science and the exposome,Gary W. Miller,2020
An Analysis of Use-Modify-Create Pedagogical Approach's Success in Balancing Structure and Student Agency,"Franklin, Diana and Coenraad, Merijke and Palmer, Jennifer and Eatinger, Donna and Zipp, Anna and Anaya, Marco and White, Max and Pham, Hoang and G\""{o}kdemir, Ozan and Weintrop, David",2020
A Principled Approach to Designing a Computational Thinking Practices Assessment for Early Grades,"Basu, Satabdi and Rutstein, Daisy and Xu, Yuning and Shear, Linda",2020
A designerly approach as a foundation for school children's computational thinking skills while developing digital games,"Brooks, Eva and Sj\""{o}berg, Jeanette",2020
Can Majoring in Computer Science Improve General Problem-solving Skills?,"Salehi, Shima and Wang, Karen D. and Toorawa, Ruqayya and Wieman, Carl",2020
A Learner Model Integrating Cognitive and Metacognitive And Its Application on Scratch Programming Projects,Sifeng Jing and Ying Tang and Xiwei Liu and Xiaoyan Gong,2020
Changing Design Education for the 21st Century,Michael W. Meyer and Don Norman,2020
A case for combinatorics: A research commentary,Elise Lockwood and Nicholas H. Wasserman and Erik S. Tillema,2020
Centering the Identities of Girls of Color in Computational Thinking Programs,"Garcia, Patricia and Jackson, Ashley and Jacobs, Laura-Ann",2020
Computational thinking education: Issues and challenges,Charoula Angeli and Michail Giannakos,2020
CARES Model for Computing Education,"Chan, Henry C. B.",2021
AI Quality Cultivation and Application Ability Training for Normal University Students,"Liu, Song and Xie, Xiaoyao",2021
Combining Data-Driven Models and Expert Knowledge for Personalized Support to Foster Computational Thinking Skills,"Lall\'{e}, S\'{e}bastien and Yal\c{c}\i{}n, \""{O}zge Nilay and Conati, Cristina",2021
A novel UML-based methodology for modeling adventure-based educational games,Rafael {P. De Lope} and Nuria Medina-Medina and Matías Urbieta and Alejandra B. Lliteras and Antonio {Mora García},2021
Can an online educational game contribute to developing information literate citizens?,Soeun Yang and Jae Woo Lee and Hyoung-Jee Kim and Minji Kang and EunRyung Chong and Eun-mee Kim,2021
Building Conceptual Models and Engineering Design Thinking in K12 Students,"Ruzycki, Nancy Jean and Dela Fuente Imperial, Lorelie and Dulany, Krista and Carter, Jared and Kerr, Seleka Naomi and Danger, Christine Angel and Arnold, Leigh",2021
Build your own robot,"Plaza, Pedro and Castro, Manuel and Sancristobal, Elio and García-Loro, Félix and Gil, Rosario and Menacho, Antonio and Blázquez, Manuel and Quintana, Blanca and Martin, Sergio and Mur, Francisco and Macho, Alejandro and Baizán, Pablo and Carrasco, Ramón and Carro, German and López-Rey, África and Pérez, Clara and Meier, Russ and Tovar, Edmundo",2021
Advances in Computational thinking and robotics in education,"Garc\'{\i}a-Pe\~{n}alvo, Francisco Jos\'{e} and Conde, Miguel \'{A}ngel and Gon\c{c}alves, Jos\'{e} and Lima, Jos\'{e}",2021
Advanced modelling and digital manufacturing: Parametric design tools for the optimization of UHPFRC (ultra high-performance Fiber reinforced concrete) shading panels,Mattia Federico Leone and Giovanni Nocerino,2021
Adapting an OER Textbook for the Inverted Classroom Model — How To Flip the Classroom with BBC micro:bit Example Tasks,"Kastner-Hauler, Oliver and Tengler, Karin and Demarle-Meusel, Heike and Sabitzer, Barbara",2021
Bluetooth Communications in Educational Robotics,"Oprea, Marin and Mocanu, Mariana",2021
Active Learning Strategies: A Computing Course for Undergraduates,"Duan, Zhuojun and Russell, Ingrid and Jung, Andrew",2021
Block-based Programming Enabling Students to Gain and Transfer Knowledge with a No-code Approach,"Corral, Luis and Fronza, Ilenia and Pahl, Claus",2021
A narrative review of methods used to examine digital gaming impacts on learning and cognition during middle childhood,Rachel M. Flynn and Erica Kleinknecht and Ashley A. Ricker and Fran C. Blumberg,2021
Beyond Programming: A Computer-Based Assessment of Computational Thinking Competency,"Lai, Rina P. Y.",2021
Accembly at Home: Accessible Spatial Programming for Children with Visual Impairments and their Families,"Rocha, Filipa and Pires, Ana Cristina and Neto, Isabel and Nicolau, Hugo and Guerreiro, Tiago",2021
Behavioral-pattern exploration and development of an instructional tool for young children to learn AI,Ting-Chia Hsu and Hal Abelson and Natalie Lao and Yu-Han Tseng and Yi-Ting Lin,2021
Abstracts,Duncan J. Melville and Laura Martini and Kim Plofker,2021
Before You Write Code ... Putting Data and Ethics at the Center of Introductory Computing,"Rentz, Zach and Clements, John and Wood, Zo\""{e} and Keen, Aaron",2021
A Method of Modifying a ScratchJr Project by Resorting to JSON Stored Project Data,"Spasic, Aleksandar J. and Jankovic, Dragan S. and Djordjevic, Andjelija I.",2021
Augmented reality applications for K-12 education: A systematic review from the usability and user experience perspective,Effie Lai-Chong Law and Matthias Heintz,2021
Augmented Reality and programming education: A systematic review,Anastasios Theodoropoulos and George Lepouras,2021
Attractive Educational Robotics Motivates Younger Students to Learn Programming and Computational Thinking,"Jormanainen, Ilkka and Tukiainen, Markku",2021
A Typology of Models for Integrating Computational Thinking in Science (CT+S),"Krakowski, Ari and Greenwald, Eric and Comstock, Meghan and Roman, Natalie and Duke, Jacob",2021
Assessment Methods and Interventions to Develop Computational Thinking — A Literature Review,"Vinu Varghese, V.V. and Renumol, V.G.",2021
Characterizing Student Artifacts in a Multi-disciplinary Biomimicry and Robotics Unit,"Shaw, Fayette and Kshirsagar, Khushbu and Wendell, Kristen and Danahy, Ethan and Bernstein, Debra and Puttick, Gillian and Cassidy, Michael",2021
Assessing implicit computational thinking in Zoombinis puzzle gameplay,Elizabeth Rowe and Ma Victoria Almeda and Jodi Asbell-Clarke and Richard Scruggs and Ryan Baker and Erin Bardar and Santiago Gasca,2021
8 Computational Heterogeneity: A Radical Reflection,"Sengupta, Pratim and Dickes, Amanda and Farris, Amy Voss",2021
A Systematic Review of Empowerment in Child-Computer Interaction Research,"Van Mechelen, Maarten and Have Musaeus, Line and Iversen, Ole Sejer and Dindler, Christian and Hjorth, Arthur",2021
A Computational-thinking-oriented Progressive Teaching Mode for Python Course,"Ren, Haodong and Yang, Li and Jiang, Liheng and Bai, Yu and Lu, Wei and Chang, Jie",2021
Artificial intelligence and computational pathology,Miao Cui and David Y. Zhang,2021
Computational thinking competences training for primary education teachers,"Collado-S\'{a}nchez, Mar\'{\i}a and Garc\'{\i}a-Pe\~{n}alvo, Francisco Jos\'{e} and Pinto-Llorente, Ana Mar\'{\i}a",2021
A systematic mapping study on teaching and learning Computational Thinking through programming in higher education,Christina Tikva and Efthimios Tambouris,2021
Are Maternal Personality Traits an Etiological Factor in Adolescents with Functional Chest Pain?,Fatih Hilmi Çetin and Serkan Fazlı Çelik and Merve {Çıkılı Uytun} and Zehra Babadağı,2021
Approaching informal learning about #feminism on Twitter,Verónica {Valcarce de Veer} and Paloma Valdivia-Vizarreta,2021
Computational Thinking for Digital Culture Development: discussions based on a practical experience,"Ortiz, Julia and Moreira, Carolina and Menezes, Krissia and Ferrari, Bernardo and Junior, Deogenes and Pereira, Roberto",2021
Analyzing Students’ Computational Thinking Practices in a First-Year Engineering Course,"Cruz Castro, Laura M. and Magana, Alejandra J. and Douglas, Kerrie A. and Boutin, Mireille",2021
Computational thinking for professionals,"Denning, Peter J. and Tedre, Matti",2021
A Game Development to Promote Computational Thinking,"Prompolmaueng, Waraporn and Wetmaha, Apisit and Jamsri, Pornsuree",2021
A strategy to assess computational thinking,"Gonzalez-Torres, Antonio and Sancho-Chavarria, Lilliana and Zuniga-Cespedes, Magaly and Monge-Fallas, Jorge and Navas-Su, Jose",2021
