0,1,2,3
Computational LEED: computational thinking strategies and Visual Programming Languages to support environmental design and LEED credits achievement,Giovanni Nocerino and Mattia Federico Leone,2023,"Since environmental and energy issues and challenges continues to emerge as key global concerns, Green Building Certification Systems are becoming increasingly relevant in the construction industry. In this regard, LEED (Leadership in Energy and Environmental Design) is considered one of the most widely recognized environmental assessment methods used globally in the construction industry today. However, due to the high level of complexity of the LEED system, the tools usually used to verify the achievement of the credits lack of “design friendliness” and hardly communicate effectively with the conventional tools used by architects and engineers (e.g. CAD, BIM). This makes difficult to fully take into account, especially at the early design stage, the many interconnected aspects that contribute to the green certification, with consequent issues often arising in the design validation and/or construction phases, resulting in time delays and cost increments. The application of innovative problem-solving methods, such as computational thinking, together with coding techniques, represents an effective way to deal with this issue. This kind of methodology, in fact, allows the requirements of a specific LEED credit to be digitally parametrised and flexibly incorporated into a “designer friendly” working environment. In particular, Visual Programming Languages (VPLs), due to their high simplicity of usage, allow architects and engineers to develop algorithms and thus implement their technical knowledge in the field of environmental design with computer programming skills, useful to improve their tools and keep them constantly updated. The aim of this paper is to illustrate a methodology through which, by merging computational thinking strategies with VPL tools, is possible to keep under control, in the same working environment, all the parameters required to verify in real time the achievement of LEED credits. To demonstrate the flexibility of the approach, dedicated tools developed for the verification of some specific credits at different scales – neighbourhood and building – are illustrated as operational examples of the proposed methodology."
"Computational Logistics: Definition Evolution, Conceptual Architecture, Practical Philosophy and Typical Application","Li, Bin",2024,Sin Valor
Computational Model of the Tangled Web,Viacheslav E. Wolfengagen and Larisa Yu. Ismailova and Sergey Kosikov,2016,"In this paper we attempt to build computational models of entanglement among the event-driven computations. The proposed model operates on the notion of dynamics of the events. This allows selection of entanglement zone that characterizes the area of risks where possible vulnerability and, as a consequence, security violations of web application arise. All constructions for objects are treated as virtual objects. The stated range of issues focuses on computational technologies used scripts, though other explanatory systems are admissible as well but within other appropriate contexts."
Computational Notebooks in a Finite Element Analysis Course: Engineering Students' Reflections on the Value and Challenges of Computational Approaches,"Vieira, Camilo and Restrepo, David and De La Hoz, Jose L.",2023,Sin Valor
Computational Science for Undergraduate Biologists via QUT.Bio.Excel,Lawrence Buckingham and James M. Hogan,2014,"Molecular biology is a scientific discipline which has changed fundamentally in character over the past decade to rely on large scale datasets – public and locally generated - and their computational analysis and annotation. Undergraduate education of biologists must increasingly couple this domain context with a data-driven computational scientific method. Yet modern programming and scripting languages and rich computational environments such as R and MATLAB present significant barriers to those with limited exposure to computer science, and may require substantial tutorial assistance over an extended period if progress is to be made. In this paper we report our experience of undergraduate bioinformatics education using the familiar, ubiquitous spreadsheet environment of Microsoft Excel. We describe a configurable extension called QUT.Bio.Excel, a custom ribbon, supporting a rich set of data sources, external tools and interactive processing within the spreadsheet, and a range of problems to demonstrate its utility and success in addressing the needs of students over their studies."
Computational Sophistication of Games Programmed by Children: A Model for Its Measurement,"Werner, Linda and Denner, Jill and Campe, Shannon and Torres, David M.",2020,"This article builds on prior work that aims to measure computational learning (CL) during middle school. Since game computational sophistication (GCS) has been used as a proxy for a student’s engagement in CL we build on their model to more completely describe the relationship between different types of building blocks of computer games and GCS. In doing so, we present a single quantitative measurement for GCS. Our model, called GCS 2.0, has face validity for 39 games, each programmed by a pair of middle school children. We choose four of these games, two with high GCS and two with low GCS, and discuss the computational building blocks found in each game. We do this to help the reader better understand our measurement of GCS and its relationship to CL."
Computational Thinking & Practical Thinking Inspired Java Web Curriculum Reform Method,"Yu, Fengping and Wang, Hong",2019,Sin Valor
Computational Thinking (CT) and Rebel game Design: CT in health games,"Lim, HC",2017,Sin Valor
Computational Thinking 2.0,"Tedre, Matti",2022,"Machine learning (ML) has triggered major changes across a great number of computing fields. People’s lives today are full of ML-driven services: eerily accurate recommendations, ability to automatically tag one’s friends in photos, and well working translation systems, for example. This keynote talk presents how ML technology upends the computational thinking (CT) consensus in computing education. It begins by presenting why and how a number of classical “CT1.0” concepts need to be re-thought for the “CT2.0” (machine learning) era, from control structures and problem-solving workflow, to correctness and notional machines. Based on a series of classroom interventions on teaching machine learning to middle schoolers, conducted by DIGS RC at University of Eastern Finland, the talk also presents how classroom pedagogy shifts between CT1.0 and CT2.0."
Computational Thinking Activities in High Schools to Enhance Interest and Skills in Programming,"Ahmad, Izzah Sakinah and Ying Sim, Tze and Talib, Corrienna Abdul and Lun Lau, Sian",2023,Sin Valor
Computational Thinking App Design Mat: Supporting the Development of Students' Computational Thinking Skills (Abstract Only),"Jimenez, Yerika and Hays, Theodore and Gardner-McCune, Christina",2017,"Tools like MIT App Inventor and Scratch are designed to help students develop programming and computational thinking skills by allowing them to use their interest and personal experiences to create meaningful artifacts. However, students often need additional help in translating their ideas into functional programs because they lack understanding of how to map the visual aspects of their projects to programming constructs and understanding of how to develop appropriate algorithms that bring their ideas to life. To address this issue, we created a Computational Thinking App Design Mat (App Design Mat) to scaffolds students' CT skill development in the context of creating a mobile application with MIT APP Inventor 2. The App Design Mat fosters student engagement in computational thinking through four areas of the mat: Problem Decomposition, Pattern Abstraction, Pattern Recognition, and Algorithm Design. In this poster will describe the design and results from the use of the App Design Mat with 80 eighth grade students. Our results suggest that most students understood the purpose of using the App Design Mat, used the App Design Mat effectively, and used some aspects of the App Design Mat in developing their final mobile app project."
Computational Thinking Assessment Tools: A Systematic Review of the Literature (Initial Findings).,"Sheridan, Frances and Stynes, Paul and Pathak, Pramod and Quille, Keith",2024,"Since Jeanette Wing’s influential 2006 article, research into developing Computational Thinking (CT) skills has surged. Despite ongoing debates about CT definitions and components, reliable and valid assessment tools are crucial for measuring CT skill impact and evaluating related interventions. This systematic literature review seeks to identify CT assessment tools suitable for undergraduate computing students, by investigating the central question ""What tools are available for the assessment of CT skills?"". A comprehensive search of academic databases for CT assessment publications since 2006 yielded 202 unique articles. After applying exclusion criteria, 72 relevant articles were analyzed. The selected publications were categorized by tool type, and focus, examining tool reliability and validity. This paper presents initial findings from this review."
Computational Thinking At Primary School: Didactical and Psychological Aspects,"Moschella, Marialaura",2019,"The research project aims to identify the cognitive processes underlying the Computational Thinking (CT) skills of primary school pupils. Moreover, it investigates which didactical strategies are most effective for implementing CT in the curriculum. A mixed methods research was designed: qualitative data gathered from interviews and observations are combined with quantitative data collected through pre- and post-test measures with respect to the intervention."
Computational Thinking Between Philosophy and STEM—Programming Decision Making Applied to the Behavior of “Moral Machines” in Ethical Values Classroom,"Seoane Pardo, Antonio Miguel",2018,Sin Valor
Computational Thinking Bins: Outreach and More,"Morrison, Briana B. and Dorn, Brian and Friend, Michelle",2019,"Computational Thinking Bins are stand alone, individual boxes, each containing an activity for groups of students that teaches a computing concept.We have a devised a system that has allowed us to create an initial set, test the set, continually improve and add to our set. We currently use these bins in outreach events for middle and high school students. As we have shared this resource with K-12 teachers, many have expressed an interest in acquiring their own set. In this paper we will share our experience throughout the process, introduce the bins, and explain how you can create your own set."
Computational Thinking Curriculum for K-12 Education -- A Delphi Survey,"Chuang, Hui-Chi and Hu, Chiu-Fan and Wu, Cheng-Chih and Lin, Yu-Tzu",2015,Sin Valor
Computational Thinking Curriculum for Unmanned Aerial Systems,"Zhang, Shiqi and Stewart, Christopher",2019,Sin Valor
Computational Thinking Development in children both neurotypical and with Intellectual Disabilities by the Game “Pensar e Vestir”,"Soppa Geremias, Matheus and Cerigueli Dutra, Taynara and Maschio, Eleandro and Gasparini, Isabela",2024,"With a focus on problem resolution, Computational Thinking (CT) can assist in developing cognitive abilities. A way to work with CT is using educational digital games (EDG), a ludic tool that stimulates the students’ learning. Still, adjustments are needed so that students with Intellectual Disabilities (ID) can use these games. Based on this scenario, we presented a Bachelor’s final paper that envisioned the creation of an EDG, aiming to contribute to the learning of the target audience, based on the promotion of the development of CT. Called “Pensar e Vestir”, the game uses the four pillars of CT by addressing choosing and wearing clothes. For that, the development counted with a multidisciplinary group – stakeholders and specialists from the areas of Computer Science, Education, Specialized Educational Assistance, and ID – and followed the Simple Interaction Design lifecycle model, with the definition of requirements, designing alternatives, prototyping, and evaluation. As a result, this EDG has two phases and eight situations each: time to sleep, the school in the heat, school in the cold, costume, park, tour, teacher, and market. The game was evaluated by specialists, Computing students, and one neurotypical child, we also intend to make a large evaluation with the target audience. As an outcome, the interaction design process with different stakeholders and specialists provides different insights and improvements to the game. Also, the game is accessible to neurotypical and with ID students."
Computational Thinking Education for Children: Algorithmic Thinking and Debugging,"Wong, Gary K.W. and Jiang, Shan",2018,Sin Valor
Computational Thinking Education: Who Let the Dog Out?,"Swaid, Samar and Suid, Taima",2019,Sin Valor
Computational Thinking Growth During a First-Year Engineering Course,"Mendoza Diaz, Noemi V. and Meier, Russ and Trytten, Deborah A. and Yoon Yoon, So",2020,Sin Valor
Computational Thinking Integration Design Principles in Humanities,"Caskurlu, Secil and Hu, Anne Drew and Yadav, Aman and Santo, Rafi",2022,"In this poster, we will present approaches and associated design principles for integrating computational thinking (CT) into middle school Social Studies, Arts, and Language Arts instruction to enhance disciplinary learning. We used four steps to identify these approaches and design principles: (1) co-design with teachers and experts in computer science and CT education to ideate CT-integrated lessons; (2) identifying initial design principles based on the ideated lessons; (3) consultation with subject matter experts; and (4) conducting a Delphi study with pedagogical experts (e.g., teachers, curriculum writers, teacher educators) to examine the clarity, feasibility and potential impact of the design principles. The process led to three broad approaches to integrate CT into Social Studies instruction that included 14 design principles, three for Arts with 16 design principles, and four for Language Arts with 12 design principles."
Computational Thinking Integration into Archival Educators’ Networked Instruction,"Buchanan, Sarah A. and Gracy, Karen F. and Kitchens, Joshua and Marciano, Richard",2022,Sin Valor
Computational Thinking Interventions in Higher Education: A Scoping Literature Review of Interventions Used to Teach Computational Thinking,"de Jong, Imke and Jeuring, Johan",2020,"Computational Thinking is seen as a crucial skill in an increasingly digital society. Researchers and educators in higher education therefore aim to improve the Computational Thinking (CT) skills of students using appropriate interventions. However, there is currently no overview of interventions used to teach CT and how effective they are. With this scoping literature review, we provide such an overview by identifying articles that discuss interventions used to teach CT in higher education. We identify the teaching approaches used in these interventions, and discuss their effectiveness and how this is assessed. Furthermore, we look at the use of adaptive interventions. Our search of three academic databases (Scopus, ACM and ERIC) resulted in 1839 articles. After screening, 49 articles remained. A detailed examination of the interventions discussed in these articles showed that CT is still often taught through programming assignments. The interventions are evaluated in a myriad of ways, making it difficult to compare the effectiveness of interventions. We therefore suggest making use of more standardized instruments to evaluate the effectiveness. Finally, although scaffolding is applied, interventions are not often adapted to the actual proficiency level of a student."
Computational Thinking Is Becoming One of the Three Rs,"Day, Charles",2011,Sin Valor
Computational Thinking Meets Design Thinking: Technology and Arts Collaborations,"Brunvand, Erik",2015,"Are fine arts and technology compatible partners"" Do these disciplines support each other or flinch when they are combined like oil and water"" Do collaborative efforts provide interesting insights and opportunities for students"" For practitioners"" There seems to be an explosion of interest in exploring arts and technology connections: new media, digital media, kinetic art, new frontiers, emergent media, interdisciplinary, multidisciplinary, and transdisciplinary are only some of the terms used to describe this fusion of disciplines.A visit to the SIGGRAPH art gallery or the SIGCHI Interactivity sessions, for example, will showcase a wide variety of uses of computing, embedded control, sensors, and actuators in the service of art. Kinetic art using embedded control is a marriage of art and technology. Artistic sensibility and creativity are required for concept and planning, and computer science and engineering skills are required to realize the artistic vision. However, these different skills are often taught in extremely different parts of a university campus.In this talk I will start with some thoughts on the nature of combining arts and technology, and show some historical and contemporary examples specifically relating to kinetic art. I will then describe an ongoing collaborative course that involves Computer Science and Art students working together to design and create computer-controlled kinetic art. Students in the course explore interfacing of embedded computer systems with sensors and actuators of all sorts. They also explore physical and conceptual aspects of machine-making as a fine-art sculpture process. Our goal is to enhance the educational experience of both groups of students. We believe that both student groups gain significant and unusual benefits that they can apply in a variety of ways in their respective disciplines."
Computational Thinking Resources Inspired by Bebras,"Lehtim\""{a}ki, Taina and Monahan, Rosemary and Mooney, Aidan and Casey, Kevin and Naughton, Thomas J.",2023,"In this poster, we highlight computational thinking resources for schools from the PACT team at Maynooth University, Ireland. The resources are derived from tasks from the Bebras international computational thinking initiative. The different modalities work together throughout the school year to provide initial exposure to computational thinking, and include an obstacle course, seasonal tasks, and a workbook."
Computational Thinking Skills for Today and Tomorrow’s Talent,"Saleh, Heba",2017,Sin Valor
Computational Thinking Test Tool to Measure Cognitive Ability of K-12 Students,"Ryu, Miyoung and Han, SeonKwan",2020,This study reports the design and development of the Computational Thinking(CT) Test Tool to measure Cognitive Ability of K-12 students. The newly developed CT test tool was validated with experts and K-12 students. We expect that the CT test tool will be used as a basic data to identify the current situation of computing education.
Computational Thinking Test for Beginners: Design and Content Validation,"Zapata-Cáceres, María and Martín-Barroso, Estefanía and Román-González, Marcos",2020,Sin Valor
"Computational Thinking Test for Lower Primary Students: Design Principles, Content Validation, and Pilot Testing","Zhang, Shuhan and Wong, Gary K. W. and Pan, Guangrong",2021,Sin Valor
Computational Thinking Work System Method: A problem-solving method for small and medium enterprises,"Nuar, Ahmad Najmi Amerhaider and Rozan, Mohd Zaidi Abd and Bahari, Mahadi",2021,Sin Valor
Computational Thinking and Academic Achievement: The Mediator Roles of Problem-solving Ability and Learning Anxiety,"Zhu, Zhifang and Zhang, Yi and Zhu, Wanze and Ma, Jingsi",2023,Sin Valor
Computational Thinking and Attitudes Towards Computing: An Emerging Relationship in Elementary Students,"Ojeda-Ramirez, Santiago and Parker, Miranda C. and Garcia, Leiny and Tate, Tamara and Villa, Jillian Rae and Warschauer, Mark",2023,"This study analyzed the relationship between computational thinking (CT) and coding attitudes of upper elementary students after exposure to a year-long CT curriculum. Using ordinary least squares regression and controlling for student demographics (i.e., gender and English Learner (EL) status), we found that CT skills were a significant factor in modeling coding attitudes, regardless of demographic controls. Interviews of the students unveiled an interaction between coding interest and social values in a debugging process."
Computational Thinking and Block-Based Programming for Beginning Engineering Students: Systematic Review of the Literature,"Curasma, Ronald Paucar and Villalba-Condori, Klinge Orlando and Jara, Nolan Jara and Llamoca, Rosa Quispe and Chávez, Julio Cesar Cabrera and Ponce-Aranibar, María Del Pilar",2021,Sin Valor
Computational Thinking and Coding Subject in Primary Schools: Methodological Approach Based on Alternative Cooperative and Individual Learning Cycles,"Vlahu-Gjorgievska, Elena and Videnovik, Maja and Trajkovik, Vladimir",2018,Sin Valor
Computational Thinking and Expository Writing in the Middle School,"Wolz, Ursula and Stone, Meredith and Pearson, Kim and Pulimood, Sarah Monisha and Switzer, Mary",2011,"To broaden participation in computing we need to look beyond traditional domains of inquiry and expertise. We present results from a demonstration project in which interactive journalism was used to infuse computational thinking into the standard curriculum and regular classroom experience at a middle school with a diverse population. Outcomes indicate that we were able to develop positive attitudes about computational thinking and programming among students and teachers who did not necessarily view themselves as “math types.” By partnering with language arts, technology and math teachers at Fisher Middle School, Ewing New Jersey, we introduced the isomorphism between the journalistic process and computational thinking to 7th and 8th graders. An intense summer institute, first with the teachers and then with students recruited from the school, immersed them in the “newsroom of the future” where they researched and wrote news stories, shot and edited video, and developed procedural animations in Scratch to support their storylines. An afterschool club sustained the experience. The teachers adapted interactive journalism and Scratch programming to enrich standard language arts curriculum and are infusing computational thinking in classroom experiences throughout the school."
Computational Thinking and Notional Machines: The Missing Link,"Munasinghe, Bhagya and Bell, Tim and Robins, Anthony",2023,"In learning to program and understanding how a programming language controls a computer, learners develop both insights and misconceptions whilst their mental models are gradually refined. It is important that the learner is able to distinguish the different elements and roles of a computer (compiler, interpreter, memory, etc.), which novice programmers may find difficult to comprehend. Forming accurate mental models is one of the potential sources of difficulty inextricably linked to mastering computing concepts and processes, and for learning computer programming.It is common to use some form of representation (e.g., an abstract machine or a Computational Agent (CA)) to support technical or pedagogic explanations. The Notional Machine (NM) is a pedagogical device that entails one or more computational concepts, originally described as an idealised computer operating with the constructs of a particular programming language. It can be used to support specific or general learning goals and will typically have some concrete representation that can be referred to. Computational Thinking (CT), which is defined as a way of thinking that is used for [computational] problem solving, is often presented as using a CA to carry out information processing presented by a solution.In CT, where the typical goal is to produce an algorithm or a computer program, the CA seemingly serves a purpose very similar to an NM. Although it changes through the different stages of development (of the learner and of the curriculum), the roles of CAs and NMs can be seen as versatile tools that connect a learner’s mental model with the conceptual model of a program. In this article, we look at this relationship between CAs and NMs, and indicate how they would look at different stages of learning. We traverse the range of definitions and usages of these concepts, and articulate models that clarify how these are viewed in the literature. This includes exploring the nature of machines and agents, and how historical views of these relate to modern pedagogy for computation. We argue that the CA can be seen as an abstract, simplified variant of an NM that provides a useful perspective to the learner to support them to form robust mental models of NMs more efficiently and effectively. We propose that teaching programming should make use of the idea of a CA at different stages of learning, as a link that connects a learner’s mental model to a full NM."
Computational Thinking and User Interfaces: A Systematic Review,"Rijo-García, Sara and Segredo, Eduardo and León, Coromoto",2022,Sin Valor
Computational Thinking as Play: Experiences of Children who are Blind or Low Vision in India,"India, Gesu and Ramakrishna, Geetha and Bisht, Jyoti and Swaminathan, Manohar",2019,"Torino is a tangible programming environment designed for teaching the computational thinking curriculum in the UK to children who are blind or low vision (henceforth, just children) in an inclusive setting. In this paper we describe the experience of children in Bangalore, India, when Torino was introduced to them as a toy for creating and sharing stories, songs and music. We conducted 12 play sessions with 12 children (4 girls and 8 boys) with diverse backgrounds belonging to three different schools for the blind. We briefly present the reasons for play being central to our effort of bringing computational thinking to children who are blind and low vision in India, and share some experiences of the children and some insights that we have gathered so far: Children not only enjoyed every session, they rapidly moved from playing with pre-created examples, to making changes, to demanding that their favorite stories be told. In observing such play, we could infer that they have grasped the basic concepts of computational thinking? flow of control, variables, loops? though not articulated in that vocabulary."
Computational Thinking as a Computer Science Education Framework and the Related Effects on Gender Equity,"Good, Jon",2016,"I have recently completed my third year of study in the Educational Psychology and Educational Technology doctoral program at Michigan State University. I have successfully completed all of my coursework and comprehensive/qualifying exams. I will be proposing my dissertation study in the Fall semester of 2016 and expect to defend my dissertation in the Fall semester of 2017. My prior research has been focused on issues related to computational thinking, creativity, and computer science education. I am currently developing my literature review and honing my core research questions. I hope to subsequently develop my research methods and measures more fully, with plans to begin fieldwork in Fall of 2016."
Computational Thinking as a Liberal Study,"Mason, Dave and Khan, Irfan and Farafontov, Vadim",2016,"Computers and computational thinking are becoming ubiquitous in our world. They are part of the transportation systems we use, the security systems we confront, our entertainment systems, our communication systems, our financial systems, and even our social and political instruments. Computational thinking is a fundamental part of decision-making on a large and increasing number of fronts. It is sometimes hard for a computer scientist to imagine how people without access to those tools can navigate the world in an informed way.We have designed a course to bring the social, historical, cultural and technical context of these systems to the attention of students and citizens who would not otherwise have access to them, so they can better understand the world in which they will live and work. The course is a Computer Science course because it is talking about the science of computers, albeit in an approachable form for an audience without any assumed previous programming experience.The course ran in Winter 2014 and Winter 2015 meeting most of its goals, including engaging the non-traditional student who took it."
Computational Thinking for All: An Experience Report on Scaling up Teaching Computational Thinking to All Students in a Major City in Sweden,"Heintz, Fredrik and Mannila, Linda",2018,"The Swedish government has recently introduced digital competence including programming in the Swedish K-9 curriculum starting no later than fall 2018. This means that 100 000 teachers need to learn programming and digital competence in less than a year. In this paper we report on our experience working with professional teacher training in Sweden's fifth largest city. The city has about 150 000 inhabitants and about 50 schools with about 14 000 students in primary education. The project has been carried out in close cooperation with the municipality.The work started in the fall of 2014 with a pilot study with 10 teachers in different subjects that was carried out during spring 2015. The pilot study was successful as the teachers were able to introduce activities related to programming and computational thinking in their subjects after only two half day workshops. The next step was to scale this up to include all the schools in the city. As expected, this turned out to be a larger challenge. More than 70 teachers were involved in the second part of the project. Some of the lessons learned are that it is quite easy to provide teacher training, but harder to get teachers to actually change their teaching and even more challenging to get teachers to help their colleagues introduce programming or computational thinking in their teaching.Based on our experience we draw some general conclusions and make suggestions for how to scale up the teaching of programming and computational thinking to all."
Computational Thinking for Digital Culture Development: discussions based on a practical experience,"Ortiz, Julia and Moreira, Carolina and Menezes, Krissia and Ferrari, Bernardo and Junior, Deogenes and Pereira, Roberto",2021,"Computational Thinking has been understood as an essential ability in a society mediated by technology. However, literature in the field shows that initiatives for developing this ability rarely address challenging contexts audiences. In this paper, we draw on the notion of mental models to relate the concepts of Computational Thinking and Digital Culture. We claim that practicing basic skills when exploring simple prototypes favors people to build mental models that are useful to understand and use technologies. In a case study, we engaged adults in their initial stages of literacy in activities that evolved from basic ones with a low fidelity ATM prototype to complex ones with a functional prototype. We identified that participants used the experience and knowledge they obtained from previous activities to carry out the next ones, showing confidence and autonomy when exploring a functional prototype."
Computational Thinking for STEM Teacher Leadership Training at Louisiana State University,"Alegre, Fernando and Moreno, Juana and Dawson, Trent and Tanjong, Egbeyong E. and Kirshner, David H.",2020,Sin Valor
Computational Thinking for Self-Regulated Learning,"Pasterk, Stefan and Benke, Gertraud",2024,"In this theoretical paper, we compare computational thinking and self-regulated learning. Many studies use self-regulated learning to foster the acquisition of computational thinking competencies. Self-regulated learning skills are themselves beneficial for any learning process; here, we argue that the relationship between self-regulated learning and computational thinking is closer than the simple observation that self-regulated learning strategies support the acquisition of computational thinking competencies. We sustain that self-regulated learning and computational thinking competencies share many features (and have some differences), which would support synergistic effects so that not only can self-regulated learning be used to attain computational thinking competencies, but computational thinking activities can also be used to foster features of self-regulated learning competencies."
Computational Thinking in Archival Science Research and Education,"Underwood, William and Marciano, Richard",2019,Sin Valor
Computational Thinking in Augmented Reality: An Investigation of Collaborative Debugging Practices,"Chung, Cheng-Yu and Hsiao, I-Han",2020,Sin Valor
Computational Thinking in Elementary and Secondary Teacher Education,"Yadav, Aman and Mayfield, Chris and Zhou, Ninger and Hambrusch, Susanne and Korb, John T.",2014,"Computational thinking (CT) is broadly defined as the mental activity for abstracting problems and formulating solutions that can be automated. In an increasingly information-based society, CT is becoming an essential skill for everyone. To ensure that students develop this ability at the K-12 level, it is important to provide teachers with an adequate knowledge about CT and how to incorporate it into their teaching. This article describes a study on designing and introducing computational thinking modules and assessing their impact on preservice teachers’ understanding of CT concepts, as well as their attitude towards computing. Results demonstrate that introducing computational thinking into education courses can effectively influence preservice teachers’ understanding of CT concepts."
Computational Thinking in Game-Based Learning for STEM Education,"Ahamad, Noor Affieyka Natasha and Ismail, Ismassabah and Zain, Nurul Hidayah Mat and Ismail, Marina",2024,Sin Valor
Computational Thinking in Greek Educational System for K-12: towards the future teaching approach,"Dimos, Ioannis and Velaora, Chrysoula and Kakarountas, Athanasios",2022,Sin Valor
"Computational Thinking in Italian Schools: Quantitative Data and Teachers' Sentiment Analysis after Two Years of ""Programma il Futuro""","Corradini, Isabella and Lodi, Michael and Nardelli, Enrico",2017,"In this paper the first two years of activities of ""Programma il Futuro"" project are described. Its goal is to disseminate among teachers in Italian primary and secondary schools a better awareness of informatics as the scientific basis of digital technologies. The project has adapted Code.org learning material and has introduced it to Italian schools with the support of a dedicated web site. Response has been enthusiastic in terms of participation: in two years more than one million students have been engaged and have completed a total of 10 million hours of informatics in schools. Almost all students found the material useful and were interested, teachers have reported. They have also declared to have experienced high satisfaction and a low level of difficulty. A detailed analysis of quantitative and qualitative data about the project is presented and areas for improvement are identified. One of the most interesting observations appears to corroborate the hypothesis that an exposure to informatics since the early age is important to attract students independently from their gender."
Computational Thinking in K-9 Education,"Mannila, Linda and Dagiene, Valentina and Demo, Barbara and Grgurina, Natasa and Mirolo, Claudio and Rolandsson, Lennart and Settle, Amber",2014,"In this report we consider the current status of the coverage of computer science in education at the lowest levels of education in multiple countries. Our focus is on computational thinking (CT), a term meant to encompass a set of concepts and thought processes that aid in formulating problems and their solutions in different fields in a way that could involve computers [130].The main goal of this report is to help teachers, those involved in teacher education, and decision makers to make informed decisions about how and when CT can be included in their local institutions. We begin by defining CT and then discuss the current state of CT in K-9 education in multiple countries in Europe as well as the United States. Since many students are exposed to CT outside of school, we also discuss the current state of informal educational initiatives in the same set of countries.An important contribution of the report is a survey distributed to K-9 teachers, aiming at revealing to what extent different aspects of CT are already part of teachers' classroom practice and how this is done. The survey data suggest that some teachers are already involved in activities that have strong potential for introducing some aspects of CT. In addition to the examples given by teachers participating in the survey, we present some additional sample activities and lesson plans for working with aspects of CT in different subjects. We also discuss ways in which teacher training can be coordinated as well as the issue of repositories. We conclude with future directions for research in CT at school."
Computational Thinking in Music: A Data-Driven General Education STEAM Course,"Shafer, Jennifer and Skripchuk, James",2020,"This poster outlines the design and results of a course entitled ""Computational Thinking in Music."" The course teaches computational thinking principles as a general education objective to undergraduate students, using data-driven investigation to inform musical composition. Students compose a song to imitate an artist of their choice by analyzing data extracted from a corpus of crowd-sourced pop song transcriptions. Students learn principles of abstraction, decomposition, and algorithmic thinking; no coding experience is required. Quantitative and qualitative results indicate that students are learning and applying computational thinking principles. Since the course is designed and taught by a musician and is run in the music department, students also learn a significant amount of music theory and composition, including harmonic structures and harmonization principles, melodic organization, consonance and dissonance, aural analysis of formal structures and meter, and influence of rhythm and timbre to create desired sounds."
Computational Thinking in PreK-5: Empirical Evidence for Integration and Future Directions,Sin Valor,2022,Sin Valor
Computational Thinking in STEM Teaching: Preservice Teachers' Conceptualizations and Practices,"Wei, Wei and Ha, Jesse and Gomez, Kimberley and Ghosh, Anuradha",2024,"Within a two-year urban teacher residency program at [University], which focuses on training high school teachers to incorporate computational thinking (CT) into STEM education with an emphasis on equity, this study delves into how these preservice teaching residents (TRs) understood and applied CT in high school STEM settings. Based on our initial thematic content analysis of ten 30-minute artifact-based interviews, teachers' understanding and application of CT could be categorized in two ways: 1) One group of teachers showcased clear, explicit knowledge of CT and actively incorporated it into their instruction; 2) Another group, despite their evident understanding of CT, subtly and implicitly integrated CT into their teaching methods. Our findings suggest that while TRs may differ in whether they explicitly or implicitly integrated CT into their lesson plans, their comments suggest that they have foundational understandings and hold values that suggest they can build upon them. The TRs held definitional understandings of CT and had intentions to design and teach with CT integration, explicitly, or more commonly, implicitly. All of the TRs recognized opportunities in their lesson plans for teaching CT to students, which suggests the potential for more explicit integration in the future. These insights guide our subsequent efforts in teacher training, ensuring educators are equipped to weave CT into STEM lessons. Our findings contribute to a growing body of work that seeks to build strong preservice teaching practices, as they learn to translate CT knowledge into effective teaching practices while working towards higher levels of CT integration."
Computational Thinking in Secondary and Higher Education,Katalin Harangus and Zoltán Kátai,2020,"One of the most important challenges of education is the formation of proper computational thinking (CT). In line with K-12 Computer Science Framework (k12cs.org) the term of CT refers to the “thought processes involved in expressing solutions as computational steps or algorithms that can be carried out by a computer”. CT is a problem solving process essential to the development of computer applications, but it is also used in supporting problem solving across many other disciplines. It has gained some grounds in secondary education in the last few years and there are ongoing efforts to introduce it to elementary education as well. Taking into consideration that algorithms play a central role in computational thinking, the aim of our research was to assess the skills of secondary school students and university students in this area, CT, that they faced an apparently computer science – free task but with obvious algorithmic background. According to the aims of our research there were two target populations: secondary school students and university students. In order to measure the level of computational thinking we elaborated a worksheet (test with problems to be solved). The tasks contained algorithms that can be applied on computer, and they did not need any IT knowledge, only structured and logical thinking. The results provide a reliable guide regarding those cognitive skills, among secondary school-children and university students, which need improvement, so transfer of knowledge could work in practical, life-like situations."
Computational Thinking in Teacher Education,"Floyd, Lisa Anne",2020,"Teacher education programs are beginning to acknowledge the important role they play in preparing teachers to support students in the area of STEM, coding, Computational Thinking and robotics. As a result, new courses are being developed that connect research, pedagogy and technology within this nascent field. An example of this is Western University's Computational Thinking in Mathematics and Science Education course, which has been offered in year one of the Bachelor of Education program since 2015 and is part of the STEM cohort. Research has been conducted during each iteration of the course and subsequent adjustments were made in order to better serve the preservice teachers as well as respond to new insights in the field. The preservice teachers have completed at least one university degree, mostly in the areas of science or mathematics, prior to beginning their Bachelor of Education degree. This lightning talk presents highlights from the most recent version of the course following this iterative process of course design. The 36-hour course provides pre-service teachers with opportunities to explore hands-on-activities and theoretical-based approaches to Computational Thinking and pedagogy in grades 7-12, all within a blended learning context. The researchers will be further studying the pre-service teacher experience and are looking to provide recommendations for other preservice teacher education programs as well as in-service professional development programs."
