0,1,2,3
Development of an Open-Source Emotion-Based Adaptive Learning Support System using Computational Thinking Activities,"Herrero-\'{A}lvarez, Rafael",2023,This report summarizes the information related to a PhD project that aims to develop an Open-Source Emotion-Based Adaptive Learning Support System through Computational Thinking activities. This paper outlines the proposed objectives and provides an update on the progress made in research to date.
Does Musical Context Improve Computational Thinking Skills?,"Padhye, Harsh and Gibson, Rachel and Bull, Glen and Nguyen, N. Rich",2023,"The Make-To-Learn Lab at the University of Virginia developed TuneScope, a tool to facilitate computational thinking (CT) through music, to help democratize computer science education. Built upon the existing framework of Snap! (University of California, Berkeley), TuneScope leverages sound analysis, design, and music composition to engage novices with CT fundamentals. Existing research shows the benefits of using familiar contexts to teach CT, and TuneScope builds upon this with musical contexts. We have designed a course centered around the use of TuneScope to teach fundamentals of CT through music. In this paper, we investigate how students use TuneScope to develop sequential melodies, build chords, and sample recorded sounds while simultaneously learning fundamental programming principles such as algorithm design and abstraction. Using sentiment analysis, we demonstrate that students have had a largely positive experience in learning and grasping CT fundamentals throughout a diverse curriculum. As of today, the total enrollment of the course consists of over 45% female students with a 100% retention rate. TuneScope has also been accepted as an official Snap! library to be used by thousands of Snap! users worldwide."
Embracing Mathematical Conjecture Through Coding and Computational Thinking,"Castle, Sarah D.",2024,"Mathematics and computer science education have an intertwined history as proof undergirds both disciplines. This initial instrumental case study follows 16 different computational science students through a series of 8 linear algebra modules. Thematic analysis was used to highlight that when students learn mathematics through computation, opportunities for conjecture can be fostered alongside computational thinking."
Encouraging the Development of Computational Thinking Skills through Structured Dance Activities (Discussion Paper),"Fairlie, Fiona",2024,"This paper investigates whether aspects of structured dance and choreography may improve cognitive skills related to computational thinking. It also explores the relationship between performance on computational thinking tasks and motivation. Twenty participants,aged between 7 and 9 years old, undertook the Beginners Computational Thinking Test (BCTt) as a pre-test, took part in three dance related workshops then completed the BCTt as post-test and responded to an adapted version of the Intrinsic Motivation Inventory (IMI). Student performance on the BCTt improved significantly from pre-test to post-test for both boys and girls and seems generalised across the computational categories measured by BCTt. The study did not show a correlation between performance and motivation in girls but suggests that there may be some correlation between improvement in score and reported enjoyment in boys."
"Enhancing Computational Thinking with 3D printing: Imagining, designing, and printing 3D objects to solve real-world problems.","Grizioti, Marianthi and Kynigos, Chronis and Nikolaou, Maria-Stella",2024,"Printing 3D objects is exciting and engaging for young learners. However, how can this emerging technology benefit the development of skills, such as Computational Thinking (CT) and Design Thinking (DT), through a meaningful process of imagining, designing and tinkering with objects that could be used in real-world problems? Our knowledge is still limited, due to the complexity of designing 3D printable models from scratch with the existing digital tools. This paper discusses a web-based tool that enables learners to create and dynamically manipulate the behavior and properties of 3D printable models with high-level programming. This design aims to foster computational thinking, creativity, and design thinking skills as it focuses on the design process of the model, its behavior and its usage after printing. It also presents the results of a pilot study in which secondary school students engaged in a Design Thinking project for designing and printing sustainable everyday objects using this design. The study revealed new kinds of educational potential of 3D printing including the understanding of complex mathematical and CT ideas that were too complicated before, and the connection of CT practices with real-world problems through the implementation of a Design Thinking project with digital media."
Enhancing the Role of Computational Thinking in Primary and Secondary Education in Switzerland,"Arnold, Ruedi and Amstalden, Barbara and Bader, J\""{o}rg",2022,"Computational Thinking (CT) is a fundamental and important skill set in our world and should therefore be taught and practiced in school. In this poster abstract, we present our ongoing initiative on establishing CT as a fundamental and interdisciplinary contribution of Computer Science as a necessary component of general education and describe our aim to enhance the knowledge about it in Switzerland’s teacher communities. We give an outline of our planned activities and present first results from a field test in a Swiss high school with an original example of CT-tailored teaching material for the subject of logic."
Examining the Use of Computational Thinking Skills When Solving Bebras Tasks,"De Jong, Imke and Sichterman, Bo and Jeuring, Johan",2022,"Computational thinking (CT) is considered an essential problem-solving skill in the 21st century, and is receiving attention on different educational levels. To promote and assess students’ CT skills, so-called ’Bebras tasks’ (i.e. small tasks for problem solving in informatics) are created by experts in the field of CT. There has not been empirical research to determine to what extent and how CT skills are used while solving these tasks, however. This qualitative study bridges this gap by using the think-aloud method to examine the use of CT skills when solving Bebras. The results of this study can serve as a validation for the use of CT skills in solving Bebras tasks. This poster abstract introduces the background and setup of the study."
Examples of Culturally Responsive Teaching in Computational Thinking Curriculum,"Saito-Stehberger, Dana",2022,"Culturally Responsive Teaching (CRT) is a pedagogical strategy that aims to engage culturally and linguistically diverse students in the classroom, to validate and to empower them (Scott, Sheridan, &amp; Clark, 2014; Gay, 2010). Five commonly described aspects of culturally responsive instruction include: (1) helping students to value the perspectives of others, (2) affirming a sense of belonging, (3) validating students' cultural identities, (4) educating students about the diversity of the world around them,&nbsp; (5) supporting students to develop an awareness the impactful social structures.&nbsp; Research has shown repeatedly that CRT increases the academic success of ethnically diverse communities&nbsp; (Gay, 2018; Ladson-Billings, 1995). This talk will provide examples of how CRT has been incorporated into a Scratch-based, upper-elementary computational thinking curriculum that was developed specifically for English language learners. Learning activities include cultural content, diverse role models in the computer science field, and student reflection."
Exploring Computational Thinking Practices and Gestures in the Context of Matrix Math,"Zaman, Ulia",2023,Computational thinking (CT) is a unique skill set that can provide advantages not only in the field of computer science (CS) but also in other disciplines. There is potential benefit in incorporating CT practices in other subjects so students from interdisciplinary backgrounds can also gain CT skills and apply them in their respective disciplines. This study takes a look at how students from interdisciplinary backgrounds interact using gestures and use CT to understand matrix math concepts in a group setting. A mixed-methods analysis is used to gain insight into how students’ practice CT. Data collected from pre- and post- assessments measures students’ mastery level in matrix math concepts. Video data collected during the group activity shows students’ learning process. The results of this study provide a better perspective on how other disciplines are able to utilize CT and how CT learning can be implicitly taught in subjects other than CS.
Exploring Computational Thinking with Physical Play through Design,"Yu, Junnan and Hayden, Ronni and Roque, Ricarose",2023,"Physical play has often been leveraged to provide children with active and engaging learning experiences. However, coding activities are predominantly sedentary in front of the screen, and the application of physical play in Computer Science education is less explored, e.g., how can we engage in computational thinking (CT) through physical play? In this design-based exploration, we conducted three design activities where young children, college students, and researchers were invited to create physical play projects using the BBC micro:bit and reflect on their experiences. By examining participants’ projects and creating processes, we provide empirical evidence that remixing physical play activities with coding can engage learners in various CT concepts and practices, reveal how CT concepts and practices can be represented in physical play, and highlight implications for designing physical play-mediated computational learning experiences. Ultimately, we encourage more learning experiences to incorporate physical play into computing education for children."
Exploring Teachers’ PCK for Computational Thinking in Context,"Yeni, Sabiha and Grgurina, Natasa and Hermans, Felienne and Tolboom, Jos and Barendsen, Erik",2021,"There is growing attention for integrating Computational Thinking (CT) into various subjects across the K-12 curriculum with a concomitant increase of interest in investigating teachers’ pedagogical content knowledge (PCK) regarding CT. This study is part of a bigger project focusing on defining the learning trajectories for CT integration into the K-12 curriculum. In particular, the present study focused on eliciting the pedagogical content knowledge and attitude of teachers with respect to the integration of CT in various disciplines. To this end, we implemented six different case studies by integrating CT into six different subjects: science, traffic, language, biology, geography, and physics. Two primary and four secondary school teachers were involved in the study. After the lesson series was completed in schools, we conducted interviews with teachers to understand their PCK on CT integration, attitudes toward CT integrated lessons, and the barriers teachers faced during CT integrated lessons. Our results indicate that compared to standard instructional activities, students can go deeper and understand the subject content better in CT integrated lessons, also students can use the power of digital technologies to solve subject-related problems. On the other hand, teachers pointed out that students and teachers need to be more capable of technical knowledge and skills to accomplish tasks."
Factors That Predict K-12 Teachers' Ability to Apply Computational Thinking Skills,"Tagare, Deepti",2024,"Background and Objective. Teacher assessment research suggests that teachers have good conceptual understanding of CT. However, to model CT-based problem-solving in their classrooms, teachers need to develop the ability to recognize when and how to apply CT skills. Does existing professional development (PD) equip teachers to know when and how to apply CT skills? What factors should PD providers consider while developing trainings for CT application skills?Method. This retrospective observational study used a binomial regression model to determine what factors predict teachers’ probability of performing well on a CT application skills test.Participants. Participants of this study were 129 in-service K-12 teachers from a community of practice in India.Findings. Results show that teachers who have received at least one CT training, who have a higher teaching experience, and are currently teaching CT will have a higher probability of applying CT skills correctly to problems irrespective of the subject they teach and their educational backgrounds. However, receiving a higher number of CT PD trainings was a negative predictor of teachers’ performance.Implications. Implications for school administrators, professional development providers, and researchers are discussed. Teachers need ample opportunity to teach CT in their teaching schedules. Continuous professional development does not necessarily result in improved CT application skills unless careful consideration is given to the pedagogies used and to the resolution of misconceptions that teachers may have developed in prior training. Mixing plugged and unplugged pedagogical approaches may be beneficial to encourage transfer of CT application skills across different types of problems. Last, there is a need to develop valid and reliable instruments that measure CT application skills of teachers."
From Embodied Doing to Computational Thinking in Kindergarten: A Punctuated Motor Control Model,"Sinha, Ravi and Swanson, Hillary and Clarke-Midura, Jody and Shumway, Jessica F. and Lee, Victor R. and Chandrasekharan, Sanjay",2023,"We propose a motor control-based characterization of how computational thinking (CT) can emerge from embodied performance. The account is based on children's activity during a tangible coding task, and a mechanism proposed by cognitive and motor neuroscience studies. For the task, the child used navigational symbols (forward, backward, rotate right, rotate left) to program the movements of a tangible robot on a 2-D grid. We propose that the development of CT through this task can be understood in terms of “tool incorporation into the body schema.” To illustrate the proposed mechanism, we use video data from one of three teaching sessions, where a group of four kindergartners learned to code using Cubetto (a tactile screen-free grid-based robotic toy). We argue that learning the task (i.e. being able to control Cubetto to perform goal-oriented movements) is challenging because the CT task requires learners to bridge three distinct discontinuities (spatial, temporal, and representational), to achieve control over the robot. We hypothesize that learners and facilitators are likely to engage in moves (both epistemic and pedagogical) that help bridge these gaps, and thus support the incorporation of the robot and its controller into the body schema. We characterize two such moves and explicate how they might support the incorporation process. The study is part of a larger program of design-based research aimed at helping young children develop CT."
Gamified Virtual Reality for Computational Thinking,"Gerini, Lorenzo and Delzanno, Giorgio and Guerrini, Giovanna and Solari, Fabio and Chessa, Manuela",2023,"In Computer Science Education, coding activities are extremely important to teach younger students the basics of programming and computational thinking. To provide an immersive experience, in this paper, we propose VRCoding, a Virtual Reality (VR)-based block coding system. VRCoding can teach computational thinking in an immersive Virtual Reality environment, exploiting passive haptics to improve interaction and give tactile feedback to the users. Passive haptics is obtained using simple physics placeholders, i.e., textured parallelepipeds, that are tracked in real-time, and aligned with the coding blocks in VR.  
The system is tested on a group of secondary school users, performing simple coding exercises with a standard monitor-based block coding environment and with the proposed VRCoding block language. Results show positive feedback concerning the sense of presence and the user experience."
Gender Characteristics and Computational Thinking in Scratch,"Niousha, Rose and Saito, Daisuke and Washizaki, Hironori and Fukazawa, Yoshiaki",2023,"This study investigates the Computational Thinking skill differences among novice programmers in relation to gender. Block-based visual programming languages such as Scratch particularly benefit K-12 programmers because they learn how to code intuitively. Our study analyzed 124 (62 males, 62 females) Scratch projects on the Scratch website, categorized projects on the basis of each user's gender and project type, and compared their Computational Thinking scores. The results of this study suggest that project types preferred by males require more programming construct reflected in the Computational Thinking score than that of females. Because gender differences appear by project type, project type presumably influences the gender gap in scores."
"Geo-Computational Thinking in the Third Grade: Making Computational Thinking Truly ""For Everyone, Everywhere""","Hammond, Thomas C. and Oltman, Julia and Manfra, Meghan M.",2019,"The concept of computational thinking originated in the computer science community and has therefore focused on concepts and terminology drawn from that discipline. However, to make computational thinking an integrated, accessible concept within other parts of the K-12 curriculum, the concepts and terminology must be adapted to fit the new curricular context. We focus on elementary social studies, specifically a third grade geography lesson on absolute location using a teaching strategy of a scaffolded geocache. We present a selection of computational thinking elements, adapt them to social studies, and then organize them into a four-part heuristic: Data, Patterns, Rules, and Questions. Through this selection, adaptation, and sequencing, computational thinking can become a relevant and accessible integrated concept within the elementary social studies curriculum."
How is Computational Thinking Defined in Elementary Science?,"Pietros, Jennifer and Sweetman, Sara and Shim, Minsuk",2022,"Computational thinking (CT) is a foundational skill of computer science that all elementary students should have equitable access to for learning and engaging in throughout their day. For the integration of CT into science instruction to be successful, teachers need to be able to communicate clearly what CT is and how it is defined through precise language. The intention of this poster is to explore the meaning of CT at the elementary level through a critical review of literature, analysis of standards, value-mapping across multiple stakeholders, analysis of written responses from elementary teachers on a CT survey, and deep discussions of a Design-Based Implementation Research Team (DBIR). The data collected and analyzed from these sources was combined to develop a definition of CT that would support implementation of CT for elementary teachers."
Improvement of Computational Thinking skills through unplugged activities in Upper Secondary Education,"Benavides-Escola, Christian Andr\'{e}s and Mart\'{\i}n-Barroso, Estefan\'{\i}a and Zapata-C\'{a}ceres, Mar\'{\i}a and Rom\'{a}n-Gonz\'{a}lez, Marcos",2024,"The adoption of Computational Thinking (CT) in the educational worldwide curricula is progressively gaining importance from various perspectives. One particular approach, known as unplugged, does not require electronic devices and offers notable benefits as it is replicable and adaptable. Moreover, it serves to dismantle the misconception that computer science is exclusively confined to the digital realm. While both plugged and unplugged methodologies are recognized, further exploration of the unplugged approach is required, especially in Upper Secondary Education, where there is less evidence of its effectiveness. This paper presents a summary of a quasi-experimental study conducted with 11th grade students (approximately 16 years old) in a Spanish public high school. 57 students participated: 28 in the control group and 29 in the experimental group. The conducted research, based on a quantitative and experimental design, aimed to investigate the effectiveness of unplugged activities to improve CT abilities in Upper Secondary Education. The results indicated improved skills in the experimental group, suggesting the potential efficacy of unplugged methods in fostering CT abilities."
Improving Computational Thinking with Spatial Skills Development in Primary School,"Parkinson, Jack",2023,"Spatial skills frequently correlate with many measures of computing success, and indeed with wider STEM achievement. Spatial skills training has also been shown to improve computing outcomes at multiple institutions of higher education with first-year university students. However, there is a good chance that even though we can improve the spatial skills of undergraduate students to help them succeed at computing, many students will have already opted-out of computing learning pathways in school due to poor spatial skills. Using a spatialised maths curriculum, we intend to improve the spatial skills of primary school children aged 8–9 and investigate the effect on their computational thinking. With this poster, we would like to share our work so that others can consider deploying similar programmes, and to hear feedback from the CS education community on what other aspects and factors we should consider."
Inclusive Computational Thinking in Public Schools: A Case Study from Lisbon,"Pires, Ana Cristina and Rocha, Filipa and Guerreiro, Tiago and Nicolau, Hugo",2024,Sin Valor
Infusing Computational Thinking into a Computer Science Gateway Course,"Benkarroum, Younes and Azhar, Mohammad Q.",2024,"Computational thinking (CT) stands as a universal problem-solving approach applicable across diverse disciplines, transcending the domain of computer science. It embodies the mental process of structuring a problem to enable a computational solution feasible for both humans and machines. This methodology involves dissecting problems into smaller parts that are easier to understand and solve. This study delineates a meticulously designed series of CT activities within an introductory computer science course and explores their profound impact on student engagement and problem-solving proficiency. Our findings underscore the pivotal role of hands-on CT practice in augmenting students' ability to decompose problems, recognize patterns, and abstract complexities, and employ algorithms effectively. Notably, this infusion of CT not only cultivates theoretical understanding but also bridges the gap between conceptual knowledge and real-world application through the use of computational tools like Python programming. As CT continues to emerge as a cornerstone skill in diverse domains, this research presents compelling evidence advocating for its integration into introductory courses, laying a robust foundation for students to navigate the evolving technological landscape with enhanced problem-solving capabilities."
"Integrating Computational Thinking, Project-Based Learning, and Cultural Heritage for Rural Middle School Students","Dunbar, Kyle M. and Coenraad, Merijke and Iwatani, Emi",2025,"Based on work in an ongoing research-practice partnership, we share teacher-designed project-based learning (PBL) units that sought to integrate Appalachian heritage and CT. We offer reflections on the lessons learned in the design and implementation of PBL units in addition to making recommendations for future PBL units that integrate CT and cultural heritage. This work has implications for improving computing education in rural contexts and in PBL settings."
Integrating Making and Computational Thinking in Early Childhood Education: Preliminary Outcomes from a Teacher Trainer Workshop on Designing an Intervention,"Bahr, Tobias",2024,"In the context of educational equity and social participation in the modern technological world, future skills, including problem-solving, are increasingly important for children. Consequently, various projects have developed learning opportunities in Making and Computational Thinking to foster these skills in early childhood education (ECE). However, several literature reviews highlight a research gap concerning students' process-related competencies and the actual implementation of these learning opportunities by educators in kindergarten. In this context, an intervention that will be taught by kindergarten teachers was designed. This article reports on the design of an intervention incorporating Making and Computational Thinking for students aged 5 and 6, developed during a workshop with 12 experts in ECE, Making, and Computing Education."
Integration of computational thinking into English language arts,"Jacob, Sharin Rawhiya and Parker, Miranda C. and Warschauer, Mark",2022,"This paper describes the development and implementation of a yearlong integrated English Language Arts (ELA) and computational thinking (CT) curriculum that has been adapted to meet the needs of multilingual students. The integration of computational thinking into K-12 literacy instruction has only been examined in a handful of studies, and little is known about how such integration supports the development of CT for multilingual students. We conducted a qualitative case study on curricular implementation in a general education classroom with large numbers of students designated as English learners. Results from detailed field notes revealed that the strategic application of instructional practices was implemented in the service of building on students' existing literacy skills to teach CT concepts and dispositions. The CT and literacy framework put forth in this study can be used as an analytic framework to highlight how instructional strategies mobilize the existing literacy and CT resources of linguistically diverse students. Based on our findings, we discuss recommendations for future integrated ELA-CT curricula."
Interweaving Digital Literacy with Computational Thinking,"George-Reyes, Carlos Enrique and Rocha Estrada, Francisco Javier and Glasserman-Morales, Leonardo David",2021,"In the educational setting, consolidating computational thinking (CT) and digital literacy (DL) as two important skills for 21st- century professionals have become more important than ever. Nonetheless, scientific literature on both topics has rarely focused on developing frames of reference that offer incorporation of the interweaving of these skills. The objective of this document is to analyze and discuss the relationship between CT and DL in a framework where technology is used for education, with the end goal of designing a conceptual proposal that shows its common elements. The result is an initial proposal of interweaving that addresses skills such as abstraction (critical/cognitive-informational-communication), algorithm design (critical/cognitive-informational), and communication as common components, among others. We concluded that this proposal must be discussed, broadened, and considered as an initial reference framework for further analyses and delving into the topic."
Introducing Computational Thinking and Computer Science Instruction to Preservice Science and Math Teachers,"Guo, Meize and Yun, Minji and Israel, Maya",2025,"Despite widespread recognition of the importance of computer science (CS) education and an increased focus on computational thinking (CT) instruction in the U.S., there remains a significant shortage of qualified K-12 CS teachers. Preparing preservice teachers to teach CS is essential for ensuring a sustainable future for CS education. This experience report presents a CT/CS module initiative designed to prepare secondary preservice science and math teachers to teach CT/CS through an instructional methods course that integrates instructional practice within an elementary after-school program. This initiative employs the preservice teacher preparation framework that includes the observe-practice-reflect cycle. Within this framework, the preservice teachers began with incorporating unplugged lessons and then transitioned to robotics to teach CT/CS concepts. In this experience report, we detail the design and implementation of this CT/CS module initiative and share findings that revealed the preservice teachers' increased confidence, adaptations in lesson planning, and the challenges faced in teaching CT/CS. These takeaways aim to inspire and inform other teacher educators and practitioners working to prepare the next generation of CS teachers."
Introducing Computational Thinking at Vocational High Schools,"Simmonds, Jocelyn and Diaz, Constanza and Estay, Carlos",2023,"The Technovation Girls program (TG) is an after-school program, where teams of female school students follow a software ideation process to address one of the UN's Sustainable Development goals. Concretely, they prototype a mobile application which they later pitch to judges. The TG curriculum gives students the tools they need to carry out this challenge, with activities focusing on entrepreneurship, product ideation and pitching, as well as coding. Previous evaluations of this program have focused on student and mentor perceptions and attitudes, collected through surveys, observation, focus groups and interviews. In this paper, we evaluate the effect that the coding part of the TG curriculum has on students' computational thinking skills, specifically in Chile, where the TG curriculum was expanded to a year to account for differences in the school curriculum. Also, in this experience, the TG program was carried out during class hours, and at both single- and mixed-gender vocational high schools. We applied an existing computational thinking test to the 2020 cohort (approx. 1000 students), before and after participating in the program, analyzing the results by school, gender and age. We found a slight improvement in test scores, with a more positive effect in male students."
Investigating the Impact of Programming Activities on Computational Thinking and AI Literacy in Spanish Schools,"Moreno-Le\'{o}n, Jesus and Vasco-Gonz\'{a}lez, Margarita and Rom\'{a}n-Gonz\'{a}lez, Marcos and Robles, Gregorio",2024,"This article presents research conducted within the School of Computational Thinking and Artificial Intelligence (EPCIA in its original form in Spanish) project, an initiative developed by the Spanish Ministry of Education and Vocational Training during the 2020-21 academic year. The study investigated whether it is possible to contribute to the development of students’ computational thinking skills and artificial intelligence (AI) literacy through programming activities using the Scratch language and the Machine Learning for Kids platform. The study involved 133 teachers and more than 2,000 students, from 4th to 8th grade, with representation from 17 of the 19 Spanish regions. Students took a quantitative test on computational thinking and another on AI before and after the intervention, and teachers and students also took a questionnaire at the end of it. The results showed that: i) quantitative tests can be used to reliably measure, in terms of internal consistency, the level of development of computational thinking and AI literacy in the Spanish school population of these ages; ii) it is possible to develop students’ computational thinking skills and raise their level of AI literacy through programming activities; iii) the intervention contributed to demystifying the main prejudices regarding AI; iv) a gender gap was found in relation to previous knowledge and experiences with these topics. Overall, the study concluded that introducing the foundations of AI in primary and secondary education in Spain is appropriate, feasible, and relevant."
KnitxCode: Exploring a Craftsmanship-driven Approach to Computational Thinking,"S\o{}rensen, Marie-Louise Stisen Kjerstein and Fog, Bjarke Vognstrup and Musaeus, Line Have and Petersen, Marianne Graves",2022,"In recent years, computational thinking (CT) has focused on how children and citizens develop basic computing skills which empower them to participate in a digitised society and broaden participation and engagement with CT. We present the exploration of a craftsmanship-driven approach to engage people in CT. To explore this approach a team of knitters, a computer scientist and a computing education expert iteratively designed the KnitxCode workshop. KnitxCode utilises knitting in combination with CT concepts as the foundation for the activities. The workshop was evaluated by 12 participants with no programming experience and with knitting experience ranging from 2-25 years (M = 6). From the evaluation we found that the craftsmanship-driven approach seemed to provide the participants with confidence to learning CT, as shared concepts and practices between knitting and computing supported transitioning from knitting craftsmanship to computing and in this way served to demystify computing."
Learning Computational Thinking Efficiently: How Parsons Programming Puzzles within Scratch Might Help,"Bender, Jeff and Zhao, Bingpu and Dziena, Alex and Kaiser, Gail",2022,"Using a design thinking approach, we surveyed and interviewed grade 6-9 teachers on their experience with Scratch and Parsons Programming Puzzles (PPP). The results lead us to extend Scratch with gameful PPP functionality focused on individual computational thinking (CT) concepts. In this paper, we vary elements of PPPs presented to 624 adult learners to identify those yielding manageable cognitive load (CL), and maximum CT motivation and learning efficiency, for a general populace. Findings indicate PPPs with feedback and without distractors limit CL, those with feedback produce highest CT motivation, and those with an isolated block palette and without distractors produce highest CT learning efficiency. We analyze study data across nine conditions to offer insight to those developing PPP systems with the aim to advance equitable CT education for all."
Modeling of the System for Computational Thinking Automatic Assessment,"Masiulionyte-Dagiene, Vaida",2023,"The aim of the doctoral thesis is to model an automated computational thinking (CT) assessment system based on solving processes of the interactive tasks. Currently, a literature review and analysis has been carried out, which has shown that among current CT assessment tools most popular ones still remain different types of tests. A study, comparing the two computational thinking assessment tests has been conducted and it has been observed that using only the tests causes data loss as tests do not collect information on the solution processes. An experiment was carried out to collect and analyze action information while solving the task and using this data to extract the possible different solution methods of an interactive task."
Multiple Programming Languages for Improving Computational Thinking in CS1,"Lee, Dongeun and Hu, Kaoning and El Ariss, Omar and Kwon, Kibum",2023,"Computational thinking can be deemed as thinking in algorithmic way, with which one can transpose given problems into computer algorithms. Since computational thinking requires abstract reasoning, it should not depend on particular programming languages. Unfortunately, introductory programming courses (CS1) often give students false impression that their goals are to teach a particular programming language. This study shares the design of new pedagogy for CS1 that removes dependency on a particular language and promotes computational thinking by teaching multiple programming languages simultaneously. Specifically, chosen programming languages range from low-level to high-level to expose students to different levels of abstraction from the details of computer architecture. Initial student survey responses from both trial and control groups show that there are significant improvements for the trial groups."
Observing Computational Thinking Skills of Kindergarten Children,"Meyer-Baron, Larissa and Stieger, Ramona and Waldvogel, Bettina and Schumann, Nicole and Ruedisueli, Cornelia and Mayr, Franziska",2022,"Computational Thinking skills along with reading, writing, and calculating skills are basic skills for children’s future. Computational Thinking has much in common with problem-solving and creative thinking in general. With regard to Karl Popper ""all life is problem-solving"" [26], this contribution focuses on the common features of problem-solving and unplugged Computational Thinking, by using a special set of Computational Thinking tasks (INGA-Box). Choosing a mix of deductive and inductive approach, a classification scheme for observing the development of Computational Thinking in kindergarten was developed and evaluated with first datasets."
On Teaching Novices Computational Thinking by Utilizing Large Language Models Within Assessments,"Hassan, Mohammed and Chen, Yuxuan and Denny, Paul and Zilles, Craig",2025,"Novice programmers often struggle to develop computational thinking (CT) skills in introductory programming courses. This study investigates the use of Large Language Models (LLMs) to provide scalable, strategy-driven feedback to teach CT. Through think-aloud interviews with 17 students solving code comprehension and writing tasks, we found that LLMs effectively guided decomposition and program development tool usage. Challenges included students seeking direct answers or pasting feedback without considering suggested strategies. We discuss how instructors should integrate LLMs into assessments to support students' learning of CT."
OntoCnE &amp; Neuroeducation Guidelines: An approach to developing Computational Thinking,"Ara\'{u}jo, Cristiana and Henriques, Pedro Rangel and Cerqueira, Jo\~{a}o Jos\'{e}",2025,"Computer Programming (CP) is difficult to teach and learn. Many students who enroll in CP courses have difficulty learning to program, as they have deficits in problem-solving skills and are unable to understand abstract programming concepts. Some studies also state that teaching methods are often not the most appropriate as they are not personalized to each student’s needs and do not complement their learning styles. We believe that Computational Thinking (CT) can help alleviate the difficulties in learning to program, especially if it is developed from an early age. However, it is also crucial that teachers use effective methods to help their students develop CT skills. There are several Learning Resources (LR) (digital or paper format) to develop CT skills, however, we argue that Neuroeducation can contribute to improving the effectiveness of these LR in the teaching and learning process. The evidence about the brain’s learning process can be transformed into principles applicable in Education (Neuroeducation). To understand how we could train CT at various levels of education we built an ontology, OntoCnE, that describes the CT and CP domains. OntoCnE is composed of 3 layers that define: how to develop CT; which concepts should be taught at each level of education; and appropriate training materials. This paper aims to present a CT development approach based on this ontology together with Neuroeducation guidelines. The result of our research is the fourth layer for OntoCnE, which defines the Neuroeducation guidelines to characterize the materials. To illustrate our proposal, we will use LR PathIt as a case study. This approach can contribute to innovative and more efficient training of CT."
Professional Development in Computational Thinking: A Systematic Literature Review,"Espinal, Alejandro and Vieira, Camilo and Magana, Alejandra J.",2024,"This paper presents a systematic literature review of professional development programs in computational thinking (CT). CT has emerged as an essential set of skills that everyone should develop to participate in a global society. However, there were no pre-service or in-service teacher programs to integrate CT into the K–12 classrooms until very recently. Thus, it is important to identify how educators and researchers address the challenges to prepare the next generation of students and what gaps persist in the current literature. We review existing work in this field from two perspectives: First, we analyze the learning outcomes, assessment methods, pedagogical approaches, and pedagogical tools used in the professional development programs in CT. Second, we examine how these programs assess the teachers’ knowledge and skills as outcomes. We used the technological pedagogical and content knowledge (TPACK) framework to characterize existing literature and identify possible gaps in the preparation of pre-service and in-service teachers in CT. Our results suggest that (1) existing evidence is limited to developed countries; (2) many studies are only focusing on teachers understanding the concepts but do not explore how the participants evaluate or create learning activities; (3) no studies look into classroom observations as part of the program, which limits our understanding to how these programs work; and (4) most programs use block-based programming languages as the tool to develop student CT. While block-based programming languages are used for introductory training programs, students are often expected to transfer their learning to more professional programming languages."
Promoting Computational Thinking in Elementary School: A Narrative-Centered Learning Approach,"Boulden, Danielle and Smith, Andy and Cully, Kimkinyona and Houchins, Jennifer and Elsayed, Rasha and Hubbard Cheuoua, Aleata and Minogue, James and Oliver, Kevin and Ringstaff, Cathy and Mott, Bradford",2021,"One of the most efficient ways for elementary school students to gain exposure to computational thinking is when it is integrated into other disciplinary areas; however, elementary school teachers often lack the necessary resources to do this effectively. By leveraging the motivation force of narrative to engage students and the scaffolding affordances of block-based programming to support students, computationally-rich narrative-centered learning offers promise to address this need. In this work, we review design principles from prior work for engaging elementary students in computational thinking as well as results from initial pilot studies to investigate how computationally-rich narrative-centered learning in the context of science problem solving can support the integration of computational thinking into other disciplinary areas."
Resources for Computational Thinking: Co-designing with Teachers,"Mills, Kelly and Angevine, Colin and Weisgrau, Josh",2020,"Computational thinking (CT) has become a recent policy agenda in order for students to develop interest and foundational understanding in computing and preparation for an increasingly technological workforce. In order to integrate CT into K-12 education, teachers need professional support. The field has faced common challenges developing professional learning experiences and resources that facilitate the integration of computational thinking in authentic, equitable and sustainable ways. We have worked with a cohort of over eighty teachers from around the United States to co-design and pilot pedagogical resources for computational thinking. In this poster, we summarize our co-design process with teachers and share the resources we developed for computational thinking integration."
