0,1,2,3
"Children's Assessment of Co-design Skills: Creativity, Empathy and Collaboration","Van Mechelen, Maarten and Schut, Alice and Gielen, Mathieu and S\""{o}dergren, Antonia Clasina",2019,"This paper presents a co-design project in a school with 16 children ages 10 to 11 in which three learning goals were defined upfront: creativity, empathy, and collaboration. The first part of the paper demonstrates how these co-design skills were implemented through an iterative process of explanation, practice, reflection, and application. Based on the results of post-interviews and short questionnaires, the second part discusses children's assessments of these skills. Whereas children reported fluctuations in applying these skills, the findings show an overall positive trend towards the end of the project. In future work, these findings will be triangulated with observational data."
China's perspective from the viewpoint of computational thinking on CS1 for non-majors (abstract only),"Zhang, Ming and Li, Bo and Lo, Ginnie",2014,"A key challenge for the Chinese educational system is the development of a CS1 course for non-major college students that can meet the unique environment in our country. In mainland China, CS1 is required of all freshmen at their first semester, approximately 7 million freshmen per year. We have named this CS1 course ""Fundamentals of University Computer Science"" to reflect our ambitions to bring our students to the cutting edge of information technology and society. Over the past few years, many Chinese universities have advanced and experimented with their ideas for introducing computational thinking into CS1, one of the most important core courses. In this BOF session, we want share our ideas and concrete solutions and to engage in dialogue with our international colleagues in order to enrich and improve our approach. This BOF Session is sponsored by the ACM China Subcommittee on Education."
CloudDB: Components for exploring shared data with MIT app inventor,"Lao, Natalie",2017,Sin Valor
Co-de: an online learning platform for computational thinking,"Van de Staey, Zimcke and Verlinde, Tobias and Demoen, Bart and Martens, Bern",2018,"Computational thinking (CT) has gained wide recognition as an important K-12 educational goal, initially in the context of computer science (CS), and more recently also beyond CS. The development of CT teaching materials and approaches is therefore of prime importance. Here, an online learning platform for CT, named Co-De, is presented. It addresses five major aspects of CT explicitly, in the context of a variety of computational problems. Students using Co-De, work through classes, individually or in teams, doing a mixture of unplugged and online exercises and quizzes, as well as some programming. Teachers can fine-tune the default Co-De learning paths to cater for their specific groups of students and/or specific learning goals. Co-De is implemented on top of the open-source learning platform Moodle. It can be used directly at a central server, or a customised version can be installed and used locally."
Co-Designing Machine Learning Apps in K–12 With Primary School Children,"Toivonen, Tapani and Jormanainen, Ilkka and Kahila, Juho and Tedre, Matti and Valtonen, Teemu and Vartiainen, Henriikka",2020,Sin Valor
COCONATS: Combining Computational Thinking Didactics and Software Engineering in K-12,"Colombi, Alessandro and Fronza, Ilenia and Pahl, Claus and Basso, Demis",2018,"We report the status of the pre-experimental phase of a project called ""Combining Computational Thinking Didactics and Software Engineering in K-12"" (COCONATS), which aims at combining computational thinking and software engineering didactics in order to facilitate the acquisition of software engineering principles in K-12, while promoting the development of life-skills."
CodaRoutine: A Serious Game for Introducing Sequential Programming Concepts to Children with Autism,"Elshahawy, Menna and Aboelnaga, Khaled and Sharaf, Nada",2020,Sin Valor
Code and tell: assessing young children's learning of computational thinking using peer video interviews with ScratchJr,"Portelance, Dylan J. and Bers, Marina Umaschi",2015,"In this paper, we present a novel technique for assessing the learning of computational thinking in the early childhood classroom. Students in three second grade classrooms learned foundational computational thinking concepts using ScratchJr and applied what they learned to creating animated collages, stories, and games. They then conducted artifact-based video interviews with each other in pairs using their iPad cameras. As discussed in the results, this technique can show a broad range of what young children learn about computational thinking in classroom interventions using ScratchJr than more traditional assessment techniques. It simultaneously provides a developmentally appropriate educational activity (i.e. peer interviews) for early childhood classrooms."
Code Bits: An Inexpensive Tangible Computational Thinking Toolkit For K-12 Curriculum,"Goyal, Sidhant and Vijay, Rohan S. and Monga, Charu and Kalita, Pratul",2016,"The extensive research in the domain of computational thinking has identified itself as one of the critical skills that needs to be a part of regular K-12 curriculum. However, most of the tangible computational thinking toolkits that are being developed are bulky and expensive to be deployed in classroom environments. In this paper we present Code Bits, a paper based tangible computational thinking toolkit that is inexpensive, portable and scalable. The students create programs using the tangible paper bits on any flat surface and use the Code Bits mobile application to process the code, which runs on any android device with a camera and uses augmented reality based games to improve the computational thinking skills of the students. The toolkit has been designed in way so as to promote collaboration amongst students."
Code puzzles - Robot Chronicle,"Nikaido, Breeana and Ventura, John",2016,Sin Valor
"Code, Connect, Create: The 3C Professional Development Model to Support Computational Thinking Infusion","Jocius, Robin and Joshi, Deepti and Dong, Yihuan and Robinson, Richard and Catet\'{e}, Veronica and Barnes, Tiffany and Albert, Jennifer and Andrews, Ashley and Lytle, Nicholas",2020,"Despite the increasing attention to infusing CT into middle and high school content area classrooms, there is a lack of information about the most effective practices and models to support teachers in their efforts to integrate disciplinary content and CT principles. To address this need, this paper proposes the Code, Connect and Create (3C) professional development (PD) model, which was designed to support middle and high school content area teachers in infusing computational thinking into their classrooms. To evaluate the model, we analyzed quantitative and qualitative data collected from Infusing Computing PD workshops designed for in-service science, math, English language arts, and social studies teachers located in two Southeastern states. Drawing on findings from our analysis of teacher-created learning segments, surveys, and interviews, we argue that the 3C professional development model supported shifts in teacher understandings of the role of computational thinking in content area classrooms, as well as their self-efficacy and beliefs regarding CT integration into disciplinary content. We conclude by offering implications for the use of this model to increase teacher and student access to computational thinking practices in middle and high school classrooms."
CodeAttach: Engaging Children in Computational Thinking Through Physical Play Activities,"Yu, Junnan and Zheng, Clement and Tamashiro, Mariana Aki and Gonzalez-millan, Christopher and Roque, Ricarose",2020,"Many toys and kits have been developed to help cultivate computational thinking in young children in the past decade. However, a majority of these kits ask children to move a robot/character around a limited space, constraining what could otherwise be generative and creative learning experiences into pre-defined activities and challenges with uniform outcomes. How can we expand what children can program and how they can create code? In this work, we present CodeAttach, a learning kit designed to engage young children in computational thinking through physical play activities. CodeAttach consists of three parts: (1) an interactive hardware device, (2) a mobile application to program the device, and (3) supporting materials for different play activities. With CodeAttach, children can attach the device to the supporting materials or other everyday objects to create their own props for physical play. The device offers different inputs and outputs and supports children to change the rules of existing physical activities or create new activities by programming this device. We outline the principles guiding the design of CodeAttach, its initial development process, and insights from early playtest with young kids and expert researchers."
CodeFruits: Teaching Computational Thinking Skills Through Hand Gestures,"Goyal, Sidhant and Chopra, Simran and Mohanan, Dileep",2017,"Researchers in the past have explored several interactive tools and techniques to teach students abstract concepts of programming and computational thinking. They have explored playful and collaborative way to do so which includes text-based, visual or tangible programming toolkits. In CodeFruits, we are exploring hand gestures as an input interaction mechanism. These hand gestures represent different elements of programming languages such as functions and parameters. We have developed a gesture based interactive game which implicitly helps K-12 students to learn abstract concepts of computational thinking and write a computational code in an easier, playful and engaging way."
CodeNC: Integrating Computational Thinking into K-12 Instructional Activities using Animated Videos,"Nguyen, N. Rich and Poliakova, Iuliia and Meduri, Sahithi and Hutcheson, Joshua and Ke, Ryan",2019,"Increasing the representation of minorities in computer science (CS) has become a national priority. One of the many reasons minority students nationwide choose not to study CS is that they often lack mentors and role models to encourage them early in their learning. In her seminal article, Jeannette Wing argues that computational thinking (CT) is an emerging essential skill that should become an integral part of K-12 education. However, a big issue facing this initiative is that many K-12 teachers find themselves lack (1) relevant materials, (2) systematic training, and (3) a supportive community. The democratization of media, such as photos and videos, has provided a great variety of options to educate a broad audience on myriad topics. In this poster, we will describe the challenges and successes of using animated videos including its beauty, soundness, and utility as critical elements in establishing a strong CT comprehension while engaging K-12 teachers in a non-threatening way. Using a process of iterative design, we have found ways to integrate CT concepts in six non-CS disciplines in the K-12 curriculum. The teachers who have collaborated with us respond positively that this design approach provides them with a greater comprehension of the CT concepts while giving them exciting instructional activities. Therefore, this poster may be of interest to any CS educator who wishes to improve the engagement of K-12 teachers while sustaining a CT training program at their institution."
CodePlus — Designing an after school computing programme for girls,"Sullivan, K. and Byrne, J. R. and Bresnihan, N. and O'Sullivan, K. and Tangney, B.",2015,Sin Valor
Coding as a Self-Expression Tool,"Ben-Ari, Avia and Levinson, Tess Gavrielle and Umaschi Bers, Marina and Rosenberg-Kima, Rinat B.",2023,"This lighting talk discusses the potential for using coding as a new means of self-expression. Coding has been identified as a key 21st-century skill, and as such, it is expected to be vastly acquired already in the early ages of formal education. Coding is a language that adheres to a system of symbols and rules, which, when combined, convey meaning. This postulation has led a few scholars to sustain that coding is a language functioning like any other language. Thus, coding might enable its coders to produce expressive artifacts, similarly to any other natural language, potentially offering a new form of creative writing in the 21st century. A celebrated use of creative writing is in the field of emotional therapy. Writing has been proven an efficient tool in both clinical and non-clinical populations. Nevertheless, despite its effectiveness, some populations are deprived of the great benefits creative writing may enable. Among these are children who do not know how to read and write, as well as adults who struggle with expressive writing. Therefore, we suggest a way for expanding the boundaries of coding to the field of self-expressive writing. We believe that apart from promoting its acquisition as an essential tool in the 21st century, knowing coding at an early age may also endorse general well-being, offering a new, somewhat more reachable, means of self-expression."
"Coding as another language: computational thinking, robotics and literacy in first and second grade","Bers, Marina Umaschi and Govind, Madhu and Relkin, Emily",2022,"This paper explores the integration of coding, CT and literacy by describing a study conducted with first and second grade classrooms in Norfolk, Virginia. A total of 667 students and 57 educators from eight elementary schools, as well as 181 students from two comparison schools participated in a curriculum called Coding as Another Language (CAL) that utilizes KIBO robotics, a developmentally appropriate kit which does not require keyboards or screens. CAL positions the teaching of programming as a symbolic system of representation, a tool for creative expression and communication. Thus, research questions regarding the relationship between students' coding and CT outcomes and their literacy skills were explored, as well as teachers' reactions to the experience, in particular regarding the integrating of teaching computer science and literacy in the early grades. Participation in the CAL-KIBO curriculum was associated with improvement in coding and unplugged CT skills. Baseline literacy skills were related to students' acquisition of CT skills. For example, students who had higher literacy scores at the beginning of the term were more successful in CT tasks. Furthermore, although teachers varied in their perceptions of integrating coding and CT with literacy, our findings suggest that these disciplines may share some cognitive and pedagogical overlap that has yet to be extensively explored in the early computing education field."
Coding or Hacking? Exploring Inaccurate Views on Computing and Computer Scientists among K-6 Learners in Chile,"Gutierrez, Francisco J. and Simmonds, Jocelyn and Casanova, Cecilia and Sotomayor, Cecilia and Hitschfeld, Nancy",2018,"Advancing computational thinking in elementary education has been rapidly gaining attention due to the prospective of developing 21st century skills. However, interventions in this domain risk failure if they do not explicitly address the particular socio-cultural traits of the deployment scenario. This is the case in most countries of Latin America, where computing has not reached a sustainable penetration in K-12 education. In order to bridge this gap, we designed a one-week workshop for advancing computational thinking targeted to 10-12 years old Chilean students with no prior experience in programming. This paper describes our intervention and presents the results of a qualitative study analyzing positive and negative aspects of the experience. Although most participants effectively acquired basic programming skills by the end of the intervention, we also identified several inaccurate views on computing and computer scientists. For instance, computing was mostly perceived as a set of informal experiences rather than a way for enabling creation, automation, and work. The word ""hacking"" appears to be used as a metaphor for more technical terms, such as ""programming"" or ""algorithm"". Finally, negative stereotypical views of computer scientists resulting from the intervention were not as frequent as initial perceptions. These results provide fresh evidence on how to design, adapt, and evaluate computational thinking interventions targeted to K-6 students in Latin America."
Coding Together: On Co-located and Remote Collaboration between Children with Mixed-Visual Abilities,"Rocha, Filipa and Correia, Filipa and Neto, Isabel and Pires, Ana Cristina and Guerreiro, Jo\~{a}o and Guerreiro, Tiago and Nicolau, Hugo",2023,"Collaborative coding environments foster learning, social skills, computational thinking training, and supportive relationships. In the context of inclusive education, these environments have the potential to promote inclusive learning activities for children with mixed-visual abilities. However, there is limited research focusing on remote collaborative environments, despite the opportunity to design new modes of access and control of content to promote more equitable learning experiences. We investigated the tradeoffs between remote and co-located collaboration through a tangible coding kit. We asked ten pairs of mixed-visual ability children to collaborate in an interdependent and asymmetric coding game. We contribute insights on six dimensions - effectiveness, computational thinking, accessibility, communication, cooperation, and engagement - and reflect on differences, challenges, and advantages between collaborative settings related to communication, workspace awareness, and computational thinking training. Lastly, we discuss design opportunities of tangibles, audio, roles, and tasks to create inclusive learning activities in remote and co-located settings."
Coding Training Proposal from Kindergarten to High School,"Benetti, Elisa and Mazzini, Gianluca",2021,Sin Valor
Coding with Minecraft: The Development of Middle School Students’ Computational Thinking,"Kutay, Emine and Oner, Diler",2022,"The purpose of this study is to examine the role of Minecraft-based coding activities on computational thinking (CT) of middle school students. In the study, CT was conceptualized so that it encapsulates not only the knowledge of computational concepts (e.g., loops and conditionals) but also the use of CT practices (e.g., testing and debugging). Data were collected using a combination of knowledge of computational concepts tests, the Minecraft-based coding artifacts, and one-on-one student interviews focusing on the processes of developing computational artifacts. The participants were 20 fifth-grade middle school students from a low-income public school with very limited (if none) formal computer programming experiences before the study. The Minecraft-based coding activities were designed and implemented as an instructional program to last 6 weeks. The results of the study showed a statistically significant increase in students’ knowledge of computational concepts. Based on the analysis of the students’ final coding artifacts, we identified that students mostly used the concepts of sequences, events, loops, and parallelism correctly, whereas variables, operators, and conditionals appeared to be the least successfully used concepts. The qualitative analysis of the artifact-based interviews showed that students employed the CT practices of testing and debugging most of the time while developing an artifact through coding. In contrast, the least resorted CT practice appeared to be reusing and remixing."
CodyColor: Design of a Massively Multiplayer Online Game to Develop Computational Thinking Skills,"Klopfenstein, Lorenz Cuno and Delpriori, Saverio and Maldini, Riccardo and Bogliolo, Alessandro",2019,"Computational thinking and coding-based problem solving are increasingly seen as crucial cross-disciplinary skills and an important part of a well-rounded education. Coding games and problem solving exercises have been growing in popularity. Many large-scale initiatives have been launched in order to bring these initiatives into classrooms, from preschool to secondary education. CodyColor is a simplified coding game, which takes basic programming instructions representing movements (""turn left"" and ""turn right"") and represents them with color blocks. In contrast to most other coding games, color-coded programming relies on no symbolic interpretation on part of the player in order to be approachable by very young players as well. We present a massively multiplayer online version of CodyColor, discuss design and implementation specifics, and enumerate some of the possible game modes."
COEDU-IN Project: an inclusive co-educational project for teaching computational thinking and digital skills at early ages,"González-González, Carina S. and Caballero-Gil, Pino and García-Holgado, Alicia and García-Peñalvo, Francisco J. and Molina, Jezabel and del Castillo-Olivares, José M. and San Juan, Bernardo Candela and Cuesta, Sara García and Perdomo, Inmaculada and Caballero-Gil, Cándido and Gutíerrez-Vela, Francisco and Paderewski, Patricia and Holz, Verónica Violant and Iranzo, Rosa Gil and Ramos, Sofía",2021,Sin Valor
Cognitive Correlates of Computational Thinking: Evaluation of a Blended Unplugged/Plugged-In Course,"Tsarava, Katerina and Leifheit, Luzia and Ninaus, Manuel and Rom\'{a}n-Gonz\'{a}lez, Marcos and Butz, Martin V. and Golle, Jessika and Trautwein, Ulrich and Moeller, Korbinian",2019,"Coding as a practical skill and computational thinking (CT) as a cognitive ability have become an important topic in education and research. It has been suggested that CT, as an early predictor of academic success, should be introduced and fostered early in education. However, there is no consensus on the underlying cognitive correlates of CT in young elementary school children. Therefore, the present work aimed at (i) assessing CT and investigating its associations to established cognitive abilities, and (ii) evaluating a newly developed CT course for elementary school children.As such, 31 7-10-year-old children took part in 10 lessons of a structured CT course. The course aimed at introducing and fostering CT concepts in both unplugged and plugged-in ways, incorporating life-size board games, Scratch, Scratch for Arduino, and Open Roberta programming environments. In a pre-/post-test design, we assessed several cognitive abilities using standardized tests on nonverbal-visuospatial and verbal reasoning abilities, numeracy, as well as short-term memory, and measured CT using an adapted version of the only existing validated test CTt, to accommodate it to the younger sample.We identified significant associations between CT and nonverbal-visuospatial reasoning, as well as different aspects of numeracy (e.g., fact retrieval and problem completion). In line with recent theoretical accounts and empirical investigations for other age groups, these findings specify the underlying cognitive mechanism of CT in elementary school. Moreover, our results indicated that students were able to specifically improve their CT abilities through the course, as assessed by the adapted version of the CTt."
Collaboration and Computational Thinking: A classroom structure,"Worrell, Benjamin and Brand, Catharine and Repenning, Alexander",2015,Sin Valor
Collaborative Approaches for Effective and Sustainable Integration of Computational Thinking Educational Strategies,"Paludo, Giulia and Montresor, Alberto",2024,Sin Valor
Collaborative Game-Based Environment and Assessment Tool for Learning Computational Thinking in Primary School: A Case Study,"Zapata-C&#x00E1;ceres, Mar&#x00ED;a and Mart&#x00ED;n-Barroso, Estefan&#x00ED;a and Rom&#x00E1;n-Gonz&#x00E1;lez, Marcos",2021,Sin Valor
Collaborative teaching of globally distributed software development: community building workshop (CTGDSD 2011),"Faulk, Stuart and Young, Michal and Weiss, David and Yu, Lian",2011,Sin Valor
Combining Abstract Tasks and Haptic Material to Foster Computational Thinking in Computer Science Students,"B\""{o}ttcher, Axel and Thurner, Veronika",2023,"Students of Computer Science often struggle with the abstract nature of the content of their studies, especially in the student entry phase. This is partly due to the fact that on the one hand, many first year students possess only moderate abstract thinking skills, while on the other hand, Computer Science lecturers often take the existence of abstract thinking skills for granted, as they themselves are well versed in this area. To bridge this gap and foster the students’ abstract thinking skills, we employ haptic material to make abstract tasks and the corresponding solution processes more tangible. This supports the development of abstract thinking skills, and at the same time helps to actively engage students in our classes on software development. In this paper we describe our experiences with active classroom learning units based on haptic materials, as part of our inverted classroom teaching."
Combining Block-Based Programming and Hardware Prototyping to Foster Computational Thinking,"Fronza, Ilenia and Corral, Luis and Pahl, Claus",2019,"The promotion of Computational Thinking principles at different levels of education enables the development of practical competencies for software development. Several off-the-shelf technologies exist to promote computational abilities with the support of block-based programming and working hardware. However, in some contexts, a significant limitation is the complexity and costs that carry the acquisition and implementation of working hardware such as Educational Robots. In this paper, we discuss a strategy to reinforce the learning of Computational Thinking (CT) skills by providing an analogous method to Educational Robots. We offer an affordable solution to assist high school students to build a CT-based software/hardware integrated solution. We executed this strategy in a coding bootcamp where students were required to design and implement an algorithm, and illustrate its execution in software and hardware. The proposed exercise delivered the expected results engaging students to ideate the solution of a problem, implement an algorithm, and create a physical demonstration of it."
"Combining cognitive, semiotic and discourse analysis to explore the power of notations in visual programming","Ferreira, Juliana J. and de Souza, Clarisse S. and de Castro Salgado, Luciana C. and Slaviero, Cleyton and Leitão, Carla F. and Moreira, Fábio de F.",2012,Sin Valor
Combining Computational Thinking and Chibitronics and Makey Makey to Develop a Social Story Teaching Aid System to Improve Social Reciprocity and Emotional Expression Skills for Autistic Children,"Li, Xin-Zhu and Kang, Xin",2021,"This study is aimed to teach autistic children to learn social reciprocity and emotional expression through social stories, and build a social story teaching aid system with the aid of sequential computational thinking as learning strategy as well as Chibitronics and Makey Makey. This system can make autistic children to learn situational content from social stories, understand the social stories through computational thinking and arrange corresponding sequential structure. In this study, we recruited three 9 year-old autistic children, carried out teaching experiments four times and observed their behavior for story plot. It showed that technical teaching aid can improve autistic children's learning motivation and interests and provide them with contextual cue of social situation, helping build their social recognition and social reciprocity into social situation and their social reciprocity skills. I believe that autistic children can improve their social reciprocity and emotional expression skills with the help of sequential computational thinking and social teaching aid system designed with Chibitronics and Makey Makey."
Combining Data-Driven Models and Expert Knowledge for Personalized Support to Foster Computational Thinking Skills,"Lall\'{e}, S\'{e}bastien and Yal\c{c}\i{}n, \""{O}zge Nilay and Conati, Cristina",2021,"Game-Design (GD) environments show promise in fostering Computational Thinking (CT) skills at a young age. However, such environments can be challenging to some students due to their highly open-ended nature. We propose to alleviate this difficulty by learning interpretable student models from data that can drive personalization of a real-world GD learning environment to the student’s needs. We apply our approach on a dataset collected in ecological settings and evaluate the ability of the generated student models at predicting ineffective learning behaviors over the course of the interaction. We then discuss how these behaviors can be used to define personalized support in GD learning activities, by conducting extensive interviews with experienced instructors."
Combining Montessori Pedagogy and Computing Education: First Insights from a Systematic Literature Review,"Greifenstein, Luisa and Hanusch, Adrian",2024,"Montessori pedagogy has a comparatively long tradition of more than 100 years while CS education still is an innovative and future-oriented discipline. Montessori pedagogy is in particular known for its material and accompanying methods, criteria and learning theory. A combination with CS education could therefore advance it towards creating material that allows for self-empowerment of learners in a constructionist way that is also prevalent in current CS education and its research. We therefore conducted a systematic literature review and identified 34&nbsp;papers. First results show that there is a focus on programming and while all educational levels are included, there is a slight tendency towards primary school education. When looking at the specific mentions of the Montessori pedagogy, it is mostly used as a source of inspiration for, for example, creating CS teaching material. Within the results, first conclusions are drawn and finally, future work is suggested."
Combining STEM Education and Equity for Greater Impact in Late K-6 Classrooms,"Schifferle, Tobias M. and Kollegger, Nina",2024,"We present CYBATHLON @school, which aims to foster interest in STEM subjects among primary school students and promote empathy for people with disabilities. The initiative, in collaboration with various educational institutions, has developed three scalable modules that allow students to engage in interactive experiences, such as an interactive video, experimenting with prosthetic devices, and programming a mini wheelchair under the guidance of ETH students and ambassadors with a disability. The effectiveness is being assessed through an RCT, with preliminary results showing high levels of student, teacher and parent satisfaction."
Comparing computational thinking development assessment scores with software complexity metrics,"Moreno-León, Jesús and Robles, Gregorio and Román-González, Marcos",2016,Sin Valor
Comparing computational thinking skills of engineering students in urban and rural areas of Peru,"Nunez, Nicolas A. and Cornejo-Meza, Giuliana and Sánchez, Sandro A.",2020,Sin Valor
Comparing K-8 Computing Education Implementations Between South Africa and Sweden,"Lee, Michael J. and Lang, Annie and Ferwerda, Bruce",2025,"Recently, the governments of South Africa and Sweden have mandated that the youth in their respective countries receive compulsory computing education. In this study, we explored how in-service teachers in these countries learned about and taught coding to their students. Moreover, we asked students from these respective countries to report on their prior coding experience, and had them take two coding-related tests. Speaking with six teachers (3 from each country) and surveying 96 students (47 from South Africa and 49 from Sweden), we discovered several interesting results. Teachers from both countries used similar online resources to learn coding themselves. However, teachers from South Africa preferred to provide their students with direct, concrete experiences with coding using existing physical and online resources. Their counterparts in Sweden preferred to teach their students abstract concepts, integrated into other topic areas. However, regardless of the type of instruction, students from both countries did equally well on validated tests measuring their understanding of coding concepts. These results highlight each countries' teachers' dedication and effectiveness in adapting materials for their students, and the students' receptiveness and measurable learning outcomes attributed to these methods."
Comparing Outcomes Across Different Contexts in CS1,"Maxwell, Bruce A. and Taylor, Stephanie R.",2017,"Context-based CS1 courses focusing on Media Computation, Robotics, Games, or Art have been shown to improve outcomes such as retention and gender balance, both important factors in CS education. Colby College has offered a Visual Media focused CS1 course since 2008, and in response to faculty and student feedback, we expanded our curriculum to include a second context-based CS1 course focused on Science applications. Our goal was to have completely different projects but teach the same fundamental concepts. In order to measure whether students in each version were learning the same concepts, and to reduce confounding factors, the same professors co-taught both versions of CS1 and students completed the same homework, quizzes, and final exam. Our analysis of the quiz, final exam, and final overall performance showed no statistically significant difference by context or by gender. There was also no difference by context or gender in whether students took additional CS courses in the following two semesters. Furthermore, as a percentage of the students eligible to take the next offering of CS2, Data Structures and Algorithms, 48% of the students in these two offerings of CS1 registered for CS2, with no significant difference between contexts. Our conclusion is that we were successful in achieving similar outcomes, and the benefits of context-based CS1 courses, in both the Visual Media and Science versions of the course."
Comparing Pre-tertiary Curricula to Investigate the Timing of Computing Exposure,"Varoy, Elliot and Lee, Kerry and Luxton-Reilly, Andrew and Giacaman, Nasser",2021,"A comprehensive understanding of computing has become a necessary skill for students in an increasingly digital world. Consequently, many countries around the world have updated their national pre-tertiary curriculum to include the topic of computing. However, the structure and presentation of these curricula varies greatly. This makes it difficult to compare the timing that students are exposed to computing and as a result, increases the difficulty for producing effective and well-timed educational resources that are relevant for varying implementations. This research investigates the structure of international computing curricula, identifying and comparing the timing that students are exposed to computing. This will better inform researchers and resource developers about where and when their interventions are most applicable. This will also provide valuable insights for the creation of future computing curricula, by informing curriculum designers about the perspectives of various curricula and the most common approaches they have taken."
Comparing the effects of robots and IoT objects on STEM learning outcomes and computational thinking skills between programming-experienced learners and programming-novice learners,"Hu, Chih-Chien and Tseng, Hsiao-Ting and Chen, Ming-Hsien and Goh Phaik Imm, Alexis and Chen, Nian-Shing",2020,Sin Valor
Comparison between the use of pseudocode and visual programming in programming teaching: An evaluation from scratch tool,"Rezende, Críscilla M. C. and Bispo, Esdras L.",2018,Sin Valor
Comparison of the learning curve and adaptive behavior from kids to adults using computational thinking with Block-Programming to Technology Enhanced Learning,"Moreno-Vera, Felipe and León-Vera, Leonardo and Moreno-Motta, Juan and Guizado-Vasquez, Juan and Vera-Panez, Michael",2019,Sin Valor
Competency based IT experienes,"Li, Chengcheng and Said, Hazem and Michael, Rebekah and Johnson, Marcus and Meyer, Helen",2016,Sin Valor
"Complex Problem Solving as a Construct of Inquiry, Computational Thinking and Mathematical Problem Solving","Pedaste, Margus and Palts, Tauno and Kori, Külli and Sõrmus, Maarja and Leijen, Äli",2019,Sin Valor
"Comprehending Code: Understanding the Relationship between Reading and Math Proficiency, and 4th-Grade CS Learning Outcomes","Salac, Jean and Thomas, Cathy and Twarek, Bryan and Marsland, William and Franklin, Diana",2020,"As many school districts nationwide continue to incorporate Computer Science (CS) and Computational Thinking (CT) instruction at the K-8 level, it is crucial that we understand the factors and skills, such as reading and math proficiency, that contribute to the success of younger learners in a computing curriculum and are typically developed at this age. Yet, little is known about the relationship between reading and math proficiency, and the learning of key CS concepts at the elementary level. This study focused on 4th-grade students (ages 9-10) who were taught events, sequence, and repetition through an adaptation of the Creative Computing Curriculum. While all students benefited from access to such a curriculum, there were statistically-significant differences in learning outcomes, especially between students whose reading and math proficiency are below grade-level, and students whose proficiency are at or above grade-level. This performance gap suggests the need for curricular improvement and learning strategies that are CS specific for students who struggle with reading and math."
Computation and Computational Thinking,"Aho, Alfred V.",2012,Sin Valor
Computational Creativity Exercises for Improving Student Learning and Performance: (Abstract Only),"Soh, Leen-Kiat and Ingraham, Elizabeth and Shell, Duane F.",2018,"In this workshop, we will introduce you to a suite of Computational Creativity Exercises (CCEs) that have been shown to significantly improve student learning and achievement in introductory and advanced CS courses. CCEs address core aspects of computational thinking while exposing students to creative thinking skills, and can be adapted for use in your own courses. Activities such as writing a story in separate chapters and then merging the chapters to form a coherent whole, creating quilt-like patterns with written descriptions, or designing testing strategies for an alien health machine require students to apply computational thinking to unorthodox contexts and situations promoting creative application of CS knowledge and skills. CCEs are group-based, promote active learning, and are designed to foster collaborative problem solving necessary in today's workplace. They require no programming experience making them accessible to students including those with limited CS background and those with interests in non-CS disciplines, which can encourage more diverse participation in computing. Engage in a hands-on demo of a CCE and learn how to adapt CCEs for use in your classes, including technical support from the IC2Think Project team. Learn about the rigorous research studies behind the development, design and administration of these CCEs, including the instruments we used to evaluate the CCEs. Workshop session will include ""how-to"" presentations, panel-based Q&amp;A, breakout group discussions, and hands-on activities. Let's compute, create, and collaborate!"
Computational Creativity Exercises: An Avenue for Promoting Learning in Computer Science,"Peteranetz, Markeya S. and Flanigan, Abraham E. and Shell, Duane F. and Soh, Leen-Kiat",2017,Sin Valor
Computational Empowerment in K-12 Education: Formative Assessment Strategies for Educational and Design Practices through Dialogic Learning Approaches,"Liu, Yu-Yu",2024,"In response to the evolving digitized society, it is crucial to equip children with essential skills for critically and reflectively navigating this environment. Child-Computer Interaction (CCI) researchers have established rich research to advance educational practices and technology development for computational thinking education and introduced a new concept of computational empowerment. However, the absence of effective formative assessment in the research and practices within computational education hinders the facilitation of continuous learning and the enhancement of computational empowerment. Considering this, this doctoral study will explore the core research question of how to develop formative assessment strategies for computational empowerment through the lens of dialogic learning. The research aims to conceptualize a research-based formative assessment model for educators, formative assessment design principles for computational education toolkits and provide instances through illustrative case studies. The study includes literature reviews, learning intervention case studies and participatory design workshops, stimulating discussions and innovative formative assessment strategies for computational empowerment within the CCI community and among practitioners. This doctoral study addresses the need for effective formative assessment in computational education to understand learning, foster learning and enhance computational empowerment in wider implementation. The practical research outcomes will benefit toolkit designers and educators, while the theoretical contributions aim to fill gaps of formative assessment in CCI research and pedagogies, advancing the broader landscape of computational education."
"Computational literacy, language, and culture","Jacob, Sharin and Baek, Clare and Warschauer, Mark",2023,Sin Valor
Computational Sophistication of Games Programmed by Children: A Model for Its Measurement,"Werner, Linda and Denner, Jill and Campe, Shannon and Torres, David M.",2020,"This article builds on prior work that aims to measure computational learning (CL) during middle school. Since game computational sophistication (GCS) has been used as a proxy for a student’s engagement in CL we build on their model to more completely describe the relationship between different types of building blocks of computer games and GCS. In doing so, we present a single quantitative measurement for GCS. Our model, called GCS 2.0, has face validity for 39 games, each programmed by a pair of middle school children. We choose four of these games, two with high GCS and two with low GCS, and discuss the computational building blocks found in each game. We do this to help the reader better understand our measurement of GCS and its relationship to CL."
