0,1,2,3
CodyColor: Design of a Massively Multiplayer Online Game to Develop Computational Thinking Skills,"Klopfenstein, Lorenz Cuno and Delpriori, Saverio and Maldini, Riccardo and Bogliolo, Alessandro",2019,"Computational thinking and coding-based problem solving are increasingly seen as crucial cross-disciplinary skills and an important part of a well-rounded education. Coding games and problem solving exercises have been growing in popularity. Many large-scale initiatives have been launched in order to bring these initiatives into classrooms, from preschool to secondary education. CodyColor is a simplified coding game, which takes basic programming instructions representing movements (""turn left"" and ""turn right"") and represents them with color blocks. In contrast to most other coding games, color-coded programming relies on no symbolic interpretation on part of the player in order to be approachable by very young players as well. We present a massively multiplayer online version of CodyColor, discuss design and implementation specifics, and enumerate some of the possible game modes."
Cognitive Correlates of Computational Thinking: Evaluation of a Blended Unplugged/Plugged-In Course,"Tsarava, Katerina and Leifheit, Luzia and Ninaus, Manuel and Rom\'{a}n-Gonz\'{a}lez, Marcos and Butz, Martin V. and Golle, Jessika and Trautwein, Ulrich and Moeller, Korbinian",2019,"Coding as a practical skill and computational thinking (CT) as a cognitive ability have become an important topic in education and research. It has been suggested that CT, as an early predictor of academic success, should be introduced and fostered early in education. However, there is no consensus on the underlying cognitive correlates of CT in young elementary school children. Therefore, the present work aimed at (i) assessing CT and investigating its associations to established cognitive abilities, and (ii) evaluating a newly developed CT course for elementary school children.As such, 31 7-10-year-old children took part in 10 lessons of a structured CT course. The course aimed at introducing and fostering CT concepts in both unplugged and plugged-in ways, incorporating life-size board games, Scratch, Scratch for Arduino, and Open Roberta programming environments. In a pre-/post-test design, we assessed several cognitive abilities using standardized tests on nonverbal-visuospatial and verbal reasoning abilities, numeracy, as well as short-term memory, and measured CT using an adapted version of the only existing validated test CTt, to accommodate it to the younger sample.We identified significant associations between CT and nonverbal-visuospatial reasoning, as well as different aspects of numeracy (e.g., fact retrieval and problem completion). In line with recent theoretical accounts and empirical investigations for other age groups, these findings specify the underlying cognitive mechanism of CT in elementary school. Moreover, our results indicated that students were able to specifically improve their CT abilities through the course, as assessed by the adapted version of the CTt."
Collaborative Approaches for Effective and Sustainable Integration of Computational Thinking Educational Strategies,"Paludo, Giulia and Montresor, Alberto",2024,Sin Valor
Combining Abstract Tasks and Haptic Material to Foster Computational Thinking in Computer Science Students,"B\""{o}ttcher, Axel and Thurner, Veronika",2023,"Students of Computer Science often struggle with the abstract nature of the content of their studies, especially in the student entry phase. This is partly due to the fact that on the one hand, many first year students possess only moderate abstract thinking skills, while on the other hand, Computer Science lecturers often take the existence of abstract thinking skills for granted, as they themselves are well versed in this area. To bridge this gap and foster the students’ abstract thinking skills, we employ haptic material to make abstract tasks and the corresponding solution processes more tangible. This supports the development of abstract thinking skills, and at the same time helps to actively engage students in our classes on software development. In this paper we describe our experiences with active classroom learning units based on haptic materials, as part of our inverted classroom teaching."
Combining Block-Based Programming and Hardware Prototyping to Foster Computational Thinking,"Fronza, Ilenia and Corral, Luis and Pahl, Claus",2019,"The promotion of Computational Thinking principles at different levels of education enables the development of practical competencies for software development. Several off-the-shelf technologies exist to promote computational abilities with the support of block-based programming and working hardware. However, in some contexts, a significant limitation is the complexity and costs that carry the acquisition and implementation of working hardware such as Educational Robots. In this paper, we discuss a strategy to reinforce the learning of Computational Thinking (CT) skills by providing an analogous method to Educational Robots. We offer an affordable solution to assist high school students to build a CT-based software/hardware integrated solution. We executed this strategy in a coding bootcamp where students were required to design and implement an algorithm, and illustrate its execution in software and hardware. The proposed exercise delivered the expected results engaging students to ideate the solution of a problem, implement an algorithm, and create a physical demonstration of it."
Combining Computational Thinking and Chibitronics and Makey Makey to Develop a Social Story Teaching Aid System to Improve Social Reciprocity and Emotional Expression Skills for Autistic Children,"Li, Xin-Zhu and Kang, Xin",2021,"This study is aimed to teach autistic children to learn social reciprocity and emotional expression through social stories, and build a social story teaching aid system with the aid of sequential computational thinking as learning strategy as well as Chibitronics and Makey Makey. This system can make autistic children to learn situational content from social stories, understand the social stories through computational thinking and arrange corresponding sequential structure. In this study, we recruited three 9 year-old autistic children, carried out teaching experiments four times and observed their behavior for story plot. It showed that technical teaching aid can improve autistic children's learning motivation and interests and provide them with contextual cue of social situation, helping build their social recognition and social reciprocity into social situation and their social reciprocity skills. I believe that autistic children can improve their social reciprocity and emotional expression skills with the help of sequential computational thinking and social teaching aid system designed with Chibitronics and Makey Makey."
Combining Data-Driven Models and Expert Knowledge for Personalized Support to Foster Computational Thinking Skills,"Lall\'{e}, S\'{e}bastien and Yal\c{c}\i{}n, \""{O}zge Nilay and Conati, Cristina",2021,"Game-Design (GD) environments show promise in fostering Computational Thinking (CT) skills at a young age. However, such environments can be challenging to some students due to their highly open-ended nature. We propose to alleviate this difficulty by learning interpretable student models from data that can drive personalization of a real-world GD learning environment to the student’s needs. We apply our approach on a dataset collected in ecological settings and evaluate the ability of the generated student models at predicting ineffective learning behaviors over the course of the interaction. We then discuss how these behaviors can be used to define personalized support in GD learning activities, by conducting extensive interviews with experienced instructors."
Comparing K-8 Computing Education Implementations Between South Africa and Sweden,"Lee, Michael J. and Lang, Annie and Ferwerda, Bruce",2025,"Recently, the governments of South Africa and Sweden have mandated that the youth in their respective countries receive compulsory computing education. In this study, we explored how in-service teachers in these countries learned about and taught coding to their students. Moreover, we asked students from these respective countries to report on their prior coding experience, and had them take two coding-related tests. Speaking with six teachers (3 from each country) and surveying 96 students (47 from South Africa and 49 from Sweden), we discovered several interesting results. Teachers from both countries used similar online resources to learn coding themselves. However, teachers from South Africa preferred to provide their students with direct, concrete experiences with coding using existing physical and online resources. Their counterparts in Sweden preferred to teach their students abstract concepts, integrated into other topic areas. However, regardless of the type of instruction, students from both countries did equally well on validated tests measuring their understanding of coding concepts. These results highlight each countries' teachers' dedication and effectiveness in adapting materials for their students, and the students' receptiveness and measurable learning outcomes attributed to these methods."
"Comprehending Code: Understanding the Relationship between Reading and Math Proficiency, and 4th-Grade CS Learning Outcomes","Salac, Jean and Thomas, Cathy and Twarek, Bryan and Marsland, William and Franklin, Diana",2020,"As many school districts nationwide continue to incorporate Computer Science (CS) and Computational Thinking (CT) instruction at the K-8 level, it is crucial that we understand the factors and skills, such as reading and math proficiency, that contribute to the success of younger learners in a computing curriculum and are typically developed at this age. Yet, little is known about the relationship between reading and math proficiency, and the learning of key CS concepts at the elementary level. This study focused on 4th-grade students (ages 9-10) who were taught events, sequence, and repetition through an adaptation of the Creative Computing Curriculum. While all students benefited from access to such a curriculum, there were statistically-significant differences in learning outcomes, especially between students whose reading and math proficiency are below grade-level, and students whose proficiency are at or above grade-level. This performance gap suggests the need for curricular improvement and learning strategies that are CS specific for students who struggle with reading and math."
Computational Empowerment in K-12 Education: Formative Assessment Strategies for Educational and Design Practices through Dialogic Learning Approaches,"Liu, Yu-Yu",2024,"In response to the evolving digitized society, it is crucial to equip children with essential skills for critically and reflectively navigating this environment. Child-Computer Interaction (CCI) researchers have established rich research to advance educational practices and technology development for computational thinking education and introduced a new concept of computational empowerment. However, the absence of effective formative assessment in the research and practices within computational education hinders the facilitation of continuous learning and the enhancement of computational empowerment. Considering this, this doctoral study will explore the core research question of how to develop formative assessment strategies for computational empowerment through the lens of dialogic learning. The research aims to conceptualize a research-based formative assessment model for educators, formative assessment design principles for computational education toolkits and provide instances through illustrative case studies. The study includes literature reviews, learning intervention case studies and participatory design workshops, stimulating discussions and innovative formative assessment strategies for computational empowerment within the CCI community and among practitioners. This doctoral study addresses the need for effective formative assessment in computational education to understand learning, foster learning and enhance computational empowerment in wider implementation. The practical research outcomes will benefit toolkit designers and educators, while the theoretical contributions aim to fill gaps of formative assessment in CCI research and pedagogies, advancing the broader landscape of computational education."
Computational thinking,"Wing, Jeannette",2009,"My vision for the 21st Century: Computational thinking will be a fundamental skill used by everyone in the world. Just as reading, writing, and arithmetic are fundamental skills every child learns, computational thinking is a skill needed for every citizen to function in today's global society. Computational thinking is an approach to solving problems, building systems, and understanding human behavior that draws on the power and limits of computing. Computational thinking is the use of abstraction to tackle complexity and the use of automation to tackle scale. The combination of the automation of abstraction underlies the enormous capability and reach of computing. In this talk I will argue that computational thinking has already begun to influence many disciplines, from the sciences to the humanities, but that the best is yet to come. Looking to the future, we can anticipate even more profound impact of computational thinking on science, technology, and society: on the ways new discoveries will be made, innovation will occur, and cultures will evolve.Teaching computational thinking also raises new challenges for education, especially in early grades. While we have models for teaching children mathematics and physics, we do not yet have such models for teaching computational thinking. Moreover, we have the unique opportunity to make most effective use of the computer as a tool to enhance the learning of computational thinking.In this talk, I will give examples of computational thinking, including ones from our daily lives. It is exciting to imagine the day when computational thinking will be commonplace."
Computational thinking,"Henderson, Peter B. and Cortina, Thomas J. and Wing, Jeannette M.",2007,Sin Valor
Computational thinking,"Wing, Jeannette M.",2006,"It represents a universally applicable attitude and skill set everyone, not just computer scientists, would be eager to learn and use."
Computational thinking (CT): on weaving it in,"Curzon, Paul and Peckham, Joan and Taylor, Harriet and Settle, Amber and Roberts, Eric",2009,Sin Valor
Computational Thinking 2.0,"Tedre, Matti",2022,"Machine learning (ML) has triggered major changes across a great number of computing fields. People’s lives today are full of ML-driven services: eerily accurate recommendations, ability to automatically tag one’s friends in photos, and well working translation systems, for example. This keynote talk presents how ML technology upends the computational thinking (CT) consensus in computing education. It begins by presenting why and how a number of classical “CT1.0” concepts need to be re-thought for the “CT2.0” (machine learning) era, from control structures and problem-solving workflow, to correctness and notional machines. Based on a series of classroom interventions on teaching machine learning to middle schoolers, conducted by DIGS RC at University of Eastern Finland, the talk also presents how classroom pedagogy shifts between CT1.0 and CT2.0."
Computational Thinking and Attitudes Towards Computing: An Emerging Relationship in Elementary Students,"Ojeda-Ramirez, Santiago and Parker, Miranda C. and Garcia, Leiny and Tate, Tamara and Villa, Jillian Rae and Warschauer, Mark",2023,"This study analyzed the relationship between computational thinking (CT) and coding attitudes of upper elementary students after exposure to a year-long CT curriculum. Using ordinary least squares regression and controlling for student demographics (i.e., gender and English Learner (EL) status), we found that CT skills were a significant factor in modeling coding attitudes, regardless of demographic controls. Interviews of the students unveiled an interaction between coding interest and social values in a debugging process."
Computational Thinking and Expository Writing in the Middle School,"Wolz, Ursula and Stone, Meredith and Pearson, Kim and Pulimood, Sarah Monisha and Switzer, Mary",2011,"To broaden participation in computing we need to look beyond traditional domains of inquiry and expertise. We present results from a demonstration project in which interactive journalism was used to infuse computational thinking into the standard curriculum and regular classroom experience at a middle school with a diverse population. Outcomes indicate that we were able to develop positive attitudes about computational thinking and programming among students and teachers who did not necessarily view themselves as “math types.” By partnering with language arts, technology and math teachers at Fisher Middle School, Ewing New Jersey, we introduced the isomorphism between the journalistic process and computational thinking to 7th and 8th graders. An intense summer institute, first with the teachers and then with students recruited from the school, immersed them in the “newsroom of the future” where they researched and wrote news stories, shot and edited video, and developed procedural animations in Scratch to support their storylines. An afterschool club sustained the experience. The teachers adapted interactive journalism and Scratch programming to enrich standard language arts curriculum and are infusing computational thinking in classroom experiences throughout the school."
Computational thinking and interdisciplinary encounters: keynote address,"Dourish, Paul",2010,"In an influential 2006 article, Jeanette Wing called for the elaboration of an approach to ""computational thinking."" Wing argued that computational thinking expresses the importance of computer science to general education, and provides a basis for interdisciplinary collaboration, by setting out the conceptual foundations of computational modeling and reasoning.In this talk, I want to reflect on alternative ways of approaching computational thinking as a site of disciplinary encounter, with a particular focus on the ways that interdisciplinary work might be generative of new forms of computational thinking. This work grows out of a collaboration with colleagues in Australia, whose research is focused on the use of information technology in the cultural practices of indigenous Australian groups, particularly the Yolngu of Northeast Arnhemland. Yolngu epistemology provides an interesting starting point for reconsidering aspects of computational practice, which suggests new perspectives on computational thinking and its practice, and on the possible relationship between computer science and other disciplines."
Computational Thinking and Notional Machines: The Missing Link,"Munasinghe, Bhagya and Bell, Tim and Robins, Anthony",2023,"In learning to program and understanding how a programming language controls a computer, learners develop both insights and misconceptions whilst their mental models are gradually refined. It is important that the learner is able to distinguish the different elements and roles of a computer (compiler, interpreter, memory, etc.), which novice programmers may find difficult to comprehend. Forming accurate mental models is one of the potential sources of difficulty inextricably linked to mastering computing concepts and processes, and for learning computer programming.It is common to use some form of representation (e.g., an abstract machine or a Computational Agent (CA)) to support technical or pedagogic explanations. The Notional Machine (NM) is a pedagogical device that entails one or more computational concepts, originally described as an idealised computer operating with the constructs of a particular programming language. It can be used to support specific or general learning goals and will typically have some concrete representation that can be referred to. Computational Thinking (CT), which is defined as a way of thinking that is used for [computational] problem solving, is often presented as using a CA to carry out information processing presented by a solution.In CT, where the typical goal is to produce an algorithm or a computer program, the CA seemingly serves a purpose very similar to an NM. Although it changes through the different stages of development (of the learner and of the curriculum), the roles of CAs and NMs can be seen as versatile tools that connect a learner’s mental model with the conceptual model of a program. In this article, we look at this relationship between CAs and NMs, and indicate how they would look at different stages of learning. We traverse the range of definitions and usages of these concepts, and articulate models that clarify how these are viewed in the literature. This includes exploring the nature of machines and agents, and how historical views of these relate to modern pedagogy for computation. We argue that the CA can be seen as an abstract, simplified variant of an NM that provides a useful perspective to the learner to support them to form robust mental models of NMs more efficiently and effectively. We propose that teaching programming should make use of the idea of a CA at different stages of learning, as a link that connects a learner’s mental model to a full NM."
Computational thinking and practice: a generic approach to computing in Danish high schools,"Caspersen, Michael E. and Nowack, Palle",2013,"Internationally, there is a growing awareness on the necessity of providing relevant computing education in schools, particularly high schools. We present a new and generic approach to Computing in Danish High Schools based on a conceptual framework derived from ideas related to computational thinking. We present two main theses on which the subject is based, and we present the included knowledge areas and didactical design principles. Finally we summarize the status and future plans for the subject and related development projects."
Computational thinking and programming education principles,"Garc\'{\i}a-Pe\~{n}alvo, Francisco Jos\'{e}",2018,"After the computational thinking sessions in the previous 2016 and 2017 editions of TEEM Conference, the third edition of this track has been organized in the current 2018 edition. Computational thinking is still a very significant topic, especially, but not only, in pre-university education. However, an important debate exists about how computer science concepts should be introduced in pre-university studies. Most of the proposals join computational thinking issues and programming, but there are many options and opinions. In this track, some interesting contributions are presented."
Computational thinking and robotics in education,"Garc\'{\i}a-Pe\~{n}alvo, Francisco Jos\'{e} and Conde, Miguel \'{A}. and Gon\c{c}alves, Jos\'{e} and Lima, Jos\'{e}",2019,"After the computational thinking sessions in the previous 2016-2018 editions of TEEM Conference, the fourth edition of this track has been organized in the current 2019 edition. Computational thinking is still a very significant topic, especially, but not only, in pre-university education. In this edition, the robotic has a special role in the track, with a strength relationship with the STEM and STEAM education of children at the pre-university levels, seeding the future of our society."
Computational Thinking App Design Mat: Supporting the Development of Students' Computational Thinking Skills (Abstract Only),"Jimenez, Yerika and Hays, Theodore and Gardner-McCune, Christina",2017,"Tools like MIT App Inventor and Scratch are designed to help students develop programming and computational thinking skills by allowing them to use their interest and personal experiences to create meaningful artifacts. However, students often need additional help in translating their ideas into functional programs because they lack understanding of how to map the visual aspects of their projects to programming constructs and understanding of how to develop appropriate algorithms that bring their ideas to life. To address this issue, we created a Computational Thinking App Design Mat (App Design Mat) to scaffolds students' CT skill development in the context of creating a mobile application with MIT APP Inventor 2. The App Design Mat fosters student engagement in computational thinking through four areas of the mat: Problem Decomposition, Pattern Abstraction, Pattern Recognition, and Algorithm Design. In this poster will describe the design and results from the use of the App Design Mat with 80 eighth grade students. Our results suggest that most students understood the purpose of using the App Design Mat, used the App Design Mat effectively, and used some aspects of the App Design Mat in developing their final mobile app project."
Computational Thinking as a Computer Science Education Framework and the Related Effects on Gender Equity,"Good, Jon",2016,"I have recently completed my third year of study in the Educational Psychology and Educational Technology doctoral program at Michigan State University. I have successfully completed all of my coursework and comprehensive/qualifying exams. I will be proposing my dissertation study in the Fall semester of 2016 and expect to defend my dissertation in the Fall semester of 2017. My prior research has been focused on issues related to computational thinking, creativity, and computer science education. I am currently developing my literature review and honing my core research questions. I hope to subsequently develop my research methods and measures more fully, with plans to begin fieldwork in Fall of 2016."
Computational Thinking as a Liberal Study,"Mason, Dave and Khan, Irfan and Farafontov, Vadim",2016,"Computers and computational thinking are becoming ubiquitous in our world. They are part of the transportation systems we use, the security systems we confront, our entertainment systems, our communication systems, our financial systems, and even our social and political instruments. Computational thinking is a fundamental part of decision-making on a large and increasing number of fronts. It is sometimes hard for a computer scientist to imagine how people without access to those tools can navigate the world in an informed way.We have designed a course to bring the social, historical, cultural and technical context of these systems to the attention of students and citizens who would not otherwise have access to them, so they can better understand the world in which they will live and work. The course is a Computer Science course because it is talking about the science of computers, albeit in an approachable form for an audience without any assumed previous programming experience.The course ran in Winter 2014 and Winter 2015 meeting most of its goals, including engaging the non-traditional student who took it."
Computational thinking as an emergent learning trajectory of mathematics,"Niemel\""{a}, Pia and Partanen, Tiina and Harsu, Maarit and Lepp\""{a}nen, Leo and Ihantola, Petri",2017,"In the 21st century, the skills of computational thinking complement those of traditional math teaching. In order to gain the knowledge required to teach these skills, a cohort of math teachers participated in an in-service training scheme conducted as a massive open online course (MOOC). This paper analyses the success of this training scheme and uses the results of the study to focus on the skills of computational thinking, and to explore how math teachers expect to integrate computing into the K-12 math syllabus. The coursework and feedback from the MOOC course indicate that they readily associate computational thinking with problem solving in math. In addition, some of the teachers are inspired by the new opportunities to be creative in their teaching. However, the set of programming concepts they refer to in their essays is insubstantial and unfocused, so these concepts are consolidated here to form a hypothetical learning trajectory for computational thinking."
Computational Thinking as Play: Experiences of Children who are Blind or Low Vision in India,"India, Gesu and Ramakrishna, Geetha and Bisht, Jyoti and Swaminathan, Manohar",2019,"Torino is a tangible programming environment designed for teaching the computational thinking curriculum in the UK to children who are blind or low vision (henceforth, just children) in an inclusive setting. In this paper we describe the experience of children in Bangalore, India, when Torino was introduced to them as a toy for creating and sharing stories, songs and music. We conducted 12 play sessions with 12 children (4 girls and 8 boys) with diverse backgrounds belonging to three different schools for the blind. We briefly present the reasons for play being central to our effort of bringing computational thinking to children who are blind and low vision in India, and share some experiences of the children and some insights that we have gathered so far: Children not only enjoyed every session, they rapidly moved from playing with pre-created examples, to making changes, to demanding that their favorite stories be told. In observing such play, we could infer that they have grasped the basic concepts of computational thinking? flow of control, variables, loops? though not articulated in that vocabulary."
Computational Thinking Assessment Tools: A Systematic Review of the Literature (Initial Findings).,"Sheridan, Frances and Stynes, Paul and Pathak, Pramod and Quille, Keith",2024,"Since Jeanette Wing’s influential 2006 article, research into developing Computational Thinking (CT) skills has surged. Despite ongoing debates about CT definitions and components, reliable and valid assessment tools are crucial for measuring CT skill impact and evaluating related interventions. This systematic literature review seeks to identify CT assessment tools suitable for undergraduate computing students, by investigating the central question ""What tools are available for the assessment of CT skills?"". A comprehensive search of academic databases for CT assessment publications since 2006 yielded 202 unique articles. After applying exclusion criteria, 72 relevant articles were analyzed. The selected publications were categorized by tool type, and focus, examining tool reliability and validity. This paper presents initial findings from this review."
Computational Thinking At Primary School: Didactical and Psychological Aspects,"Moschella, Marialaura",2019,"The research project aims to identify the cognitive processes underlying the Computational Thinking (CT) skills of primary school pupils. Moreover, it investigates which didactical strategies are most effective for implementing CT in the curriculum. A mixed methods research was designed: qualitative data gathered from interviews and observations are combined with quantitative data collected through pre- and post-test measures with respect to the intervention."
"Computational thinking beyond STEM: an introduction to ""moral machines"" and programming decision making in ethics classroom","Seoane-Pardo, Antonio M.",2016,"This paper describes a learning activity on computational thinking in Ethics classroom with compulsory secondary school students (14-16 years). It is based on the assumption that computational thinking (or better ""logical thinking"") is applicable not only to STEM subjects but to any other field in education, and it is particularly suited to decision making in moral dilemmas. This will be carried out through the study of so called ""moral machines"", using a game-based learning approach on self-driving vehicles and the need to program such cars to perform certain behaviours under extreme situations. Students will be asked to logically base their reasoning on different ethical approaches and try to develop a schema of decision making that could serve to program a machine to respond to those situations. Students will have to deal also with the uncertainty of reaching solutions that will be debatable and not universally accepted as part of de difficulty, more ethical than technical, to provide machines with the ability to take decisions where there is no such thing as a ""right"" versus ""wrong"" answer, and potentially both (or more) of the possible actions will bring unwanted consequences."
Computational Thinking Bins: Outreach and More,"Morrison, Briana B. and Dorn, Brian and Friend, Michelle",2019,"Computational Thinking Bins are stand alone, individual boxes, each containing an activity for groups of students that teaches a computing concept.We have a devised a system that has allowed us to create an initial set, test the set, continually improve and add to our set. We currently use these bins in outreach events for middle and high school students. As we have shared this resource with K-12 teachers, many have expressed an interest in acquiring their own set. In this paper we will share our experience throughout the process, introduce the bins, and explain how you can create your own set."
Computational thinking competences training for primary education teachers,"Collado-S\'{a}nchez, Mar\'{\i}a and Garc\'{\i}a-Pe\~{n}alvo, Francisco Jos\'{e} and Pinto-Llorente, Ana Mar\'{\i}a",2021,"This article provides a summary of a research plan as part of the ""educational robotics"" line of research of the doctoral plan for training in the Knowledge Society. The main objective of the research plan is to propose a curricular approach of Computational Thinking (CT) competences through active methodologies in Primary Education classrooms. It is a study with a mixed methodology to obtain more detailed results; the quantitative phase consists of the development of a MOOC for teacher training in CT, evaluated through questionnaires, and the qualitative phase, a didactic proposal in which these competencies are developed, evaluated through interviews, or focus groups. Thus, we start from a state of the art where it is reflected, on the one hand, that teacher training in CT competences causes positive feedback in Primary Education classrooms and, on the other hand, the need to carry out this training and include CT, programming, and robotics in educational curricula."
Computational thinking curriculum development for upper elementary school classes,"Hill, Charlotte",2014,"As computer science plays an increasingly large role in our lives, it is important to also move it into our classrooms. Computer science careers are among the fastest growing jobs, yet large groups of the population are severely underrepresented in computer science. Elementary school is a key time to introduce computer science or computational thinking because students are capable of programming and they will soon be deciding whether they see a future in the sciences. Including computational thinking as a part of the elementary school general education would give all children an introduction to the subject. In addition, elementary schools are looking for computational thinking material. We need appropriate, research-based tools and curricula for them to use.Unlike the natural sciences, computer science's domain is pliable. Through language and programming environments, developers can create new ways to represent computational thinking concepts. My research seeks 1) to understand how 4th through 6th grade students learn computational thinking, 2) to develop computational thinking learning progressions and curricula, and 3) to create a language and programming environment suitable for elementary school classes and teachers who do not have a computer science background."
Computational Thinking Development in children both neurotypical and with Intellectual Disabilities by the Game “Pensar e Vestir”,"Soppa Geremias, Matheus and Cerigueli Dutra, Taynara and Maschio, Eleandro and Gasparini, Isabela",2024,"With a focus on problem resolution, Computational Thinking (CT) can assist in developing cognitive abilities. A way to work with CT is using educational digital games (EDG), a ludic tool that stimulates the students’ learning. Still, adjustments are needed so that students with Intellectual Disabilities (ID) can use these games. Based on this scenario, we presented a Bachelor’s final paper that envisioned the creation of an EDG, aiming to contribute to the learning of the target audience, based on the promotion of the development of CT. Called “Pensar e Vestir”, the game uses the four pillars of CT by addressing choosing and wearing clothes. For that, the development counted with a multidisciplinary group – stakeholders and specialists from the areas of Computer Science, Education, Specialized Educational Assistance, and ID – and followed the Simple Interaction Design lifecycle model, with the definition of requirements, designing alternatives, prototyping, and evaluation. As a result, this EDG has two phases and eight situations each: time to sleep, the school in the heat, school in the cold, costume, park, tour, teacher, and market. The game was evaluated by specialists, Computing students, and one neurotypical child, we also intend to make a large evaluation with the target audience. As an outcome, the interaction design process with different stakeholders and specialists provides different insights and improvements to the game. Also, the game is accessible to neurotypical and with ID students."
Computational Thinking for All: An Experience Report on Scaling up Teaching Computational Thinking to All Students in a Major City in Sweden,"Heintz, Fredrik and Mannila, Linda",2018,"The Swedish government has recently introduced digital competence including programming in the Swedish K-9 curriculum starting no later than fall 2018. This means that 100 000 teachers need to learn programming and digital competence in less than a year. In this paper we report on our experience working with professional teacher training in Sweden's fifth largest city. The city has about 150 000 inhabitants and about 50 schools with about 14 000 students in primary education. The project has been carried out in close cooperation with the municipality.The work started in the fall of 2014 with a pilot study with 10 teachers in different subjects that was carried out during spring 2015. The pilot study was successful as the teachers were able to introduce activities related to programming and computational thinking in their subjects after only two half day workshops. The next step was to scale this up to include all the schools in the city. As expected, this turned out to be a larger challenge. More than 70 teachers were involved in the second part of the project. Some of the lessons learned are that it is quite easy to provide teacher training, but harder to get teachers to actually change their teaching and even more challenging to get teachers to help their colleagues introduce programming or computational thinking in their teaching.Based on our experience we draw some general conclusions and make suggestions for how to scale up the teaching of programming and computational thinking to all."
Computational thinking for all: an experience report on scaling up teaching computational thinking to all students in a major city in Sweden,"Heintz, Fredrik and Mannila, Linda",2018,The Swedish government has recently introduced digital competence including programming in the Swedish K-9 curriculum starting no later than fall 2018. This means that 100 000 teachers need to learn programming and digital competence in less than a year. In this paper we report on our experience working with professional teacher training in Sweden's fifth largest city. The city has about 150 000 inhabitants and about 50 schools with about 14 000 students in primary education. The project has been carried out in close cooperation with the municipality.
Computational thinking for all: the power and the peril,"Panoff, Robert Michael",2014,"Students and faculty alike at all education levels are clearly spending much more of their time interacting with computing and communication tools than with each other. Is this good? Are all uses of computational technology in education helpful, and if not, how does one separate the benefits from the burdens? We will explore how computing enables multiple representations in the sciences, arts, and humanities, giving us the opportunity to be more fully human as we seek new knowledge in service to society. Moving ""beyond PowerPointless-ness,"" we have the opportunity to demonstrate that computing really matters in teaching and learning. Computing ""matters"" because quantitative reasoning, computational thinking, and multi-scale modeling are the intellectual ""heart and soul"" of 21st Century science and therefore are the essential skills of the 21st Century workforce. Computing ""matters"" because we can apply the power of dynamic, visual, and interactive computing to reach a deeper understanding of models across math and science while exploring their role in understanding our world."
Computational thinking for computer science majors: an introduction to CS education career pathways,"Jamieson, Alan C. and Jamieson, Lindsay H.",2020,"In general, computer science majors do not consider K-12 education as a career pathway. A potential reason is a lack of introduction to the career path during their undergraduate careers. In this project, supported through a grant from the Maryland Center for Computing Education (cs4md.org), we developed a pilot computational thinking course blending computer science majors and pre-service teachers. The course focused on describing and integrating computational thinking in a way that would translate to K-12 classrooms while utilizing non-programming based computational tools to demonstrate these ideas. Participants were able to put these ideas into practice in K-8 classrooms during the course and reflect on how the lessons were received. We discuss the implementation of the course, field placement, motivations, and our initial analysis of survey data, including impacts on attitudes on education as a career choice for computer science majors."
Computational Thinking for Digital Culture Development: discussions based on a practical experience,"Ortiz, Julia and Moreira, Carolina and Menezes, Krissia and Ferrari, Bernardo and Junior, Deogenes and Pereira, Roberto",2021,"Computational Thinking has been understood as an essential ability in a society mediated by technology. However, literature in the field shows that initiatives for developing this ability rarely address challenging contexts audiences. In this paper, we draw on the notion of mental models to relate the concepts of Computational Thinking and Digital Culture. We claim that practicing basic skills when exploring simple prototypes favors people to build mental models that are useful to understand and use technologies. In a case study, we engaged adults in their initial stages of literacy in activities that evolved from basic ones with a low fidelity ATM prototype to complex ones with a functional prototype. We identified that participants used the experience and knowledge they obtained from previous activities to carry out the next ones, showing confidence and autonomy when exploring a functional prototype."
Computational thinking for professionals,"Denning, Peter J. and Tedre, Matti",2021,Professionals practice a form of computational thinking that is significantly more advanced than popular descriptions suggest.
Computational Thinking for Self-Regulated Learning,"Pasterk, Stefan and Benke, Gertraud",2024,"In this theoretical paper, we compare computational thinking and self-regulated learning. Many studies use self-regulated learning to foster the acquisition of computational thinking competencies. Self-regulated learning skills are themselves beneficial for any learning process; here, we argue that the relationship between self-regulated learning and computational thinking is closer than the simple observation that self-regulated learning strategies support the acquisition of computational thinking competencies. We sustain that self-regulated learning and computational thinking competencies share many features (and have some differences), which would support synergistic effects so that not only can self-regulated learning be used to attain computational thinking competencies, but computational thinking activities can also be used to foster features of self-regulated learning competencies."
Computational thinking for teacher education,"Yadav, Aman and Stephenson, Chris and Hong, Hai",2017,This framework for developing pre-service teachers' knowledge does not necessarily depend on computers or other educational technology.
