Title,Autor,Year
Teaching Research on Computer Programming based on Cultivation of Computational Thinking,"Ding, Haiyan",2019
Teachers' attitudes towards implementing coding at schools,"Bučková, Hana and Dostál, Jiří",2019
Support of Teacher's Work in the Field of Development of Computational Thinking Through E-Learning Resources,"Dragon, Tom\'{a}\v{s}",2019
Students perceptions of programming in primary school,"Ahmed, Gashawa and Nouri, Jalal and Nor\'{e}n, Eva and Zhang, Lechen",2019
Sports Analytics as a Context for Computational Thinking in K-12 Education,"Floyd, Steven Paul and Sorbara, Luigi",2019
Some Observations Regarding Geocomputational Teaching through Interdisciplinary Teams,"Dean, Denis J.",2019
Soft computing model based financial aware spatiotemporal social network analysis and visualization for smart cities,Lei Ruan and Chunyan Li and Yan Zhang and Haoxiang Wang,2019
Smart City Kids Lab: Creative Computing in Primary School,"Gomes, Cristina Azevedo and Gomes, Helena and Rego, Belmiro and Sousa, Bárbara and Loureiro, Manuela and Rocha, Pedro",2019
Skills in computational thinking of engineering students of the first school year,Concepción Varela and Carolina Rebollar and Olatz García and Eugenio Bravo and Javier Bilbao,2019
Sin Valor,Zaki Eusufzai,2019
Session details: Paper Session: Computational Thinking 2,"Ray, Meg",2019
Session details: Metacognition and Computational Thinking,"Montero, Calkin Suero",2019
SERIES FOREWORD,"Denning, Peter J. and Tedre, Matti",2019
SciGirls Code: Computational Participation for Middle School Girls,"Scharber, Cassandra and Chang, Yu-Hui and Barksdale, Sarah and Peterson, Lana and Constantine, Angelina and Sivaraj, Ramya and Englund, Jennifer",2019
Scientific sensemaking supports science content learning across disciplines and instructional contexts,Matthew A. Cannady and Paulette Vincent-Ruz and Joo Man Chung and Christian D. Schunn,2019
Scaffolded Training Environment for Physics Programming (STEPP): Modeling High School Physics using Concept Maps and State Machines,"Kitagawa, Midori and Fishwick, Paul and Kesden, Michael and Urquhart, Mary and Guadagno, Rosanna and Jin, Rong and Tran, Ngoc and Omogbehin, Erik and Prakash, Aditya and Awaraddi, Priyanka and Hale, Baily and Suura, Ken and Raj, Aniket and Stanfield, James and Vo, Henry",2019
RPPs: Love ‘Em or Leave ‘Em?,"Bevan, Bronwyn and Henrick, Erin and McGee, Steven and Dettori, Lucia",2019
RPP for Geocomputation: Partnering on Curriculum in Geography and Computer Science,"Dony, Coline C. and Magdy, Amr and Rey, Sergio and Nara, Atsushi and Herman, Thomas and Solem, Michael",2019
Robotito: programming robots from preschool to undergraduate school level,"Tejera, Gonzalo and Amorin, Guillermo and Sere, Andrés and Capricho, Nicolás and Margenat, Pablo and Visca, Jorge",2019
Robotics in the Resocialization of Youngsters and Teenagers in Socio-Educational Measures,"Pancieri, Jussara and Siqueira, Fábio Ventorim and Oliveira, Márcia Gonçalves de and Santos, Marcelo Cardoso Lima dos",2019
Robot Analytics: What Do Human-Robot Interaction Traces Tell Us About Learning?,"Nasir, Jauwairia and Norman, Utku and Johal, Wafa and Olsen, Jennifer K. and Shahmoradi, Sina and Dillenbourg, Pierre",2019
RoboSTEAM - A Challenge Based Learning Approach for integrating STEAM and develop Computational Thinking,"Conde, Miguel \'{A}. and Fern\'{a}ndez, Camino and Alves, Jonny and Ramos, Mar\'{\i}a-Jo\~{a}o and Celis-Tena, Susana and Gon\c{c}alves, Jos\'{e} and Lima, Jos\'{e} and Reimann, Daniela and Jormanainen, Ilkka and Pe\~{n}alvo, Francisco J. Garc\'{\i}a",2019
Rethinking Debugging as Productive Failure for CS Education,"Kafai, Yasmin B. and DeLiema, David and Fields, Deborah A. and Lewandowski, Gary and Lewis, Colleen",2019
Reframing Digital Curation Practices through a Computational Thinking Framework,"Marciano, Richard and Agarrat, Sarah and Frisch, Hannah and Hunt, Margaret Rose and Jain, Kanishka and Kocienda, Genevieve and Krauss, Hannah and Liu, Chenxi and McKinley, Mary and Mir, Danish and Mullane, Connor and Patterson, Emery and Pradhan, Debashish and Santos, James and Schams, Britton and Shiue, Hilary Szu Yin and Silva, Andy Jose and Suri, Mayhah and Turabi, Tahura and Vasselli, Mirielle and Xu, Jiale",2019
REFERENCES AND FURTHER READING,"Denning, Peter J. and Tedre, Matti",2019
Recognizing Possibilities of Computational Thinking When Teaching First-degree Equations: A Classroom Case,"Barbosa, Luciana Leal da Silva and Maltempi, Marcus Vinicius",2019
Recognizing and Questioning the CT Education Paradigm,"Kite, Vance and Park, Soonhye and Wiebe, Eric",2019
Punch Cards to Python: A Case Study of a CS0 Core Course,"Babbitt, Thomas and Schooler, Charles and King, Kyle",2019
Providing Equitable Access to Computing Education in Mississippi,"Lee, Sarah and Ivy, Jessica and Stamps, Andrew",2019
Promoting Computational Thinking Skills in Primary School Students to Improve Learning of Geometry,"Echeverría, Leovy and Cobos, Ruth and Morales, Mario and Moreno, Fernando and Negrete, Victor",2019
Programming to learn in Italian primary school,"Benvenuti, Martina and Chioccariello, Augusto and Giammoro, Giorgia",2019
Programming Embodied Interactions with a Remotely Controlled Educational Robot,"Merkouris, Alexandros and Chorianopoulos, Konstantinos",2019
Primary School Teachers' Conceptions of Computational Thinking,"Garvin, Megean and Killen, Heather and Plane, Jan and Weintrop, David",2019
PREFACE,"Denning, Peter J. and Tedre, Matti",2019
Precision: Toward a meaning-centered view of language use with English learners in the content areas,Scott E. Grapin and Lorena Llosa and Alison Haas and Marcelle Goggins and Okhee Lee,2019
PRADA: A Practical Model for Integrating Computational Thinking in K-12 Education,"Dong, Yihuan and Catete, Veronica and Jocius, Robin and Lytle, Nicholas and Barnes, Tiffany and Albert, Jennifer and Joshi, Deepti and Robinson, Richard and Andrews, Ashley",2019
Practical Exploration of Integrating Computational Thinking into University Computer Foundation Education,"He, Zhenyu and Zhao, Haihu",2019
Position: IntelliBlox: A Toolkit for Integrating Block-Based Programming into Game-Based Learning Environments,"Taylor, Sandra and Min, Wookhee and Mott, Bradford and Emerson, Andrew and Smith, Andy and Wiebe, Eric and Lester, James",2019
Position: Building Blocks for Agent-based Modeling Can Scaffold Computational Thinking Engagement in STEM Classrooms,"Bain, Connor and Anton, Gabriella and Horn, Michael and Wilensky, Uri",2019
Playing a Computational Thinking Game using Hand Gestures,"Castro, Elisa and Sakata, Tiemi and Zaina, Luciana",2019
Platform for university teaching applying Computational Thinking at the Armed Forces University ESPE,"Delgado, Ramiro and Yacchirema, Silvana and Coral, Francisco and Celi, Juan",2019
Pilot Experience: Play and Program with Bee-Bot to Foster Computational Thinking Learning in Young Children,"Caballero-González, Yen-Air and Muñoz, Lilia and Muñoz-Repiso, Ana García-Valcárcel",2019
Parent-child interaction and children's learning from a coding application,Kelly J. Sheehan and Sarah Pila and Alexis R. Lauricella and Ellen A. Wartella,2019
Out-of-school assistance in the teaching of visual creative programming in the game-based environment – Case study: Poland,Taras Panskyi and Zdzislawa Rowinska and Sebastian Biedron,2019
On the Training Model of Interdisciplinary Talents by Computational Thinking and General Education Program,"Quan, Yujuan and Liu, Xiaoli and Lin, Longxin",2019
On the Epistemological Aspects of Geo-Computational Thinking and Curriculum Design,"Xiao, Ningchuan",2019
Observations on the Gaps and Opportunities for Geo computation,"Sinton, Diana S.",2019
NOTES,"Denning, Peter J. and Tedre, Matti",2019
NoBug’s Snack Bar: A Computational Thinking Serious Game as an Educational Platform,"Vahldick, Adilson and Farah, Paulo Roberto and Marcelino, Maria José and Mendes, António José Nunes",2019
Multidisciplinary innovations and technologies for facilitation of self-regulated learning,Omid Noroozi and Sanna Järvelä and Paul A. Kirschner,2019
Modeling and Analysis of First Aid Command and Dispatching System of Cloud Medical System,"Jia, Menghan and Yu, Wangyang and Zhai, Xiaojun and Saha, Sangeet",2019
Mathematics and programming: marriage or divorce?,"de Souza, Lucas Mendonça and Ferreira, Bernardo Martins and Félix, Igor Moreira and de Oliveira Brandão, Leônidas and Brandão, Anarosa Alves Franco and Pereira, Patricia Alves",2019
Machine learning applications in minerals processing: A review,J.T. McCoy and L. Auret,2019
LP Based Integration of Computing and Science Education in Middle Schools,"Zhang, Yuanlin and Wang, Jianlan and Bolduc, Fox and Murray, William G.",2019
Looking for Pets: a game for the logical reasoning development,"Pessoa, Marcela and Alencar, Luiz Fábio and Araújo, Lucas and Melo, Rafaela and Pires, Fernanda",2019
Literature Listing,Sin Valor,2019
Let's Look a Layer Deeper: Design and First Results of a New Test System in the Context of Program Tracing,"Bastian, Morten and M\""{u}hling, Andreas",2019
Learning to code via tablet applications: An evaluation of Daisy the Dinosaur and Kodable as learning tools for young children,Sarah Pila and Fashina Aladé and Kelly J. Sheehan and Alexis R. Lauricella and Ellen A. Wartella,2019
Learning to code or coding to learn? A systematic review,Shahira Popat and Louise Starkey,2019
Learning computational thinking and social skills development in young children through problem solving with educational robotics,"Caballero-Gonzalez, Yen-Air and Mu\~{n}oz-Repiso, Ana Garc\'{\i}a-Valc\'{a}rcel and Garc\'{\i}a-Holgado, Alicia",2019
Koding4Kinder: Teaching Computational Thinking to Pupils Using a Combination of Programming and Electronics Platforms,"Sharaf, Nada and Ahmed, Ghada and Adel, Ahmed and Abdennadher, Slim and Berkling, Kay",2019
Key innovation concepts of STEM education driven by IT Academy project,"Kireš, M. and Šveda, D. and Ješková, Z. and Lukáč, S. and Ganajová, M. and Lešková, A. and Csachová, S.",2019
K-12 School/Industry Partnership for Modeling and Simulation,"Gross, Sebastian and Park, Eomji and Pickl, Annette and Storck, Tim",2019
Is My Game OK Dr. Scratch? Exploring Programming and Computational Thinking Development via Metrics in Student-Designed Serious Games for STEM,"Troiano, Giovanni Maria and Snodgrass, Sam and Arg\i{}mak, Erin\c{c} and Robles, Gregorio and Smith, Gillian and Cassidy, Michael and Tucker-Raymond, Eli and Puttick, Gillian and Harteveld, Casper",2019
Invited review article: Where and how 3D printing is used in teaching and education,Simon Ford and Tim Minshall,2019
Introductory Programming Using Non-Textual Modalities - An Empirical Study on Skill Assessment Using Rainfall Problem,"Thangavelu, S. and Rao, Vibha and Shyamala, C. K. and Velayutham, C. Shunmuga",2019
Introduction to Data Science as a Pathway to Further Study in Computing,"Guerzhoy, Michael",2019
Introduction to Computational Thinking for K-12 Educators through Distance Learning,"Oliveira, Eduardo C. and Bittencourt, Roberto A. and Trindade, Rosaria P.",2019
Introducing Computational Thinking Concept Learning in Building Cognitive Capacity and Character for Elementary Student,"Yuliana, Irma and Octavia, Langga Putra and Sudarmilah, Endah and Matahari, Matahari",2019
Interpretation of computational thinking evaluation results for enrollment prediction,"Rojas-L\'{o}pez, Arturo and Garc\'{\i}a-Pe\~{n}alvo, Francisco J.",2019
Integrating Computational Thinking into the Process of Learning Artificial Intelligence,"Shih, Wen-Chung",2019
Integrating Computational Thinking in Informal and Formal Science and Math Activities for Preschool Learners,"Grover, Shuchi and Dominguez, Ximena and Kamdar, Danae and Vahey, Phil and Moorthy, Savitha and Rafanan, Ken and Gracely, Sara",2019
Integrating Computational Modeling in K-12 STEM Classrooms,"Biswas, Gautam and Hutchins, Nicole and L\'{e}deczi, \'{A}kos and Grover, Shuchi and Basu, Satabdi",2019
Integrating Agent-based Modeling in STEM Classes: From Blocks to Text and Back?,"Bain, Connor and Anton, Gabriella",2019
Integrated STEM+C learning for K-2 aged children: CT competencies as a precursor to K-2 computer science education,"Dandridge, Tikyna M. and Ehsan, Hoda and Gajdzik, Elizabeth and Lowe, Tony and Ohland, Carson and Yeter, Ibrahim H. and Brophy, Sean and Cardella, Monica E.",2019
Initial learning scenarios based on the computational thinking evaluation for the course Programming fundamentals at INACAP,"Rojas-L\'{o}pez, Arturo and Garc\'{\i}a-Pe\~{n}alvo, Francisco J.",2019
Infusing Computing: Analyzing Teacher Programming Products in K-12 Computational Thinking Professional Development,"Dong, Yihuan and Catet\'{e}, Veronica and Lytle, Nicholas and Isvik, Amy and Barnes, Tiffany and Jocius, Robin and Albert, Jennifer and Joshi, Deepti and Robinson, Richard and Andrews, Ashley",2019
Infusing Computational Thinking Across Disciplines: Reflections &amp; Lessons Learned,"Pollock, Lori and Mouza, Chrystalla and Guidry, Kevin R. and Pusecker, Kathleen",2019
Index,"Denning, Peter J. and Tedre, Matti",2019
Improving the Students Computational Thinking Skills With Collaborative Learning Techniques,"Echeverría, Leovy and Cobos, Ruth and Morales, Mario",2019
Improving students' understanding of basic programming concepts through visual programming language: The role of self-efficacy,Chun-Yen Tsai,2019
Improving Computer Science Instruction and Computer Use for African American Secondary School Students: A Focus Group Exploration of Computer Science Identity of African American Teachers,"Hampton, Lelia and Cummings, Robert and Gosha, Kinnis",2019
Implementation of Unplugged Teaching Activities to Foster Computational Thinking Skills in Primary School from a Gender Perspective,"Torres-Torres, Yucnary-Daitiana and Rom\'{a}n-Gonz\'{a}lez, Marcos and P\'{e}rez-Gonz\'{a}lez, Juan-Carlos",2019
Igniting the Maker Spirit: Design and Pilot Deployment of the Kappa Tangible Electronics Prototyping Kit,"K Babu, Sooraj and Anitha, Parameswari and R, Unnikrishnan and E S, Rahul and D Sasi, Deepu and K, Ayyappan and Seshadri, Roopak and Rao R., Bhavani",2019
Identifying Learning Trajectories in Self-Directed Programming,"Milgram, Aaron and Jain, Shruti and Ichinco, Michelle",2019
I'm Drowning in Squirrels! How Children Embody and Debug Computational Algorithms Through Designing Mixed Reality Games,"Litts, Breanne K. and Chauhan, Apoorva and Mortensen, Chase K. and Matthias, Kamaehu",2019
HyperCubes: A Playful Introduction to Computational Thinking in Augmented Reality,"Fuste, Anna and Schmandt, Chris",2019
How Student Background and Topic Impact the Doer Effect in Computational Thinking MOOCs,"Maiyuran, Jitesh and Bajwa, Ayesha and Bell, Ana and Hemberg, Erik and O’Reilly, Una-May",2019
How Many Abilities Can We Measure in Computational Thinking? A Study on Bebras Challenge,"Araujo, Ana Liz Souto O. and Andrade, Wilkerson L. and Guerrero, Dalton D. Serey and Melo, Monilly Ramos Araujo",2019
Historical High School Computer Science Curriculum and Current K-12 Initiatives,"Floyd, Steven Paul",2019
Guidelines for reporting and archiving 210Pb sediment chronologies to improve fidelity and extend data lifecycle,Colin J. {Courtney Mustaphi} and Janice Brahney and Marco A. Aquino-López and Simon Goring and Kiersten Orton and Alexandra Noronha and John Czaplewski and Quinn Asena and Sarah Paton and Johnny {Panga Brushworth},2019
Grouping matters in computational robotic activities,Kellie Taylor and Youngkyun Baek,2019
GLOSSARY,"Denning, Peter J. and Tedre, Matti",2019
GeoEd'19: Proceedings of the 1st ACM SIGSPATIAL International Workshop on Geo-computational Thinking in Education,Sin Valor,2019
Geo computation with open-source software under Linux: Hands-on training for computational thinking and skills,"Amatulli, Giuseppe and Sethi, Tushar",2019
Gentle Introduction to Artificial Intelligence for High-School Students Using Scratch,"Estevez, Julian and Garate, Gorka and Graña, Manuel",2019
Gamification and Engagement: Development of Computational Thinking and the Implications in Mathematical Learning,"Pires, Fernanda and Maquine Lima, Fabio Michel and Melo, Rafaela and Serique Bernardo, João Ricardo and de Freitas, Rosiane",2019
From computational thinking to computational action,"Tissenbaum, Mike and Sheldon, Josh and Abelson, Hal",2019
From cases to general principles: A call for theory development through agent-based modeling,Iris Lorscheid and Uta Berger and Volker Grimm and Matthias Meyer,2019
Findings from a Multi-year Study of CT in K-2 Students in Formal and Informal Settings,"Lowe, Tony and Brophy, Sean and Cardella, Monica",2019
Fifty years of the psychology of programming,Alan F. Blackwell and Marian Petre and Luke Church,2019
Eye Tracking to Evaluate Comprehension of Computational Thinking,"Arslanyilmaz, Abdurrahman and Corpier, Kendra",2019
Extending the Scope of Computational Archival Science: A Case Study on Leveraging Archival and Engineering Approaches to Develop a Framework to Detect and Prevent “Fake Video”,"Hamouda, Hoda and Bushey, Jessica and Lemieux, Victoria and Stewart, James and Rogers, Corinne and Cameron, James and Thibodeau, Ken and Feng, Chen",2019
Exploring the Intersection of Emotional Literacy and Computational Modeling Using Scratch,"Vacca, Ralph",2019
Exploring the Effectiveness of Learning Scratch Programming with Code.org,"Yang, Kai-Hsiang and Lin, Hui-Ying",2019
Exploring the Definition of Computational Thinking in Research and the Classroom,"Lowe, Tony and Brophy, Sean and Cardella, Monica",2019
Exploring factors influencing the acceptance of visual programming environment among boys and girls in primary schools,Gary Cheng,2019
Exploring Computational Thinking Skills in 3D Printing: A Data Analysis of an Online Makerspace,"Chytas, Christos and Tsilingiris, Alexandros and Diethelm, Ira",2019
Exploring children's learning experience in constructionism-based coding activities through design-based research,Sofia Papavlasopoulou and Michail N. Giannakos and Letizia Jaccheri,2019
Exploration of New Teaching Method Applied in C++ Course Combined with Students’ Majors,"Guo, Tianyong and Li, Yan and Lu, Mingxiao and Guo, Yun",2019
Experiential Learning of CAD Systems Interoperability in Social Network-based Education,Cátia Alves and Goran Putnik,2019
Expanding outcomes: Exploring varied conceptions of teacher learning in an online professional development experience,Maxwell M. Yurkofsky and Sarah Blum-Smith and Karen Brennan,2019
Expanding Library Resources for Data and Compute-Intensive Education and Research,"Labou, Stephanie and Otsuji, Reid",2019
Evaluation Rubric for Computational Thinking Concepts,"Otero Avila, Christiano and Foss, Luciana and Bordini, Adriana and Simone Debacco, Maria and da Costa Cavalheiro, Simone André",2019
Evaluation of the ROOT Robot System and Curriculum to Improve Computational Thinking in Chinese Children,"Liu, Yanting and Rojas, Juan",2019
Evaluating the effectiveness of learner controlled information security training,Sherly Abraham and InduShobha Chengalur-Smith,2019
Establishing Computational Thinking as Just Another Tool in the Problem Solving Tool Box,"Fleenor, Hillary",2019
Essential Skills for Civil Engineering Graduates Towards Industry Revolution 4.0,"Rashidah, M.N. Siti and Humphrey, J.V. and Anizahyati, A.",2019
EPILOGUE: LESSONS LEARNED,"Denning, Peter J. and Tedre, Matti",2019
Engaging Students in Computer Science Education through Game Development with Unity,"Comber, Oswald and Motschnig, Renate and Mayer, Hubert and Haselberger, David",2019
Engaging African American Elementary School Children in Code Understanding,"Nche, Olivia",2019
Engage Your Students Before Class: More Pre-Class Engagement for More Effective Flipped Classrooms,"Chai, Yuqian and Kushnazarov, Mansurbek and Yau, Cheuk-Wang and Qi, Xinyu and Lei, Chi-Un",2019
Empowering educators by developing professional practice in digital fabrication and design thinking,Hanne Voldborg Andersen and Kati Pitkänen,2019
Educational Robotics and Computational Thinking Development in Preschool,"Gerosa, Anaclara and Koleszar, Víctor and Gómez-Sena, Leonel and Tejera, Gonzalo and Carboni, Alejandra",2019
Does Computer Game Design and Programming Benefit Children? A Meta-Synthesis of Research,"Denner, Jill and Campe, Shannon and Werner, Linda",2019
Do we really need computational thinking?,"Nardelli, Enrico",2019
Digital Legacies on Paper: Reading Punchcards with Computer Vision,"Jansen, Gregory",2019
Digital and Physical Fabrication as Multimodal Learning: Understanding Youth Computational Thinking When Making Integrated Systems Through Bidirectionally Responsive Design,"Richard, Gabriela T. and Giri, Sagun",2019
Development of Web-Based Programming Learning Support System with Graph Drawing of Mathematics as a Learning Task,"Iwamoto, Tomoya and Matsumoto, Shimpei",2019
Development of Mobile Application for The Concept of Pattern Recognition in Computational Thinking for Mathematics Subject,"Abdullah, Abdul Halim and Othman, Muhammad Asnawi and Ismail, Norulhuda and Rahman, Sharifah Nurarfah S. Abd and Mokhtar, Mahani and Zaid, Norasykin Mohd",2019
Development of iOS Software n-Queens Problem for Education and Its Application for Promotion of Computational Thinking,"Sasaki, Yuji and Fukui, Masanori and Hirashima, Tsukasa",2019
Development of a Lean Computational Thinking Abilities Assessment for Middle Grades Students,"Wiebe, Eric and London, Jennifer and Aksit, Osman and Mott, Bradford W. and Boyer, Kristy Elizabeth and Lester, James C.",2019
Developing Student's Computational Thinking through Agent-Based Modeling in Secondary Education,"Musaeus, Line Have",2019
Developing IoT Competencies in Non-Computer Science Students in Higher Education,"Attallah, Belsam and Change, Yun-Ke and Il-Agure, Zakea",2019
Developing Inclusive K-12 Computing Pathways for the League of Innovative Schools,"Burke, Quinn and Roschelle, Jeremy and Angevine, Colin and O’Donnell, Kerri Ann and Smith, Kimberly and Weisgrau, Josh",2019
Developing Implementation Measures for K-12 Computer Science Curriculum Materials,"Rutstein, Daisy W. and Xu, Yuning and McElhaney, Kevin and Bienkowski, Marie",2019
Developing Computational Thinking in Pre-School Children,"Havlásková, Tatiana and Homanová, Zuzana and Tran, Daniel",2019
Developing Computational Thinking at School with Machine Learning: An exploration,"García, Juan David Rodríguez and León, Jesús Moreno and González, Marcos Román and Robles, Gregorio",2019
Developing Chinese Elementary School Students' Computational Thinking: A Convergent Cognition Perspective,"Liu, Yaqin and Ma, Zhiqiang and Qian, Yizhou",2019
Developing a Teacher Training Curriculum Including Computational Thinking Skills: Early Advances on a Study Focused on Colombia,"Muñoz del Castillo, Armando and Muñoz, Mario A. and Acosta Huertas, Lydia Cruz and Herrera, Edgar and Jimenez Toledo, Javier and Ramos, Deixy Ximena",2019
Developing a Procedural Problem-solving-based Framework of Computational Thinking Components,"Jeng, Hi-Lian and Liu, Li-Wen and Chen, Chung-Nien",2019
Developing a Computational Thinking Curriculum for Multilingual Students: An Experience Report,"Jacob, Sharin and Nguyen, Ha and Richardson, Debra and Warschauer, Mark",2019
Detecting cognitive engagement using word embeddings within an online teacher professional development community,Thushari Atapattu and Menasha Thilakaratne and Rebecca Vivian and Katrina Falkner,2019
Designing hybrid physics labs: combining simulation and experiment for teaching computational thinking in first-year engineering,"Fennell, Hayden W. and Lyon, Joseph A. and Magana, Alejandra J. and Rebello, Sanjay and Rebello, Carina M. and Peidrahita, Yuri B.",2019
Designing for Integrated K-5 Computing and Literacy through Story-making Activities,"Whyte, Robert and Ainsworth, Shaaron and Medwell, Jane",2019
Designing child-robot interaction with Robotito,"Bakała, Ewelina and Visca, Jorge and Tejera, Gonzalo and Seré, Andrés and Amorin, Guillermo and Gómez-Sena, Leonel",2019
Designing a Middle School Science Curriculum that Integrates Computational Thinking and Sensor Technology,"Gendreau Chakarov, Alexandra and Recker, Mimi and Jacobs, Jennifer and Van Horne, Katie and Sumner, Tamara",2019
Defining and Designing Computer Science Education in a K12 Public School District,"Proctor, Chris and Bigman, Maxwell and Blikstein, Paulo",2019
Data Mining Framework to Analyze the Evolution of Computational Thinking Skills in Game Building Workshops,"de Souza, Alexandra A. and Barcelos, Thiago S. and Munoz, Roberto and Villarroel, Rodolfo and Silva, Leandro A.",2019
CSpathshala: bringing computational thinking to schools,"Shah, Vipul",2019
Cooperative Thinking: Analyzing a new framework for software engineering education,Paolo Ciancarini and Marcello Missiroli and Daniel Russo,2019
Container Terminal Oriented Logistics Generalized Computational Complexity,"Li, Bin and Sun, Bing and Yao, Wei and He, Yuqing and Song, Guanggang",2019
Connections and Influences Among Topics of Learning How to Program,"Bosse, Yorah and Redmiles, David F and Gerosa, Marco",2019
Computing as a mathematical disciplinary practice,Elise Lockwood and Anna F. DeJarnette and Matthew Thomas,2019
Computer Science Unplugged for Developing Computational Thinking and Mathematical Thinking,"Nakamura, Takayasu and Kawasaki, Tetsushi",2019
Computer Programming: Should Medical Students Be Learning It?,Caroline E Morton and Susan F Smith and Tommy Lwin and Michael George and Matt Williams,2019
Computational thinking with the web crowd using CodeMapper,"Vanvorce, Patrick and Jamil, Hasan M.",2019
Computational thinking should just be good thinking,"Guzdial, Mark and Kay, Alan and Norris, Cathie and Soloway, Elliot",2019
Computational Thinking in the Making: Lessons for Second Graders in a STEM Computer Science Immersion School,"Scheppegrell, Lindsey and Hiatt, Elyse and Okerlund, Johanna and Wilson, David",2019
Computational Thinking in Archival Science Research and Education,"Underwood, William and Marciano, Richard",2019
Computational Thinking Education: Who Let the Dog Out?,"Swaid, Samar and Suid, Taima",2019
Computational Thinking Curriculum for Unmanned Aerial Systems,"Zhang, Shiqi and Stewart, Christopher",2019
Computational Thinking Bins: Outreach and More,"Morrison, Briana B. and Dorn, Brian and Friend, Michelle",2019
Computational Thinking At Primary School: Didactical and Psychological Aspects,"Moschella, Marialaura",2019
Computational Thinking as Play: Experiences of Children who are Blind or Low Vision in India,"India, Gesu and Ramakrishna, Geetha and Bisht, Jyoti and Swaminathan, Manohar",2019
Computational thinking and robotics in education,"Garc\'{\i}a-Pe\~{n}alvo, Francisco Jos\'{e} and Conde, Miguel \'{A}. and Gon\c{c}alves, Jos\'{e} and Lima, Jos\'{e}",2019
Computational Thinking & Practical Thinking Inspired Java Web Curriculum Reform Method,"Yu, Fengping and Wang, Hong",2019
COMPUTATIONAL THINKING,"Denning, Peter J. and Tedre, Matti",2019
Comparison of the learning curve and adaptive behavior from kids to adults using computational thinking with Block-Programming to Technology Enhanced Learning,"Moreno-Vera, Felipe and León-Vera, Leonardo and Moreno-Motta, Juan and Guizado-Vasquez, Juan and Vera-Panez, Michael",2019
Combining Block-Based Programming and Hardware Prototyping to Foster Computational Thinking,"Fronza, Ilenia and Corral, Luis and Pahl, Claus",2019
Collaborative Design Thinking (CoDeT): A co-design approach for high child-to-adult ratios,Maarten {Van Mechelen} and Ann Laenen and Bieke Zaman and Bert Willems and Vero Vanden Abeele,2019
Cognitive Correlates of Computational Thinking: Evaluation of a Blended Unplugged/Plugged-In Course,"Tsarava, Katerina and Leifheit, Luzia and Ninaus, Manuel and Rom\'{a}n-Gonz\'{a}lez, Marcos and Butz, Martin V. and Golle, Jessika and Trautwein, Ulrich and Moeller, Korbinian",2019
CodyColor: Design of a Massively Multiplayer Online Game to Develop Computational Thinking Skills,"Klopfenstein, Lorenz Cuno and Delpriori, Saverio and Maldini, Riccardo and Bogliolo, Alessandro",2019
Coding games and robots to enhance computational thinking: How collaboration and engagement moderate children’s attitudes?,Kshitij Sharma and Sofia Papavlasopoulou and Michail Giannakos,2019
Coding as a playground: Promoting positive learning experiences in childhood classrooms,Marina U. Bers and Carina González-González and Mª Belén Armas–Torres,2019
CodeNC: Integrating Computational Thinking into K-12 Instructional Activities using Animated Videos,"Nguyen, N. Rich and Poliakova, Iuliia and Meduri, Sahithi and Hutcheson, Joshua and Ke, Ryan",2019
Chapter 8 - 3D Graphics to Virtual Reality in Medicine: Opportunities and Prospective,Erik N. Gaasedelen and Paul A. Iaizzo,2019
Chapter 2 - Course Design: Making Choices About Constructing Your Course,Cynthia J. Brame,2019
Chapter 11 - Incorporating Research Into Courses,Faith Rovenolt,2019
CEO: A Triangulated Evaluation of a Modeling-Based CT-Infused CS Activity for Non-CS Middle Grade Students,"Lytle, Nicholas and Catet\'{e}, Veronica and Dong, Yihuan and Boulden, Danielle and Akram, Bita and Houchins, Jennifer and Barnes, Tiffany and Wiebe, Eric",2019
Categorizing Resources and Learners for a Finer-Grained Analysis of MOOC Viewing & Doing,"Hemberg, Erik and Biswas, Sagar and Bajwa, Ayesha and Law, Nancy and O’Reilly, Una-May",2019
Can playing a video game foster computational thinking skills?,Weinan Zhao and Valerie J. Shute,2019
Building Computational Creativity in an Online Course for Non-Majors,"Peteranetz, Markeya S. and Soh, Leen-Kiat and Ingraham, Elizabeth",2019
Bringing Computational Thinking to Hospital Classrooms,"Gonz\'{a}lez-Gonz\'{a}lez, Carina S. and C\'{a}ceres-Garc\'{\i}a, Lorena and Violant-Holz, Ver\'{o}nica",2019
BrainQuest: The use of motivational design theories to create a cognitive training game supporting hot executive function,Stuart Iain Gray and Judy Robertson and Andrew Manches and Gnanathusharan Rajendran,2019
Big Data Calls for Machine Learning,Andreas Holzinger,2019
Benefits of Computational Thinking in Entrepreneurship,"Nuar, Ahmad Najmi Amerhaider and Rozan, Mohd Zaidi Abd",2019
Automatic Generation of Program Comments Based on Problem Statements for Computational Thinking,"Takahashi, Akiyoshi and Shiina, Hiromitsu and Kobayashi, Nobuyuki",2019
Automatic Classification of Computational Thinking Skills in Elementary School Math Questions,"Costa, Erick J. F. and Campelo, Cláudio E. C. and Campos, Lívia M. R. Sampaio",2019
Assessment of Computational Thinking in regular basic education: case I.E.T.P. “José Obrero”,"Curasma, Ronald Paucar and Jara, Nolan Jara and Curasma, Herminio Paucar and Ornetta, Victor Cruz",2019
