Title,Autor,Year
"Coordinating a Large, Amalgamated REU Program with Multiple Funding Sources","Eugene Fiorini, Kellen Myers and Yusra Naqvi",2017
Towards a pedagogical model for science education: bridging educational contexts through a blended learning approach,José Bidarra and Ellen Rusman,2017
Chapter 21 - Aesthetic Computing*,Paul A. Fishwick,2017
Scratching Beyond the Surface of Literacy: Programming for Early Adolescent Gifted Students,Julia Hagge,2017
Development of a Game-Based Learning Judgment System for Online Education Environments Based on Video Lecture: Minimum Learning Judgment System,Jaechoon Jo and Wonhui Yu and Kyu Han Koh and Heuiseok Lim,2018
Redefining Filter Bubbles as (Escapable) Socio-Technical Recursion,Huw C Davies,2018
Analysis of the relation between computational thinking skills and various variables with the structural equation model,Hatice Yildiz Durak and Mustafa Saritepeci,2018
What is the matter with newsroom culture? A sociomaterial analysis of professional knowledge creation in the newsroom,Steen Steensen,2018
Professional Development for a Middle School Mathematics-Infused Science Curriculum,"Luisa McHugh, Angela M. Kelly and M. David Burghardt",2018
"Collaborative Robotics, More Than Just Working in Groups",Kellie Taylor and Youngkyun Baek,2018
BlockyTalky: New programmable tools to enable students’ learning networks,Annie Kelly and Lila Finch and Monica Bolles and R. Benjamin Shapiro,2018
Algorithmic thinking vs. text comprehension,Katalin Harangus and Zoltán Kátai,2018
Makerspace in school—Considerations from a large-scale national testbed,Eva Eriksson and Carl Heath and Peter Ljungstrand and Peter Parnes,2018
Students’ self-authoring mobile App for integrative learning of STEM,Teng-Hui Tseng and Yaming Tai and Shin-Ping Tsai and Yu-Liang Ting,2018
Bernstein’s levels of movement construction: A contemporary perspective,Vitor L.S. Profeta and Michael T. Turvey,2018
"A study of primary school students' interest, collaboration attitude, and programming empowerment in computational thinking education",Siu-Cheung Kong and Ming Ming Chiu and Ming Lai,2018
Failing to learn: The impact of failures during making activities,Adam V. Maltese and Amber Simpson and Alice Anderson,2018
Evaluating a Bilingual Text-Mining System With a Taxonomy of Key Words and Hierarchical Visualization for Understanding Learner-Generated Text,Siu Cheung Kong and Ping Li and Yanjie Song,2018
Exploring Elementary Teachers’ Pedagogical Content Knowledge and Confidence in Implementing the NGSS Science and Engineering Practices,"Emily J. S. Kang, Corinne Donovan and Mary Jean McCarthy",2018
A review of five African board games: is there any educational potential?,Rebecca Yvonne Bayeck,2018
Can computational talent be detected? Predictive validity of the Computational Thinking Test,Marcos Román-González and Juan-Carlos Pérez-González and Jesús Moreno-León and Gregorio Robles,2018
Interdisciplinary Science Through the Parallel Curriculum Model: Lessons From the Sea,Stephanie J. Hathcock,2018
"Playing Beowulf: Bridging computational thinking, arts and literature through game-making",Bruno Henrique {de Paula} and Andrew Burn and Richard Noss and José Armando Valente,2018
Real-time reconciliation of a geometallurgical model based on ball mill performance measurements – a pilot study at the Tropicana gold mine,T. Wambeke and D. Elder and A. Miller and J. Benndorf and R. Peattie,2018
Talking modelling: examining secondary science teachers’ modelling-related talk during a model-based inquiry unit,Ron Gray and Allyson Rogan-Klyve,2018
Mapping the Values of IoT,Razvan Nicolescu and Michael Huth and Petar Radanliev and David De Roure,2018
Understanding professional learning for Computing teachers from the perspective of situated learning,Sue Sentance and Simon Humphreys,2018
Improving programming skills in engineering education through problem-based game projects with Scratch,Damla Topalli and Nergiz Ercil Cagiltay,2018
Digital Chinese Medicine Research: an Overview,Hui-Yong Huang and Jun-Feng Yan and Zhi-Xi Hu,2018
Putting Making into High School Computer Science Classrooms: Promoting Equity in Teaching and Learning with Electronic Textiles in Exploring Computer Science,"Deborah Ann Fields, Yasmin Kafai, Tomoko Nakajima, Joanna Goode and Jane Margolis",2018
Mining social media divides: an analysis of K-12 U.S. School uses of Twitter,"Royce Kimmons, Jeffrey P. Carpenter, George Veletsianos and Daniel G. Krutka",2018
Teaching distributed memory programming from mental models,Victor Eijkhout,2018
Guest editorial comments,Joanna Goode,2018
A visual programming environment for introducing distributed computing to secondary education,Brian Broll and Ákos Lédeczi and Hamid Zare and Dung Nguyen Do and János Sallai and Péter Völgyesi and Miklós Maróti and Lesa Brown and Chris Vanags,2018
"Thinking Machines: Art and Design in the Computer Age, 1959–1989: The Museum of Modern Art New York City November 13, 2017–April 8, 2018",Sean Anderson,2018
Students With Learning Disabilities in Inquiry-Based Science Classrooms: A Cross-Case Analysis,Allison L. McGrath and Marie Tejero Hughes,2018
"How block-based, text-based, and hybrid block/text modalities shape novice programming practices",David Weintrop and Uri Wilensky,2018
Editorial,Brian Dorn and Jan Vahrenhold,2018
"Place, Learning Progressions, and Progress",Thomas B. Larsen and John A. Harrington Jr.,2018
Distributed MASON: A scalable distributed multi-agent simulation environment,Gennaro Cordasco and Vittorio Scarano and Carmine Spagnuolo,2018
Chapter 7 - Fundamentals of good practice,Theresa Schousek,2018
Cultivating critical game makers in digital game-based learning: learning from the arts,André R. Denham and Kelly W. Guyotte,2018
Research That Illuminates Enduring Dilemmas in Teacher Education,Gail Richmond and Robert E. Floden and Corey Drake,2018
Data Journalism Sustainability,Florian Stalph and Eddy Borges-Rey,2018
"A comparative analysis of programming games, looking through the lens of an instructional design model and a game attributes taxonomy",Lieve Laporte and Bieke Zaman,2018
Participatory methodologies to promote student engagement in the development of educational digital games,Taciana {Pontual Falcão} and Flávia {Mendes de Andrade e Peres} and Dyego Carlos {Sales de Morais} and Glaucileide {da Silva Oliveira},2018
NSTA News: Middle Level Opportunities and Resources,Sin Valor,2018
‘Algorithmic nations’: seeing like a city-regional and techno-political conceptual assemblage,Igor Calzada,2018
Selection of machining parameters with Android application made using MIT App Inventor bookmarks,Tadeusz Mikolajczyk and Hu Fuwen and Liviu Moldovan and Andres Bustillo and Maciej Matuszewski and Krzysztof Nowicki,2018
Perspectives of ‘STEM education and policies’ for the development of a skilled workforce in Australia and India,Jyoti Sharma and Prasad KDV Yarlagadda,2018
MYTH TROUBLES: An Open-Source Educational Game in Scratch for Greek Mythology,Olympia Evangelopoulou and Stelios Xinogalos,2018
You have got a (different) friend in me: Asymmetrical roles in gaming as potential ambassadors of computational and cooperative thinking,Enrico Gandolfi,2018
From Checklists to Heuristics: Designing MOOCs to Support Teacher Learning,Karen Brennan and Sarah Blum-Smith and Maxwell M. Yurkofsky,2018
An Illusion of Interactivity,Ester Appelgren,2018
The art of the Wunderlich cube and the development of spatial abilities,Victor Winter and Betty Love and Cindy Corritore,2018
Students’ investigations of torque,James P. Concannon and Patrick L. Brown,2018
Breakdowns in children's interactions with a robotic tutor: A longitudinal study,Sofia Serholt,2018
Report on the 10th International Conference of Students of Systematic Musicology (SysMus17),Emma Allingham and Christopher Corcoran,2018
Analysing the predictive power for anticipating assignment grades in a massive open online course,"Pedro Manuel Moreno-Marcos, Pedro J. Muñoz-Merino, Carlos Alario-Hoyos, Iria Estévez-Ayres and Carlos Delgado Kloos",2018
EDITORIAL,Brian Dorn and Jan Vahrenhold,2018
"David E Berry and Anders Fagerjord, Digital Humanities",Sin Valor,2018
Parents’ perceptions of e-learning in school education: implications for the partnership between schools and parents,Siu-Cheung Kong,2018
Tangible Interaction and Cultural Forms: Supporting Learning in Informal Environments,Michael S. Horn,2018
Constructionist visions: Hard fun with serious games,Yasmin B. Kafai,2018
"Career aspirations, perceived instrumentality, and achievement in undergraduate computer science courses",Markeya S. Peteranetz and Abraham E. Flanigan and Duane F. Shell and Leen-Kiat Soh,2018
"Preparing Teachers to Engage Rural Students in Computational Thinking Through Robotics, Game Design, and Culturally Responsive Teaching",Jacqueline Leonard and Monica Mitchell and Joy Barnes-Johnson and Adrienne Unertl and Jill Outka-Hill and Roland Robinson and Carla Hester-Croff,2018
Encapsulating teacher expertise in action,"Scott Alterator, Craig Deed and Vaughan Prain",2018
An ecosystem approach to teacher professional development within computer science,"Katrina Falkner, Rebecca Vivian and Sally-Ann Williams",2018
"Formal studies of culture: Issues, challenges, and current trends",Achim Edelmann and John W. Mohr,2018
Advanced Educational Technology for Science Inquiry Assessment,Haiying Li and Janice Gobert and Art Graesser and Rachel Dickler,2018
Automated Journalism 2.0: Event-driven narratives,David Caswell and Konstantin Dörr,2018
"Numbers in Nature, Math on the Mountain",Michael Giamellaro and Kari O’Connell,2018
Interview With Nicholas J. Horton,Allan J. Rossman and Nicholas J. Horton,2018
Exploration of Factors in the Early Collaboration Phase Affecting Virtual Groups’ Overall Collaborative Learning Experiences,Ying-Hsiu Liu and Kyungbin Kwon and LaShaune P. Johnson,2018
Patterns in Award Winning Data Storytelling,Adegboyega Ojo and Bahareh Heravi,2018
Exploring an approach based on digital games for teaching programming concepts to young children,Tancicleide Carina {Simões Gomes} and Taciana {Pontual Falcão} and Patrícia {Cabral de Azevedo Restelli Tedesco},2018
Theorizing the nexus of STEAM practice,Kylie Peppler and Karen Wohlwend,2018
Physical computing with plug-and-play toolkits:Key recommendations for collaborative learning implementations,Eva-Sophie Katterfeldt and Mutlu Cukurova and Daniel Spikol and David Cuartielles,2018
Programming and Mathematics in an Upper-Level University Problem-Solving Course,Miroslav Lovric,2018
Pedagogical content knowledge in computing education: a review of the research literature,Aleata Hubbard,2018
Extending the nomological network of computational thinking with non-cognitive factors,Marcos Román-González and Juan-Carlos Pérez-González and Jesús Moreno-León and Gregorio Robles,2018
Songwriting to learn: how high school science fair participants use music to communicate personally relevant scientific concepts,"Sarah J. Ward, Rebecca M. Price, Katie Davis and Gregory J. Crowther",2018
Moving ahead with computational movement analysis,"J. A Long, R. Weibel, S. Dodge and P. Laube",2018
A problem-solving approach to data analysis for economics,Panayotis Giannakouros and Lihua Chen,2018
"Data Journalism Teaching, Fast and Slow",Paul Bradshaw,2018
A systematic review on teaching and learning robotics content knowledge in K-12,Liying Xia and Baichang Zhong,2018
Designing a curriculum for the Internet-of-Things-Laboratory to foster creativity and a maker mindset within varying target groups,Karsten Lensing and Joachim Friedhoff,2018
TAD 2:2 Issue PDF,Sin Valor,2018
A research synthesis of magnet school effect on student outcomes: Beyond descriptive studies,"Jia Wang, Joan L. Herman and Daniel Dockterman",2018
Is digital upskilling the next generation our ‘pipeline to prosperity’?,Huw C Davies and Rebecca Eynon,2018
Impact of Augmented Reality on Programming Language Learning: Efficiency and Perception,Chin-Hung Teng and Jr-Yi Chen and Zhi-Hong Chen,2018
Supporting scientific modeling through curriculum-based making in elementary school science classes,Sharon Lynn Chu and Elizabeth Deuermeyer and Francis Quek,2018
How to learn and how to teach computational thinking: Suggestions based on a review of the literature,Ting-Chia Hsu and Shao-Chen Chang and Yu-Ting Hung,2018
Teacher educators' competences in fostering student teachers’ proficiency in teaching and learning with technology: An overview of relevant research literature,Dana Uerz and Monique Volman and Marijke Kral,2018
Computational Literacy and “The Big Picture” Concerning Computers in Mathematics Education,Andrea A. diSessa,2018
Teachers’ Noticing of Students’ Thinking in Science Through Classroom Artifacts: In What Ways Are Science and Engineering Practices Evident?,"Melissa J. Luna, Sarah J. Selmer and James A. Rye",2018
Attitudes of secondary school students towards doing research and design activities,"T.E. Vossen, I. Henze, R.C.A. Rippe, J.H. Van Driel and M.J. De Vries",2018
"Problem-based science, a constructionist approach to science literacy in middle school",Christa Flores,2018
9 - Transportation Cyber-Physical System as a Specialised Education Stream,Michael Henshaw and Lipika Deka,2018
Computational Thinking in pre-university Blended Learning classrooms,Xabier Basogain and Miguel Ángel Olabe and Juan Carlos Olabe and Mauricio Javier Rico,2018
Participatory design for sustainable social change,Rachel Charlotte Smith and Ole Sejer Iversen,2018
Learning Computational Thinking and scratch at distance,Maria José Marcelino and Teresa Pessoa and Celeste Vieira and Tatiana Salvador and António José Mendes,2018
Basic Constructions of the Computational Model of Support for Access Operations to the Semantic Network,Larisa Yu. Ismailova and Viacheslav E. Wolfengagen and Sergey V. Kosikov,2018
Digital game-based education for Syrian refugee children: Project Hope,"Selcuk Sirin, Jan L. Plass, Bruce D. Homer, Sinem Vatanartiran and Tzuchi Tsai",2018
Analysis of publication activity of computational science society in 2001–2017 using topic modelling and graph theory,Tesfamariam M. Abuhay and Sergey V. Kovalchuk and Klavdiya Bochenina and Gali-Ketema Mbogo and Alexander A. Visheratin and George Kampis and Valeria V. Krzhizhanovskaya and Michael H. Lees,2018
Connecting Fossil Clubs With K–12 Teachers,"Jeanette Pirlo, Bruce J. MacFadden, Eleanor E. Gardner, Victor J. Perez and Denise Porcello",2018
Ecological Design-Based Research for Computer Science Education: Affordances and Effectivities for Elementary School Students,"Danielle B. Harlow, Hilary A. Dwyer, Alexandria K. Hansen, Ashley O. Iveland and Diana M. Franklin",2018
Sentinel plants as programmable processing units: insights from a multidisciplinary perspective about stress memory and plant signaling and their relevance at community level,Rafael V. Ribeiro and Ricardo da Silva Torres,2018
UTeach Maker: A Micro-Credentialing Program for Preservice Teachers,"Shelly R. Rodriguez, Jason R. Harron and Michael W. DeGraff",2018
Contextual Factors Influencing Access to Teaching Computational Thinking,"Ugur Kale, Mete Akcaoglu, Theresa Cullen and Debbie Goh",2018
Translanguaging: Developing scientific inquiry in a dual language classroom,Esther Garza and María Guadalupe Arreguín-Anderson,2018
Learning About Makerspaces: Professional Development with K-12 Inservice Educators,Lana Peterson and Cassandra Scharber,2018
What Leads to Player’s Enjoyment and Achievement in a Mobile Learning Game?,Achraf Touati and Youngkyun Baek,2018
A Review of Tools and Techniques for Data-Enabled Formative Assessment,Rob Nyland,2018
Digital Data-Centric Geography: Implications for Geography's Frontier,Forrest J. Bowlick and Dawn J. Wright,2018
Coding for Teacher Education: A Recurring Theme that Requires Our Attention,"Denise A. Schmidt-Crawford, Denise Lindstrom and Ann D. Thompson",2018
"“Move over, I will find Jerusalem”: Artifacts in game design in classrooms",Kristine Øygardslia and Pål Aarsand,2018
From players to makers: An empirical examination of factors that affect creative game development,Michail N. Giannakos and Letizia Jaccheri,2018
Stable Teamwork Marriages in Healthcare: Applying Machine Learning to Surgeon-Nurse-Patient Matching,Lorenzo Barberis Canonico and Nathan J. McNeese and Marissa L. Shuffler,2018
Computer Science Education – Call for Papers,Sin Valor,2018
Tools and taxonomies: a response to Hoyles,Paul Drijvers,2018
How do you feel about learning to code? Investigating the effect of children’s attitudes towards coding using eye-tracking,Sofia Papavlasopoulou and Kshitij Sharma and Michail N. Giannakos,2018
May I teach you? Students' behavior when lectured by robotic vs. human teachers,Camino Fernández-Llamas and Miguel A. Conde and Francisco J. Rodríguez-Lera and Francisco J. Rodríguez-Sedano and Francisco García,2018
2017 ISTE Standards for Educators: From Teaching With Technology to Using Technology to Empower Learners,Torrey Trust,2018
Selling tech to teachers: education trade shows as policy events,"Catarina Player-Koro, Annika Bergviken Rensfeldt and Neil Selwyn",2018
Planning a lab lesson on the law of thermal conduction with learning by preparing to teach design,Hakan Isik and Muhammet Mustafa Alpaslan,2018
Changing aims of computing education: a historical survey,"Matti Tedre, Simon and Lauri Malmi",2018
Making too many enemies: Hutto and Myin’s attack on computationalism†,Jesse Kuokkanen and Anna-Mari Rusanen,2018
Synthesis of an intelligent rural village microgrid control strategy based on smartgrid multi-agent modelling and transactive energy management principles,Gerro Prinsloo and Robert Dobson and Andrea Mammoli,2018
"Phogo: A low cost, free and “maker” revisit to Logo",Pablo Molins-Ruano and Carlos Gonzalez-Sacristan and Carlos Garcia-Saura,2018
Reprint of ‘First exposure to Arduino through peer-coaching: Impact on students' attitudes towards programming’,Pablo Martín-Ramos and Maria João Lopes and M. Margarida {Lima da Silva} and Pedro E.B. Gomes and Pedro S. {Pereira da Silva} and José P.P. Domingues and Manuela {Ramos Silva},2018
"David M Berry and Anders Fagerjord, Digital Humanities",Sin Valor,2018
Culture and computation: Steps to a Probably Approximately Correct theory of culture,Jacob G. Foster,2018
Culture in multisensory computing: dividing the body for a digital future,Erika Kerruish,2018
Experiences and perspectives of Technology-enhanced learning and teaching in higher education – Serbian case,Mirjana Ivanović and Aleksandra Klašnja Milićević and Veljko Aleksić and Brankica Bratić and Milinko Mandić,2018
Investigation into Parents’ Concerns about the Introduction of Programming Education into Japanese Primary School,Yukiko Maruyama,2018
Makerspaces Across Settings: Didactic Design for Programming in Formal and Informal Teacher Education in the Nordic Countries,"Susanne Kjällander, Anna Åkerfeldt, Linda Mannila and Peter Parnes",2018
Robotics and computational thinking in primary school,Christina Chalmers,2018
Introduction: Back to the Future,Janis Jefferies,2018
Model of Conversion of Data Objects for Defining the Object-Relation Mapping,Viacheslav E. Wolfengagen and Larisa Yu. Ismailova and Sergey V. Kosikov,2018
Exploring the computational thinking effects in pre-university education,Francisco José García-Peñalvo and Antònio José Mendes,2018
Finding the Hook: Computer Science Education in Elementary Contexts,"Zehra Ozturk, Caitlin McMunn Dooley and Meghan Welch",2018
The Dynamic Geometrisation of Computer Programming,Nathalie Sinclair and Margaret Patterson,2018
"Technology Firms Shape Political Communication: The Work of Microsoft, Facebook, Twitter, and Google With Campaigns During the 2016 U.S. Presidential Cycle",Daniel Kreiss and SHANNON C. MCGREGOR,2018
"Construction of ""Trinity"" three-dimensional Classroom",Ning Wang and Aihong Li,2018
Can playing a video game foster computational thinking skills?,Weinan Zhao and Valerie J. Shute,2019
Fostering Teachers’ Reflections on the Dynamic Characteristics of Open Inquiry through Metacognitive Prompts,"Idit Adler, Michal Zion and Esther Rimerman-Shmueli",2019
Identifying fake news through trustworthiness judgements of documents / La identificación de noticias falsas mediante juicios de fiabilidad de los documentos,Christian Tarchi,2019
PY-RATE ADVENTURES: A 2D Platform Serious Game for Learning the Basic Concepts of Programming With Python,Grigorios Sideris and Stelios Xinogalos,2019
Beyond geometric complexity: a critical review of complexity theory and how it relates to architecture engineering and construction,Evangelos Pantazis and David Jason Gerber,2019
Learning to code via tablet applications: An evaluation of Daisy the Dinosaur and Kodable as learning tools for young children,Sarah Pila and Fashina Aladé and Kelly J. Sheehan and Alexis R. Lauricella and Ellen A. Wartella,2019
Elementary Teachers’ Enactment of the NGSS Science and Engineering Practices,"Emily J.S. Kang, Mary Jean McCarthy and Corinne Donovan",2019
Student Explanations in the Context of Computational Science and Engineering Education,"Camilo Vieira, Alejandra J. Magana, Anindya Roy and Michael L. Falk",2019
"Cathy O’Neil. Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy, Crown Publishers, New York (2016). 259 pp., ISBN: 9780553418811.",Zaki Eusufzai,2019
Chapter 11 - Incorporating Research Into Courses,Faith Rovenolt,2019
Engineering Encounters: Planting the Seeds of Engineering,"Hagit Mano, Kathleen Molina, Alissa Lange and Irena Nayfeld",2019
Big Data Calls for Machine Learning,Andreas Holzinger,2019
Crafting Textile Connections: A mixed-methods approach to explore traditional and e-textile crafting for wellbeing,"Sara Nevay, Lucy Robertson, Christopher S.C. Lim and Wendy Moncur",2019
Machine learning applications in minerals processing: A review,J.T. McCoy and L. Auret,2019
Tangible Digital Play in Australian and U.S. Preschools,"Ilene R. Berson, Karen Murcia, Michael J. Berson, Victoria Damjanovic and Virginia McSporran",2019
A systematic review of learning computational thinking through Scratch in K-9,LeChen Zhang and Jalal Nouri,2019
Introducing computational social science for Asia-Pacific communication research,"Tai-Quan Peng, Hai Liang and Jonathan J. H. Zhu",2019
"End-user development, end-user programming and end-user software engineering: A systematic mapping study",Barbara Rita Barricelli and Fabio Cassano and Daniela Fogli and Antonio Piccinno,2019
Understanding teacher instructional change: the case of integrating NGSS and stewardship in professional development,"Kathryn N. Hayes, Mele Wheaton and Deborah Tucker",2019
Learning to code or coding to learn? A systematic review,Shahira Popat and Louise Starkey,2019
Coding as a playground: Promoting positive learning experiences in childhood classrooms,Marina U. Bers and Carina González-González and Mª Belén Armas–Torres,2019
The Robot Operating System: Package reuse and community dynamics,Pablo Estefo and Jocelyn Simmonds and Romain Robbes and Johan Fabry,2019
Teaching computer programming with PRIMM: a sociocultural perspective,"Sue Sentance, Jane Waite and Maria Kallia",2019
"‘Voodoo maths’, asymmetric dependency and maths blame: why collaboration between school science and mathematics teachers is so rare",Victoria Wong and Justin Dillon,2019
Fifty years of the psychology of programming,Alan F. Blackwell and Marian Petre and Luke Church,2019
Coding games and robots to enhance computational thinking: How collaboration and engagement moderate children’s attitudes?,Kshitij Sharma and Sofia Papavlasopoulou and Michail Giannakos,2019
Music technology and Future Work Skills 2020: An employability mapping of Australian undergraduate music technology curriculum,Eve Klein and James Lewandowski-Cox,2019
Drone challenge: A platform for promoting programming and robotics skills in K-12 education,Aurelio Bermúdez and Rafael Casado and Guillermo Fernández and María Guijarro and Pablo Olivas,2019
The future of computing and wisdom: Insights from Human–Computer Interaction,Daniel Sapiens Pargman and Elina Eriksson and Oliver Bates and Ben Kirman and Rob Comber and Anders Hedman and Martijn {van den Broeck},2019
Out-of-school assistance in the teaching of visual creative programming in the game-based environment – Case study: Poland,Taras Panskyi and Zdzislawa Rowinska and Sebastian Biedron,2019
Engineering Encounters: Building Bridges,Ashley Delaney and Kari Jurgenson,2019
Skills in computational thinking of engineering students of the first school year,Concepción Varela and Carolina Rebollar and Olatz García and Eugenio Bravo and Javier Bilbao,2019
"NAEA News, Volume 61, Number 1, February-March 2019",Sin Valor,2019
Sin Valor,Zaki Eusufzai,2019
How Quantum Ontology and Q Methodology Can Revitalise Agency in IR,Pinja Lehtonen,2019
The Relationship Between Learner Characteristics and Student Outcomes in a Middle School Computing Course: An Exploratory Analysis Using Structural Equation Modeling,"Tuba Ketenci, Brendan Calandra, Lauren Margulieux and Jonathan Cohen",2019
High School Epidemiology: Helping Students Practice Science Through Guided Inquiry and Authentic Learning Strategies,Emily M. D’Agostino,2019
Evaluating the effectiveness of learner controlled information security training,Sherly Abraham and InduShobha Chengalur-Smith,2019
When Journalism and Automation Intersect: Assessing the Influence of the Technological Field on Contemporary Newsrooms,"Shangyuan Wu, Edson C. Tandoc Jr. and Charles T. Salmon",2019
"Middle School Girls Gain Confidence, Competence, and Interest Through Summer STEAM Camp","Tamar McPherson, Stephanie Reilly and Colleen Smith",2019
Point of View: There Is a Difference Between Engagement and Understanding,James McDonald,2019
Atomising the News: The (In)Flexibility of Structured Journalism,Rhianne Jones and Bronwyn Jones,2019
Teaching “Against” Social Media: Confronting Problems of Profit in the Curriculum,Daniel G. Krutka and Stefania Manca and Sarah M. Galvin and Christine Greenhow and Matthew J. Koehler and Emilia Askari,2019
Parent-child interaction and children's learning from a coding application,Kelly J. Sheehan and Sarah Pila and Alexis R. Lauricella and Ellen A. Wartella,2019
Key Attributes of a Modern Statistical Computing Tool,Amelia McNamara,2019
Scientific sensemaking supports science content learning across disciplines and instructional contexts,Matthew A. Cannady and Paulette Vincent-Ruz and Joo Man Chung and Christian D. Schunn,2019
Empowering educators by developing professional practice in digital fabrication and design thinking,Hanne Voldborg Andersen and Kati Pitkänen,2019
Reviews,Sin Valor,2019
Invited review article: Where and how 3D printing is used in teaching and education,Simon Ford and Tim Minshall,2019
Methods \& Strategies: Multiple Modes in Science Instruction,Rachel Wilson and Leslie Bradbury,2019
Exploring factors influencing the acceptance of visual programming environment among boys and girls in primary schools,Gary Cheng,2019
Aligning English Language Proficiency Standards With Content Standards: Shared Opportunity and Responsibility Across English Learner Education and Content Areas,Okhee Lee,2019
Cooperative Thinking: Analyzing a new framework for software engineering education,Paolo Ciancarini and Marcello Missiroli and Daniel Russo,2019
The scope of autonomy when teaching computational thinking in primary school,Niklas Carlborg and Markus Tyrén and Carl Heath and Eva Eriksson,2019
The State of the JDLTE: Looking Good!,"Ann D. Thompson, Denise A. Schmidt-Crawford and Denise L. Lindstrom",2019
Examining the use of drama to develop epistemological understanding about the nature of science: a collective case from experience in New Zealand and England,"D. McGregor, D. Baskerville, D. Anderson and A. Duggan",2019
Education recoded: policy mobilities in the international ‘learning to code’ agenda,"Ben Williamson, Annika Bergviken Rensfeldt, Catarina Player-Koro and Neil Selwyn",2019
Transcending Boundaries,"Daniel Edelen, Sarah B. Bush and Megan Nickels",2019
Precision: Toward a meaning-centered view of language use with English learners in the content areas,Scott E. Grapin and Lorena Llosa and Alison Haas and Marcelle Goggins and Okhee Lee,2019
Chapter 2 - Course Design: Making Choices About Constructing Your Course,Cynthia J. Brame,2019
"NAEA News, Volume 61, Number 3, June-July 2019",Sin Valor,2019
A Participatory Programming Model for Democratizing Cobot Technology in Public and Industrial Fablabs,Tudor B. Ionescu and Sebastian Schlund,2019
Inquiry-Based Instruction in Science and Mathematics in Middle School Classrooms: Examining Its Association With Students’ Attitudes by Gender and Race/Ethnicity,Catherine Riegle-Crumb and Karisma Morton and Ursula Nguyen and Nilanjana Dasgupta,2019
An Instrument for Assessing the Development of Scientific Imagination via Digital Storytelling for Elementary School Students,"Hsueh-Hua Chuang, Ming-Hung Hsieh, Ying-Yao Cheng and Chia-Chi Wang",2019
"Technology Comprehension — Combining computing, design, and societal reflection as a national subject",Ari Tuhkala and Marie-Louise Wagner and Ole Sejer Iversen and Tommi Kärkkäinen,2019
Soft computing model based financial aware spatiotemporal social network analysis and visualization for smart cities,Lei Ruan and Chunyan Li and Yan Zhang and Haoxiang Wang,2019
Making success: What does large-scale integration of making into a middle and high school look like?,Keith Trahan and Stephanie Maietta Romero and Renata de Almeida Ramos and Jeffrey Zollars and Cynthia Tananis,2019
Winners of the Breheny Prize,Sin Valor,2019
"Problem-solving in collaborative game design practices: epistemic stance, affect, and engagement",Helen Melander Bowden,2019
Infrastructures of abstraction: how computer science education produces anti-political subjects,James W. Malazita and Korryn Resetar,2019
A Field Analysis of Journalism in the Automation Age: Understanding Journalistic Transformations and Struggles Through Structure and Agency,"Shangyuan Wu, Edson C. Tandoc and Charles T. Salmon",2019
"Researching educational apps: ecologies, technologies, subjectivities and learning regimes",Mathias Decuypere,2019
Theorising effective uses of digital technology with activity theory,Todd J. B. Blayone,2019
A review of computational toys and kits for young children,Junnan Yu and Ricarose Roque,2019
The Interface Design of a Collaborative Computer Science Learning Environment for Elementary Aged Students,Amanda Bradbury and Eric Wiebe and Jessica Vandenberg and Jennifer Tsan and Collin Lynch and Kristy Boyer,2019
Review of measurements used in computing education research and suggestions for increasing standardization,"Lauren Margulieux, Tuba Ayer Ketenci and Adrienne Decker",2019
Digital Inclusion and Health in Wales,Bob Gann,2019
Outstanding Science Tradebooks for Students K-12,Sin Valor,2019
Thinking About Skills of the Future: How to Get Preservice Teachers Started With Coding,Rachelle Dene Poth,2019
Assessing computational thinking process using a multiple evaluation approach,Yasemin Allsop,2019
"Programming with Scratch in primary school, indicators related to effectiveness of education process and analysis of these indicators in terms of various variables",Hatice Yildiz Durak and Tolga Guyer,2019
Ecological Revelations: Recovering the Unseen,Jennifer S. Thom,2019
Food Fight!,"Jennifer Taylor, Lara Thomas, William Penuel and Susan Sullivan",2019
"The More Things Change, The More They Stay The Same",Nathan Piekielek and Marcy Bidney,2019
Developing the Computer Programming Self-Efficacy Scale for Computer Literacy Education,Meng-Jung Tsai and Ching-Yeh Wang and Po-Fen Hsu,2019
From cases to general principles: A call for theory development through agent-based modeling,Iris Lorscheid and Uta Berger and Volker Grimm and Matthias Meyer,2019
Computing as a mathematical disciplinary practice,Elise Lockwood and Anna F. DeJarnette and Matthew Thomas,2019
Structured Journalism and the Semantic Units of News,David Caswell,2019
Using Targeted Feedback to Address Common Student Misconceptions in Introductory Programming: A Data-Driven Approach,Yizhou Qian and James D. Lehman,2019
Creativity in the acquisition of computational thinking,"Arnon Hershkovitz, Raquel Sitman, Rotem Israel-Fishelson, Andoni Eguíluz, Pablo Garaizar and Mariluz Guenaga",2019
Detecting cognitive engagement using word embeddings within an online teacher professional development community,Thushari Atapattu and Menasha Thilakaratne and Rebecca Vivian and Katrina Falkner,2019
Outstanding Science Trade Books for Students K-12: 2019,Sin Valor,2019
"CyberPLAYce—A tangible, interactive learning tool fostering children’s computational thinking through storytelling",Arash Soleimani and Danielle Herro and Keith Evan Green,2019
The Imagination of Singapore’s Smart Nation as Digital Infrastructure: Rendering (Digital) Work Invisible,Thijs Willems and Connor Graham,2019
