Title,Autor,Year
A Path to Computational Thinking and Computer Programming through Physics Problems,"Mason, Robert H. and Sirikumara, Hansika I. and Jayasekera, Thushari",2022
"ACE 2022 - Proceedings of the 24th Australasian Computing Education Conference, Held in conjunction with Australasian Computer Science Week",Sin Valor,2022
Design an Assessment for an Introductory Computer Science Course: A Systematic Literature Review,"Cheng, Qingwan and Tao, Angela and Chen, Huangliang and Samary, Maira Marques",2022
Computational thinking: A mediation tool and higher-order thinking for linking EFL grammar knowledge with competency,Tang Youjun and Ma Xiaomei,2022
Using Computational Thinking to Facilitate Language Learning: A Survey of Students’ Strategy Use in Austrian Secondary Schools,"Rottenhofer, Marina and Kuka, Lisa and Leitner, Sandra and Sabitzer, Barbara",2022
Computational literacy in science education–A systematic review,"Braun, Daniel and Huwer, Johannes",2022
Affective domain studies of K-12 computing education: a systematic review from a perspective on affective objectives,"Yun, Hye Jin and Cho, Jungwon",2022
"Problem solved, but how? An exploratory study into students’ problem solving processes in creative coding tasks",Karen Woo and Garry Falloon,2022
Promoting Computational Thinking Through Science-Engineering Integration Using Computational Modeling,"Basu, Satabdi and McElhaney, Kevin W. and Rachmatullah, Arif and Hutchins, Nicole and Biswas, Gautam and Chiu, Jennifer",2022
A computational thinking module for secondary students and pre-service teachers using Bebras-style tasks,"Lehtimäki, Taina and Hamm, James and Mooney, Aidan and Casey, Kevin and Monahan, Rosemary and Naughton, Thomas J.",2022
Digitalization and Uncertainty in the University: Coherence and Collegiality Through a Metacurriculum,"Johnson, Mark William and Suvorova, Elena A. and Karelina, Alina A.",2022
A Study of Micro:bit Teaching Design Based on the Development of Computational Thinking of Secondary School Students,"Liu, Junjie and Xia, Xiaojun and Bai, Yi and Liu, Pingyao",2022
Quantum Dynamic Network Modeling Algorithm in Mathematical Modeling Training Combined with BOPPPS Comprehensive Networking System Construction,"Li, Mingwei",2022
Spatial clustering of codeine use and its association with depression: a geospatial analysis of nationally representative South African data,Princess Nyoni and Diego F. Cuadros and Andrew Gibbs and Frank Tanser and Rob Slotow and Jonathan K Burns and Andrew Tomita,2022
Students Cognitive Abilities Enhancement through Computer Software Interaction: Engineering Educators' Perception,"Johnson, Charles A.N. and Egba, Ernest Ituma and Daud, Mohd Fadzil Bin and Arsat, Mahyuddin Bin and Wan Hussin, Wan Nazdah",2022
Building a school data portal using open data: A description of the user research & development process,Steven Azeka and Aankit Patel and Kenjiro Kanamaru,2022
"Developing the computational thinking process in Physics courses, an empirical study for the learning of the rigid body concept in engineering students","Juarez, Erika Cervantes and Guzman, Daniel Sanchez",2022
"From Critique to Computational Thinking: A Peer-Assessment-Supported Problem Identification, Flow Definition, Coding, and Testing Approach for Computer Programming Instruction","Fang, Jian-Wen and Shao, Dan and Hwang, Gwo-Jen and Chang, Shao-Chen",2022
Mathematical and computational awareness before and after the pandemic,"Bubnó, Katalin and Takács, Viktor László",2022
Temporal pathways to learning: How learning emerges in an open-ended collaborative activity.,Jauwairia Nasir and Mortadha Abderrahim and Aditi Kothiyal and Pierre Dillenbourg,2022
"A retrospective study of antivenom-associated adverse reaction and anaphylaxis at Ngwelezana Hospital, South Africa",T. Giles and S.R. Čačala and D. Wood and J. Klopper and G.V. Oosthuizen,2022
Participatory design and participatory debugging: Listening to students to improve computational thinking by creating games,Anastasios Theodoropoulos,2022
"Programming Massively Parallel Processors: A Hands-on Approach, Fourth Edition","Hwu, Wen-mei W. and Kirk, David B. and Hajj, Izzat El",2022
The Computational Fallacy: A New Model for Understanding the Role of Computers in Humanities,"Aljayyousi, Mohammad Ibrahim",2022
A cognitive definition of computational thinking in primary education,Katerina Tsarava and Korbinian Moeller and Marcos Román-González and Jessika Golle and Luzia Leifheit and Martin V. Butz and Manuel Ninaus,2022
Food for Advanced Computational Thinking: Critical and Creative Approaches to Technology at Te Kura Taurua Manurewa,"Sosa, Ricardo and Gibbons, Andrew and O'Riordan, Emma and Iorangi, Keu and Crowe, Andy and Gibson, Leanne and Harris, Sam and Badenhorst, Daniel",2022
The design and evaluation of an AR-based serious game to teach programming,"Sharma, Vandit and Bhagat, Kaushal Kumar and Huang, Huai-Hsuan and Chen, Nian-Shing",2022
A Systematic Review of Technologies to Teach Control Structures in Preschool Education,"Bakala, Ewelina and Gerosa, Anaclara and Hourcade, Juan Pablo and Tejera, Gonzalo and Peterman, Kerry and Trinidad, Guillermo",2022
Instructional practices promoting computational thinking in STEAM elementary classrooms,"Danielle Herro, Cassie Quigley, Holly Plank, Oluwadara Abimbade and Aileen Owens",2022
"DCECTEL 2022 - Proceedings of the Doctoral Consortium of the 17th European Conference on Technology Enhanced Learning, co-located with the 17th European Conference on Technology Enhanced Learning, EC-TEL 2022",Sin Valor,2022
FaNDS: Fake News Detection System using energy flow,Jiawei Xu and Vladimir Zadorozhny and Danchen Zhang and John Grant,2022
KidBright: An Open-Source Embedded Programming Platform with a Dedicated Software Framework in Support of Ecosystems for Learning to Code,"Tan-a-ram, Surapol and Leelayuttho, Anuchit and Kittipiyakul, Somphong and Pornsukjantra, Wuthipong and Sereevoravitgul, Thundluck and Intarapanich, Apichart and Kaewkamnerd, Saowaluck and Treeumnuk, Dusadee",2022
Computational Thinking Development: Benefiting from Educational Robotics in STEM Teaching,"Budiyanto, Cucuk Wawan and Fenyvesi, Kristof and Lathifah, Afra and Yuana, Rosihan Ari",2022
Promoting Computational Thinking in Teacher Education - Combining Semantic Waves and Algorithmic Thinking,"Ritter, Frauke and Standl, Bernhard",2022
Using robot-based practices to develop an activity that incorporated the 6E model to improve elementary school students’ learning performances,"Hsien-Sheng Hsiao, Yi-Wei Lin, Kuen-Yi Lin, Chien-Yu Lin, Jheng-Han Chen and Jyun-Chen Chen",2022
GameDKT: Deep knowledge tracing in educational games,Danial Hooshyar and Yueh-Min Huang and Yeongwook Yang,2022
Computerized adaptive assessment of understanding of programming concepts in primary school children,"Sally A. M. Hogenboom, Felienne F. J. Hermans and Han L. J. Van der Maas",2022
Design and Development of a Text Programming Teaching System for Primary school Students,"Ding, Guozhu and Liu, Jiaxin and Liu, Xuan and Jiang, Tao and Liang, Guanjian",2022
Smart Production Workers in Terms of Creativity and Innovation: The Implication for Open Innovation,Bożena Gajdzik and Radosław Wolniak,2022
Interdisciplinary computational thinking with music and programming: a case study on algorithmic music composition with Sonic Pi,Christopher Petrie,2022
A screen-based or physical computing unit? Examining secondary students’ attitudes toward coding,Tyler S. Love and Reuben S. Asempapa,2022
A Design and Application of Software Liberal Arts Course based on CT-CPS Model for Developing Creative Problem-Solving Ability and Learning Motivation of Non-software Majors,"Park, Hee Jung and Jeon, Yong Ju",2022
The Visual Programming Environment ROBI for Educational Robotics,"Galvão, Gustavo and Neto, Alvaro Costa and Araújo, Cristiana and Henriques, Pedro Rangel",2022
A Course in Academic Writing as a Vehicle for Personal Growth and Transformation,"Christina Alston, Fatemeh Mirghassemi and Conra D. Gist",2022
Developing computational thinking among pre-service teachers,"Peracaula-Bosch, Marta and González-Martínez, Juan",2022
Emergent Bilingual Middle Schoolers’ Syncretic Reasoning in Statistical Modeling,Sarah C. Radke and Sara E. Vogel and Jasmine Y. Ma and Christopher Hoadley and Laura Ascenzi-Moreno,2022
Data science literacy: Toward a philosophy of accessible and adaptable data science skill development in public administration programs,Michael Overton and Stephen Kleinschmit,2022
Computational thinking in mathematics education: A systematic review,"Subramaniam, Shivaraj and Maat, Siti Mistima and Mahmud, Muhammad Sofwan",2022
Chapter 18 - Metabolomics in public health,Pierpaolo Cavallo,2022
High school students exploring machine learning and its societal implications: Opportunities and challenges,Magnus Høholt Kaspersen and Karl-Emil Kjær Bilstrup and Maarten {Van Mechelen} and Arthur Hjort and Niels Olof Bouvin and Marianne Graves Petersen,2022
Chapter 8 - Chronotopologic krigology,Jiaping Wu and Junyu He and George Christakos,2022
Programming attitudes predict computational thinking: Analysis of differences in gender and programming experience,"Sun, Lihui and Hu, Linlin and Zhou, Danhua",2022
"A MOOC on Computational Thinking for All: Pedagogical Principles, Challenges, and Their Application","Ragonis, Noa and Hazzan, Orit",2022
A Game to Promote Safe Use of Online Media with Mixed Reality Technology,"Tannitisataporn, Ganokpan and Nuatongdee, Chanoknet and Jamsri, Pornsuree",2022
Development and evaluation of granular simulation for integrating computational thinking into computational physics courses,"Muliyati, Dewi and Sumardani, Dadan and Siswoyo, Siswoyo and Bakri, Fauzi and Permana, Handjoko and Handoko, Erfan and Sari, Ni Larasati Kartika",2022
DEVELOPING AN ONTOLOGY OF MULTIPLE PROGRAMMING LANGUAGES FROM THE PERSPECTIVE OF COMPUTATIONAL THINKING EDUCATION,"Nongkhai, Lalita Na and Wang, Jingyun and Mendori, Takahiko",2022
Designing biomimetic robots: iterative development of an integrated technology design curriculum,"Bernstein, Debra and Puttick, Gillian and Wendell, Kristen and Shaw, Fayette and Danahy, Ethan and Cassidy, Michael",2022
Educational Robotics Intervention to Foster Computational Thinking in Preschoolers: Effects of Children’s Task Engagement,"Gerosa, Anaclara and Koleszar, Víctor and Tejera, Gonzalo and Gómez-Sena, Leonel and Carboni, Alejandra",2022
"Problem solved, but how? An exploratory study into students’ problem solving processes in creative coding tasks","Woo, Karen and Falloon, Garry",2022
The role of mental rotation in TetrisTM gameplay: An ACT-R computational cognitive model,"Gentile, Manuel and Lieto, Antonio",2022
Teachers’ Ontological Perspectives of Computational Thinking and Assessment: A Text Mining Approach,"Lai, Rina P.Y.",2022
Leveraging Prediction and Reflection in a Computational Setting to Enrich Undergraduate Students’ Combinatorial Thinking,Elise Lockwood,2022
Youth as philosophers of technology,Sepehr Vakil and Maxine McKinney de Royston,2022
The power of the snake: number theory with Python,Markus Reitenbach,2022
Citizens go digital: A discursive examination of digital payments in Singapore’s Smart Nation project,Gordon Kuo Siong Tan,2022
The causes of difficulty in children’s creation of informal programs,Monica Bucciarelli and Robert Mackiewicz and Sangeet S. Khemlani and P.N. Johnson-Laird,2022
"Computer Science Education in Ireland: Capacity, Access and Participation","Kirwan, Colette and Connolly, Cornelia",2022
A Retrospective Overview of Zika Virus Evolution in the Midwest of Brazil,Marta Giovanetti and Luiz Augusto Pereira and Talita Émile Ribeiro Adelino and Vagner Fonseca and Joilson Xavier and Allison {de Araújo Fabri} and Svetoslav Nanev Slavov and Poliana {da Silva Lemos} and William {de Almeida Marques} and Simone Kashima and José Lourenço and Tulio {de Oliveira} and Carlos Frederico {Campelo de Albuquerque} and Carla Freitas and Cassio Roberto Leonel Peterka and Rivaldo Venancio {da Cunha} and Ana Flávia Mendonça and Vinícius {Lemes da Silva} and Luiz Carlos Junior Alcantara and Tino Polen,2022
Computational thinking: A mediation tool and higher-order thinking for linking EFL grammar knowledge with competency,"Youjun, Tang and Xiaomei, Ma",2022
Methods of Tracks for Training Juniors in Olympiad Informatics: The ISIJ Experience,"Tsvetkova, Marina S. and Kiryukhin, Vladimir M. and Borisov, Nikolai A. and Kinder, Mikhail I.",2022
Co-Learning Computational and Design Thinking Using Educational Robotics: A Case of Primary School Learners in Namibia,"Shipepe, Annastasia and Uwu-Khaeb, Lannie and De Villiers, Carmen and Jormanainen, Ilkka and Sutinen, Erkki",2022
"How Might We Raise Interest in Robotics, Coding, Artificial Intelligence, STEAM and Sustainable Development in University and On-the-Job Teacher Training?","Henze, Jannik and Schatz, Carina and Malik, Shalina and Bresges, André",2022
"Best Management Practices for Teaching Hydrologic Coding in Physical, Hybrid, and Virtual Classrooms","Kelleher, Christa A. and Gannon, John P. and Jones, C. Nathan and Aksoy, Şule",2022
Developing Computational Thinking via Knowledge Building,"Huang, Hsien-Sung and Chang, Yu-Hui and Hong, Huang-Yao",2022
"""that's What Science Is, All This Data:"" Coding Data Visualizations in Middle School Science Classrooms","Krakowski, Ari and Greenwald, Eric and Roman, Natalie",2022
A proposal for a computational design and ecology based approach to architectural design studio,"Karadağ, Derya and Tuker, Cetin",2022
Computational Thinking Dashboard: For learners in Jupyter notebooks,"Agarwal, Bhoomika",2022
A Cross-Sectional Study Investigating Primary School Children’s Coding Practices and Computational Thinking Using ScratchJr,"Kyza, Eleni A. and Georgiou, Yiannis and Agesilaou, Andria and Souropetsis, Markos",2022
Computational thinking in mathematical modelling: An investigative study,"Ang, Keng-Cheng and Tan, Liang-Soon",2022
Virtual Laboratory-Based Student Worksheets Development for Computational Thinking Practices,"Rakhmawati, Lusia and Agung, Achmad Imam and Rohman, Miftahur",2022
"Workshop: Let's Talk to Our Rubber Ducks: Scavenger Hunt for Computational Thinking, Analyzing Code, & Debugging",Sin Valor,2022
Do Structured Flowcharts Outperform Pseudocode? Evidence from Eye Movements,"Andrzejewska, Magdalena and Stolińska, Anna",2022
Coding Initiative Provides Different Approaches to Inspire Girls for Programming,"Gursch, Sarina",2022
"Vision, status, and topics of X Reality in Education",Xieling Chen and Haoran Xie and Qing Li,2022
Designing and evaluating a high interactive augmented reality system for programming learning,Gloria {Yi-Ming Kao} and Cheng-An Ruan,2022
The Use of Cognitive Diagnostic Modeling in the Assessment of Computational Thinking,Tingxuan Li and Anne Traynor,2022
Professional development in self-regulated learning: Shifts and variations in teacher outcomes and approaches to implementation,Timothy J. Cleary and Anastasia Kitsantas and Erin Peters-Burton and Angela Lui and Kim McLeod and Jacqueline Slemp and Xiaorong Zhang,2022
Automated Feedback and Authentic Assessment for Online Computational Thinking Tutoring Systems,"Jamil, Hasan M. and Mou, Xin",2022
Applicative approach to construe a computational model of concepts and individuals,Larisa Ismailova and Viacheslav Wolfengagen and Sergey Kosikov,2022
Technology-enhanced support for children with Down Syndrome: A systematic literature review,Numera M.I. Shahid and Effie Lai-Chong Law and Nervo Verdezoto,2022
When Does Collaborative Interaction Support Learning of Computational Thinking Among Undergraduate Students,"Chowdhury, Bushra and Kafura, Dennis and Johri, Aditya",2022
Interdisciplinary Computing Education: An Introductory Programming and Data Science Course for Postdoctoral Researchers in the Biosciences,"Barman, Arko and Beckman, Leslie S. and Chebaro, Yasmin",2022
Teaching with robotics: creating and implementing integrated units in middle school subjects,"Debra Bernstein, Karen Mutch-Jones, Michael Cassidy and Emily Hamner",2022
KnitxCode: Exploring a Craftsmanship-driven Approach to Computational Thinking,"Sørensen, Marie-Louise Stisen Kjerstein and Fog, Bjarke Vognstrup and Musaeus, Line Have and Petersen, Marianne Graves",2022
"Combining Webduino Programming With Situated Learning to Promote Computational Thinking, Motivation, and Satisfaction Among High School Students",Ting-Ting Wu and Jian-Ming Chen,2022
CS Pathways: A Culturally Responsive Computer Science Curriculum for Middle School,"Jain, Garima and Martin, Fred and Feliciano, Bernardo and Hsu, Hsien-Yuan and Fauvel-Campbell, Barbara and Bausch, Gillian and Ni, Lijun and Thomas-Cappello, Elizabeth",2022
muco: A MUSIC COMPUTING LEARNING APPLICATION,"Hu, Patricia and Hödl, Oliver and Reichl, Peter and Kayali, Fares and Eibensteiner, Iris and Taufner, Bernhard and Schefer-Wenzl, Sigrid and Miladinovic, Igor",2022
Research on Topic Evolution Analysis of Computational Thinking Based on Maximum Likelihood Estimation and CiteSpace,"Xu, Yilong and Zhao, Fujing",2022
LITERACY AND COMPUTATIONAL THINKING IN TEACHERS: A DESCRIPTIVE STUDY; [ALFABETIZACIÓN Y PENSAMIENTO COMPUTACIONAL EN DOCENTES: UN ESTUDIO DESCRIPTIVO],"Martín, José Alberto Sotelo",2022
Combined Effects of Block-Based Programming and Physical Computing on Primary Students' Computational Thinking Skills,"Kastner-Hauler, Oliver and Tengler, Karin and Sabitzer, Barbara and Lavicza, Zsolt",2022
"Instructor facilitation of STEM+CT discourse: engaging, prompting, and guiding students' computational modeling in physics","Snyder, Caitlin and Hutchins, Nicole M. and Biswas, Gautam and Narasimham, Gayathri and Emara, Mona and Yett, Bernard",2022
Unravelling the numerical and spatial underpinnings of computational thinking: a pre-registered replication study,"Sabrina Finke, Ferenc Kemény, Markus Sommer, Vesna Krnjic, Martin Arendasy, Wolfgang Slany and Karin Landerl",2022
Digital citizenship in primary education: A systematic literature review describing how it is implemented,Ania Tadlaoui-Brahmi and Kostanca Çuko and Lionel Alvarez,2022
Understanding student teachers’ collaborative problem solving competency: Insights from process data and multidimensional item response theory,Qianqian Gao and Si Zhang and Zhihui Cai and Ke Liu and Ning Hui and Mingwen Tong,2022
Who Stole the Book of Kells? Description and Player Evaluation of a Cryptography Game for Primary School Students,"Rocha, Mariana and Almo, André and Dondio, Pierpaolo",2022
Instructional practices promoting computational thinking in STEAM elementary classrooms,"Herro, Danielle and Quigley, Cassie and Plank, Holly and Abimbade, Oluwadara and Owens, Aileen",2022
Computational Thinking Process of Prospective Mathematics Teacher in Solving Diophantine Linear Equation Problems,"Aminah, Neneng and Sukestiyarno, Yohanes Leonardus and Wardono, Wardono and Cahyono, Adi Nur",2022
What is the Problem? A Situated Account of Computational Thinking as Problem-Solving in Two Danish Preschools,"Odgaard, Ane Bjerre",2022
A Study on the Factors Affecting Intention of Learning Python Programming: For Non-majors in University,"Cheon, Minjong and Lee, Ook and Mun, Changbae and Ha, Hyodong",2022
Parallel programming and computational thinking,"Hwu, Wen-mei W. and Kirk, David B. and Hajj, Izzat El",2022
"13th EAI International Conference on e-Infrastructure and e-Services for Developing Countries, AFRICOMM 2021",Sin Valor,2022
Relations of computational thinking to reasoning ability and creative thinking in young children: Mediating role of arithmetic fluency,"Xu, Weiqi and Geng, Fengji and Wang, Lin",2022
How to Teach Coding through Stories in Early Childhood Classrooms,"Çabuk, Burcu and Afacan Adanir, Gülgün and Gülbahar, Yasemin",2022
Examining STEM Teaching at the Intersection of Informal and Formal Spaces: Exploring Science Pre-service Elementary Teacher Preparation,Helen Douglass and Geeta Verma,2022
"Awareness, proficiency and challenges in the use of emerging technologies by ESL university lecturers in the post COVID-19 ERA","Ngozi Ugonma Emelogu, Chidinma Kalu Nwafor, G. U. Chigbu, Ngozi Georgina Okoyeukwu and Kingsley Onyebuchi Eze",2022
"Proceedings of 2022 8th International Conference of the Immersive Learning Research Network, iLRN 2022",Sin Valor,2022
Enhancing computational thinking skills of students with disabilities,"Kert, Serhat Bahadır and Yeni, Sabiha and Fatih Erkoç, Mehmet",2022
Computational empowerment in practice: Scaffolding teenagers’ learning about emerging technologies and their ethical and societal impact,Marie-Monique Schaper and Rachel Charlotte Smith and Mariana Aki Tamashiro and Maarten {Van Mechelen} and Mille Skovhus Lunding and Karl-Emil Kjæer Bilstrup and Magnus Høholt Kaspersen and Kasper Løvborg Jensen and Marianne Graves Petersen and Ole Sejer Iversen,2022
Development and Assessment of Recommendation System Based on Behavioral Intervention Analysis,"Chang, Chih-Kai and Chen, Pin-Chen",2022
The Secret Communication Panel: A Constructionist Communications Device for Developing Computational Thinking Skills in School-Age Children,"Zikovitz, David and Holbert, Nathan and Correa, Isabel",2022
Exploring the development of mental rotation and computational skills in elementary students through educational robotics,Pascual D. Diago and José A. González-Calero and Dionisio F. Yáñez,2022
Effect of different mind mapping approaches on primary school students’ computational thinking skills during visual programming learning,"Zhao, Li and Liu, Xiaohong and Wang, Chenhui and Su, Yu-Sheng",2022
The Integration of Programming in Swedish School Mathematics: Investigating Elementary Mathematics Textbooks,Kajsa Bråting and Cecilia Kilhamn,2022
Computational Thinking and User Interfaces: A Systematic Review,"Rijo-Garcia, Sara and Segredo, Eduardo and Leon, Coromoto",2022
Preservice Teachers’ Abilities and Confidence with Constructing Scientific Explanations as Scaffolds are Faded in a Physics Course for Educators,Heidi Masters and Jennifer Docktor,2022
The Role of Basic Psychological Needs Satisfaction in Primary Student's Computational Thinking Development,"Yin, Stella Xin",2022
DIA4K12: Framework for Managing then Teaching-Learning of Artificial Intelligence at Early Ages,"Labanda-Jaramillo, Milton and Chamba-Eras, Luis and Erreyes-Pinzon, Daysi and Chamba-Eras, Irene and Orellana-Malla, Angel",2022
Introduction to Computational Thinking with Scratch for Teacher Training for Spanish Primary School Teachers in Mathematics,"Molina-Ayuso, Álvaro and Adamuz-Povedano, Natividad and Bracho-López, Rafael and Torralbo-Rodríguez, Manuel",2022
"Developing Preschool Teachers’ Computational Thinking Knowledge, Attitudes, Beliefs, and Teaching Self-Efficacies: A Curriculum-Based Professional Development Program","Saxena, Anika and Chiu, Ming Ming",2022
Makerspaces as learning environments to support computational thinking,"Strawhacker, Amanda L. and Vizner, Miki Z.",2022
Towards an inclusive digital literacy: An experimental intervention study in a rural area of Brazil,"Nogueira, Viviane Brito and Teixeira, Diego Gomes and de Lima, Ivan Alisson Cavalcante Nunes and Moreira, Marcus Vinícius Chaves and de Oliveira, Bárbara Sthéphane Caixeta and Pedrosa, Iago Matheus Bezerra and de Queiroz, Jose Wilton and Jeronimo, Selma Maria Bezerra",2022
The bidirectional predictions between primary school students’ STEM and language academic achievements and computational thinking: The moderating role of gender,"Sun, Lihui and Hu, Linlin and Zhou, Danhua",2022
Metacognition for artificial intelligence system safety – An approach to safe and desired behavior,"Johnson, Bonnie",2022
The Role of Unplugged Coding Activity in Developing Computational Thinking in Ages 6-11,"Lombardi, Gaia",2022
Equity and Social Justice in Research Practice Partnerships in the United States,Amy Vetter and Beverly S. Faircloth and Kimberly K. Hewitt and Laura M. Gonzalez and Ye He and Marcia L. Rock,2022
Academic self-efficacy and future work skills in unaccompanied foreign minors: structural equation analysis according to residence time,"Eva María Olmedo-Moreno, Jorge Expósito López, José Javier Romero-Díaz de la Guardia, María del Carmen Olmos-Gómez, Micaela Sánchez-Martín and Ramón Chacón-Cuberos",2022
Curricular and Strategic Changes in mathematics to Enhance Institutional STEM Education,"Han, Sandie and Kostadinov, Boyan and Liou-Mark, Janet and Thiel, Johann",2022
Research on the Impacts of Cognitive Style and Computational Thinking on College Students in a Visual Artificial Intelligence Course,"Wang, Chi-Jane and Zhong, Hua-Xu and Chiu, Po-Sheng and Chang, Jui-Hung and Wu, Pei-Hsuan",2022
Effects of cognitive control strategies on coding learning outcomes in early childhood,"Lin Wang, Donglin Shi, Fengji Geng, Xiaoxin Hao, Fu Chanjuan and Yan Li",2022
The Effect on Computational Thinking Using SRA-Programming: Anticipating Changes in a Dynamic Problem Environment,"Fanchamps, Nardie and Slangen, Lou and Specht, Marcus and Hennissen, Paul",2022
Digital Competence & Computational Thinking for Preschool Pre-service Teachers: From Lab to Practice,"Hamidi, Ali and Zerega, Rafael and Tavajoh, Sepideh and Milrad, Marcelo and Masiello, Italo",2022
Computational Thinking and Metacognition,"Yadav, Aman and Ocak, Ceren and Oliver, Amber",2022
LEARNING DESIGN OF A PROGRAMMING AND ROBOTICS MOOC FOR CHILDHOOD TEACHERS AND EDUCATORS; [DISEÑO DE APRENDIZAJE DE UN MOOC DE PROGRAMACIÓN Y ROBÓTICA PARA PROFESORES/AS Y EDUCADORES/AS DE INFANTIL],"Quintas-Mendes, António and de Souza, Elizabeth Batista and Amante, Lúcia",2022
Following the Line from Blocks Programming to Robotics,"Fortis, Alexandra-Emilia and Fortis, Teodor-Florin",2022
A preliminary study on interdisciplinary programming learning based on cloud computing low-code development platform,"Wang, Chung-Hsiang and Wu, Ko-Chiu",2022
Other worlds are possible: Advanced computational and design thinking in South Auckland,"Sosa, Ricardo",2022
Solving Domain-Specific Problems with Computational Thinking,"Calor, Sharon and Dekker, Izaak and Pennink, Dorrith and Bredeweg, Bert",2022
Active Learning by Visual Programming: Pedagogical Perspectives of Instructivist and Constructivist Code Teachers and Their Implications on Actual Teaching Strategies and Students’ Programming Artifacts,"Kesler, Avital and Shamir-Inbal, Tamar and Blau, Ina",2022
Game-Based Learning for Young Children: A Case Study,"Pombo, Nuno and Lamas, Dorilene",2022
Snapshot of Computational Thinking in Turkey: A Critique of 2019 Bebras Challenge,"Kalelİoğlu, Filiz and Doğan, Dilek and Gülbahar, Yasemin",2022
A systematic review of computational thinking in science classrooms,Ayodele Abosede Ogegbo and Umesh Ramnarain,2022
AP-Coach: Formative feedback generation for learning introductory programming concepts,"Duong, Ta Nguyen Binh and Shar, Lwin Khin and Shankararaman, Venky",2022
"Digital Games for Creativity Assessment: Strengths, Weaknesses and Opportunities","Janet Rafner, Michael Mose Biskjær, Blanka Zana, Steven Langsford, Carsten Bergenholtz, Seyedahmad Rahimi, Andrea Carugati, Lior Noy and Jacob Sherson",2022
Unplugged to Plugged In,"Kristin L. Gunckel, Beth A. Covitt, Garrett Love, Judith A. Cooper-Wagoner and Dan Moreno",2022
Editorial,Brian Dorn and Jan Vahrenhold,2022
"A multigroup structural equation modeling analysis of students’ perception, motivation, and performance in computational thinking","Ye, Jiachu and Lai, Xiaoyan and Wong, Gary Ka Wai",2022
K-2nd Grade Teachers' Perceptions of Computational Thinking: Research Findings and Implications for Integrating Engineering and Computational Thinking in Elementary Education (Fundamental),"Rehmat, Abeera and Ehsan, Hoda and Cardella, Monica E.",2022
CoTinker: Designing a Cross-device Collaboration Tool to Support Computational Thinking in Remote Group Work in High School Biology,"Musaeus, Line Have and Sørensen, Marie-Louise Stisen Kjerstein and Palfi, Blanka Sára and Iversen, Ole Sejer and Klokmose, Clemens Nylandsted and Petersen, Marianne Graves",2022
A Framework for teaching programming in High School through Educational Robotics,"Souza, Isabelle M. L. and Andrade, Wilkerson L. and Sampaio, Livia M. R.",2022
Research on blended teaching reform based on computational thinking,"Zhao, Fengzhi and Liu, Sijie",2022
Artificial intelligence in early childhood education: A scoping review,Jiahong Su and Weipeng Yang,2022
The role of analytical variability in secondary data replications: a replication of Kim et al. (2014),Christian Bokhove,2022
Relevance of pre-service teacher training to use ICT for the actual use in classrooms – focus on German secondary schools,"Ramona Lorenz, Melanie Heldt and Birgit Eickelmann",2022
Cultivating students’ computational thinking through student–robot interactions in robotics education,"Qu, Jing Ru and Fok, Ping Kwan",2022
Unplugged Debugging Activities for Developing Young Learners’ Debugging Skills,"Junghyun Ahn, Woonhee Sung and John B. Black",2022
Single or Combined? A Study on Programming to Promote Junior High School Students’ Computational Thinking Skills,"Sun, Lihui and Hu, Linlin and Zhou, Danhua",2022
Unplugged Activities in Cross-Curricular Teaching: Effect on Sixth Graders’ Computational Thinking and Learning Outcomes,"Merino-Armero, José Miguel and González-Calero, José Antonio and Cózar-Gutiérrez, Ramón and Del Olmo-Muñoz, Javier",2022
"21st IFIP WG 6.11 Conference on e-Business, e-Services, and e-Society, I3E 2022",Sin Valor,2022
A systematic review of library makerspaces research,Soo Hyeon Kim and Yong Ju Jung and Gi Woong Choi,2022
Computational Thinking Integration Design Principles in Humanities,"Caskurlu, Secil and Hu, Anne Drew and Yadav, Aman and Santo, Rafi",2022
Keeping Cool with SageModeler,"Jonathan Bowers, Daniel Damelin, Emanuel Eidin and Cynthia Mcintyre",2022
Apps to Promote Computational Thinking Concepts and Coding Skills in Children of Preschool and Pre-Primary School Age,"Papadakis, Stamatios",2022
Learning Computational Thinking Efficiently with Block-based Parsons Puzzles,"Bender, Jeff and Dziena, Alex and Kaiser, Gail",2022
A bibliometric analysis of the trends and research topics of empirical research on TPACK,"Zou, Di and Huang, Xinyi and Kohnke, Lucas and Chen, Xieling and Cheng, Gary and Xie, Haoran",2022
Promoting persistence: Can computer science career and technical education courses support educational advancement for students with learning disabilities?,Jay S Plasman and Michael Gottfried and Jennifer Freeman and Shaun Dougherty,2022
Smart libraries: Changing the paradigms of library services,Kingsley N Igwe and Abdulakeem S Sulyman,2022
"Elementary teachers' verbal supports of science and engineering practices in an NGSS-aligned science, engineering, and computational thinking unit","Lilly, Sarah and McAlister, Anne M. and Fick, Sarah J. and Chiu, Jennifer L. and McElhaney, Kevin W.",2022
Influence of Grouping Strategies for Cooperative Learning on the Learning Outcome of Programming Course,"Hsu, Jih-Shih and Tsai, Wen-Lung",2022
Publishing trends in JDLTE: A five-year perspective,"Denise A. Schmidt-Crawford, Denise L. Lindstrom and Ann D. Thompson",2022
